specification_id,baseline_type,baseline_label,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,absolute_mean_error,absolute_expected_seat_error,mean_absolute_error_rank,rmse_rank,brier_score_rank,log_loss_rank,absolute_mean_error_rank,absolute_expected_seat_error_rank,winner_accuracy_rank,performance_score,complexity_penalty,simplicity_adjusted_score
normalized_partisan_baseline__generic_only__gb_0.55,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.55,0.0,0.0,1,,1545,-0.26622814731675637,5.981880957933507,4.454476669999998,8.060255571639322,0.9411003236245955,0.04670551637646112,0.16386041338070165,756,729,736.3069589913056,-27,-19.693041008694422,0.26622814731675637,19.693041008694422,17.0,16.0,25.0,11.0,10.0,55.0,69.5,0.23248792270531402,0.0,0.23248792270531402
normalized_partisan_baseline__generic_plus_approval__gb_0.55,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.55,0.5,0.0,2,,1545,0.039920720124311415,5.943361254873864,4.367013473499998,8.039422706083712,0.941747572815534,0.04706688171803739,0.16483441657925965,756,732,741.9813259728573,-24,-14.018674027142652,0.039920720124311415,14.018674027142652,5.0,8.0,34.0,27.0,2.0,41.0,63.0,0.18478260869565216,0.05,0.23478260869565215
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.70,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.7,0.5,0.5,3,,1545,0.558383503295832,5.977783925505061,4.447118396500002,8.052189730603256,0.945631067961165,0.046606318601635485,0.16434056284313317,756,736,751.0283397731971,-20,-4.971660226802896,0.558383503295832,4.971660226802896,16.0,15.0,22.0,18.0,19.0,13.0,28.5,0.13707729468599034,0.1,0.23707729468599034
normalized_partisan_baseline__generic_plus_approval__gb_0.90,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,,1545,1.254953082583858,6.119744680853345,4.640001326649999,8.177277913632349,0.948220064724919,0.046305740676715564,0.16444448024198666,756,744,762.9112210078054,-12,6.911221007805352,1.254953082583858,6.911221007805352,38.0,36.0,13.0,21.0,46.0,16.0,8.0,0.18961352657004832,0.05,0.2396135265700483
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.80,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.8,0.5,0.5,3,,1545,0.9055356068557022,6.053557252482342,4.503597266500002,8.113211136130877,0.948220064724919,0.046513623201187945,0.16452792982900843,756,740,757.0565148265882,-16,1.0565148265882272,0.9055356068557022,1.0565148265882272,30.0,27.0,18.0,24.0,31.0,2.0,8.0,0.1400966183574879,0.1,0.2400966183574879
normalized_partisan_baseline__generic_only__gb_1.05,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,1.05,0.0,0.0,1,,1545,1.469532370482596,6.250944418764149,4.96153127,8.276865660606417,0.948220064724919,0.04574138818634171,0.163565941981494,756,752,766.2624499692502,-4,10.262449969250156,1.469532370482596,10.262449969250156,51.0,47.0,6.0,10.0,58.0,29.0,8.0,0.24033816425120771,0.0,0.24033816425120771
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.85,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.85,0.5,0.5,3,,1545,1.0791116586356375,6.105224425248879,4.6195309675,8.155601405309273,0.948220064724919,0.0465399131716765,0.16479077647924625,756,742,760.099125810989,-14,4.099125810988994,1.0791116586356375,4.099125810988994,36.0,34.0,21.0,26.0,38.0,10.0,8.0,0.17753623188405798,0.1,0.27753623188405796
normalized_partisan_baseline__generic_plus_approval__gb_0.50,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.5,0.5,0.0,2,,1545,-0.13365533165562443,5.954016753398135,4.38578000835,8.05212662299802,0.940453074433657,0.047356845755143505,0.16533193252322362,756,730,739.0676361826083,-26,-16.93236381739166,0.13365533165562443,16.93236381739166,8.0,14.0,38.0,33.0,5.0,49.0,75.0,0.22826086956521738,0.05,0.2782608695652174
normalized_partisan_baseline__generic_only__gb_0.50,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.5,0.0,0.0,1,,1545,-0.43980419909669255,6.003901753374285,4.491804600000002,8.082948341554431,0.9398058252427185,0.04705047487102825,0.16449685657495836,756,723,733.4165481797572,-33,-22.58345182024277,0.43980419909669255,22.58345182024277,22.0,22.0,33.0,23.0,16.0,61.0,81.5,0.28442028985507245,0.0,0.28442028985507245
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.55,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.55,0.5,0.5,3,,1545,0.037655347956026625,5.934457227774187,4.401525356500002,8.021235206913769,0.940453074433657,0.047095318927321064,0.16489527417881727,756,728,742.1291497015723,-28,-13.87085029842774,0.037655347956026625,13.87085029842774,1.0,1.0,35.0,29.0,1.0,40.0,75.0,0.18478260869565216,0.1,0.2847826086956522
normalized_partisan_baseline__generic_only__gb_1.10,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,1.1,0.0,0.0,1,,1545,1.6431084222625314,6.324177711872241,4.995850869999998,8.341498440480407,0.9475728155339805,0.045913190570749204,0.16415831444696172,756,751,769.3628002494559,-5,13.362800249455859,1.6431084222625314,13.362800249455859,56.0,53.0,8.0,15.0,67.0,38.0,15.0,0.286231884057971,0.0,0.286231884057971
normalized_partisan_baseline__generic_plus_approval__gb_0.95,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,,1545,1.428529134363793,6.181702199512661,4.712509863500003,8.228671232228377,0.9475728155339805,0.04638915132608117,0.1648386509044539,756,747,765.9774954024706,-9,9.977495402470595,1.428529134363793,9.977495402470595,44.0,42.0,15.0,28.0,55.0,26.0,15.0,0.2379227053140097,0.05,0.2879227053140097
normalized_partisan_baseline__generic_plus_approval__gb_1.00,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,,1545,1.6021051861437285,6.250144537412466,4.830908736500003,8.287649495125516,0.9495145631067962,0.04652304413358996,0.16534729479945204,756,748,769.0625509352365,-8,13.062550935236459,1.6021051861437285,13.062550935236459,50.0,48.0,19.0,34.0,64.0,36.0,1.5,0.2638888888888889,0.05,0.3138888888888889
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.50,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.5,0.5,0.5,3,,1545,-0.13592070382390925,5.9393838838803354,4.417099896500002,8.027220023741434,0.9398058252427185,0.047347884882065545,0.16530036632409323,756,727,739.2007725479191,-29,-16.799227452080913,0.13592070382390925,16.799227452080913,2.0,3.0,37.0,32.0,6.0,48.0,81.5,0.21437198067632848,0.1,0.3143719806763285
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.90,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.9,0.5,0.5,3,,1545,1.2526877104155734,6.166648767335547,4.648151433500001,8.20575538020449,0.946925566343042,0.0466157122512065,0.16516728712857398,756,742,763.1606202433262,-14,7.160620243326207,1.2526877104155734,7.160620243326207,42.0,40.0,23.0,30.0,45.0,19.0,20.0,0.22826086956521738,0.1,0.3282608695652174
normalized_partisan_baseline__generic_plus_approval__gb_0.45,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.45,0.5,0.0,2,,1545,-0.30723138343555995,5.974041179678782,4.2897192565,8.07292490941917,0.9385113268608414,0.04768917589395573,0.16593789424431715,756,725,736.1727636803134,-31,-19.827236319686563,0.30723138343555995,19.827236319686563,15.0,20.0,48.0,37.0,11.0,57.0,89.0,0.2898550724637681,0.05,0.3398550724637681
normalized_partisan_baseline__generic_only__gb_0.45,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.45,0.0,0.0,1,,1545,-0.613380250876627,6.034499665417002,4.481074850000001,8.113651190368003,0.9359223300970874,0.04743667372578641,0.16524098308359367,756,717,730.5448660627928,-39,-25.455133937207165,0.613380250876627,25.455133937207165,26.0,28.0,40.0,31.0,22.0,67.0,99.5,0.34118357487922707,0.0,0.34118357487922707
normalized_partisan_baseline__generic_plus_approval__gb_1.05,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,,1545,1.7756812379236637,6.325915561478227,4.925550406500001,8.354052058410538,0.948220064724919,0.046708115727426454,0.1659710681835602,756,752,772.1661846580141,-4,16.166184658014117,1.7756812379236637,16.166184658014117,57.0,54.0,26.0,38.0,73.0,45.0,8.0,0.3176328502415459,0.05,0.3676328502415459
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.95,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.95,0.5,0.5,3,,1545,1.426263762195508,6.234432564653502,4.7883380235,8.263531700904592,0.946925566343042,0.04674177523904826,0.16565812259009052,756,744,766.2408465407339,-12,10.240846540733855,1.426263762195508,10.240846540733855,49.0,46.0,28.0,35.0,54.0,28.0,20.0,0.2717391304347826,0.1,0.37173913043478257
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.45,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,,1545,-0.3094967556038447,5.952464956146096,4.3297619935,8.041346660174884,0.9359223300970874,0.04764359334281079,0.1658144409889912,756,723,736.2912529067407,-33,-19.708747093259262,0.3094967556038447,19.708747093259262,7.0,10.0,46.0,36.0,12.0,56.0,99.5,0.27838164251207725,0.1,0.3783816425120773
normalized_partisan_baseline__generic_plus_approval__gb_0.40,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.4,0.5,0.0,2,,1545,-0.48080743521549446,6.003857638729981,4.362208326650006,8.10175522760811,0.9378640776699029,0.04806284310737247,0.16665164223912424,756,722,733.2965483686775,-34,-22.703451631322537,0.48080743521549446,22.703451631322537,21.0,26.0,55.0,42.0,17.0,63.0,91.0,0.32971014492753625,0.05,0.37971014492753624
normalized_partisan_baseline__generic_only__gb_0.40,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.4,0.0,0.0,1,,1545,-0.7869563026565624,6.072481094724446,4.528607790000002,8.152273616624418,0.9320388349514563,0.0478630685970563,0.16609213727369757,756,711,727.6917226341757,-45,-28.308277365824324,0.7869563026565624,28.308277365824324,32.0,33.0,51.0,39.0,28.0,73.0,113.0,0.39855072463768115,0.0,0.39855072463768115
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_1.00,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.5,0.5,3,,1545,1.5998398139754437,6.311242180241335,4.893742913349993,8.32877174129434,0.9475728155339805,0.04691880503082008,0.1662639373756359,756,749,769.3396094835676,-7,13.339609483567642,1.5998398139754437,13.339609483567642,55.0,52.0,31.0,40.0,63.0,37.0,15.0,0.3055555555555555,0.1,0.40555555555555556
normalized_partisan_baseline__generic_plus_approval__gb_1.10,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,,1545,1.9492572897035996,6.410011663765671,4.995776306499991,8.427703433904181,0.9495145631067962,0.046945005451127994,0.16671061920500452,756,756,775.2881482761096,0,19.28814827610961,1.9492572897035996,19.28814827610961,69.0,59.0,32.0,43.0,81.0,53.0,1.5,0.35688405797101447,0.05,0.40688405797101446
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.40,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,,1545,-0.4830728073837789,5.973475737618653,4.322409413500001,8.063572325172256,0.9359223300970874,0.04798143086616364,0.16643683676859264,756,721,733.4004546350525,-35,-22.599545364947517,0.4830728073837789,22.599545364947517,14.0,17.0,53.0,41.0,18.0,62.0,99.5,0.3182367149758454,0.1,0.41823671497584536
normalized_partisan_baseline__generic_plus_approval__gb_0.35,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.35,0.5,0.0,2,,1545,-0.6543834869954295,6.041052359131339,4.419397256650001,8.138532218874483,0.9365695792880259,0.048476807158420517,0.16747252300211268,756,720,730.4388050118941,-36,-25.561194988105854,0.6543834869954295,25.561194988105854,28.0,32.0,62.0,47.0,23.0,69.0,94.5,0.3725845410628019,0.05,0.4225845410628019
normalized_partisan_baseline__generic_only__gb_0.35,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.35,0.0,0.0,1,,1545,-0.9605323544364982,6.117691681151631,4.603307040000001,8.19870369852996,0.9313915857605178,0.04832860779147299,0.16704967056888803,756,710,724.8569052263147,-46,-31.143094773685334,0.9605323544364982,31.143094773685334,37.0,39.0,58.0,45.0,35.0,79.0,118.0,0.4420289855072464,0.0,0.4420289855072464
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_1.05,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.5,0.5,3,,1545,1.773415865755379,6.393591381832272,5.010002603350003,8.401301625339908,0.948220064724919,0.04714744820193503,0.16698537813012246,756,754,772.4566690425565,-2,16.45666904255654,1.773415865755379,16.45666904255654,68.0,58.0,36.0,44.0,72.0,46.0,8.0,0.34782608695652173,0.1,0.4478260869565217
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.35,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,,1545,-0.6566488591637143,6.002981743270498,4.3866081635,8.093830299190232,0.9359223300970874,0.04836036981435092,0.16716689741179686,756,719,730.5282147010008,-37,-25.47178529899918,0.6566488591637143,25.47178529899918,20.0,23.0,59.0,46.0,24.0,68.0,99.5,0.3544685990338164,0.1,0.4544685990338164
normalized_partisan_baseline__generic_plus_approval__gb_0.30,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval,Generic ballot + approval,0.3,0.5,0.0,2,,1545,-0.8279595387753654,6.084700467420013,4.500540846500002,8.183148741277316,0.9333333333333333,0.04893002000209673,0.16839988987961235,756,715,727.5993253617582,-41,-28.400674638241753,0.8279595387753654,28.400674638241753,34.0,38.0,84.0,56.0,29.0,75.0,106.0,0.4420289855072464,0.05,0.4920289855072464
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_1.10,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.1,0.5,0.5,3,,1545,1.9469919175353148,6.483380627278422,5.1188481266500006,8.480934324467007,0.948220064724919,0.047428290669445074,0.1678230820290011,756,754,775.5917394292818,-2,19.5917394292818,1.9469919175353148,19.5917394292818,83.0,63.0,39.0,48.0,80.0,54.0,8.0,0.39492753623188404,0.1,0.494927536231884
normalized_partisan_baseline__generic_only__gb_0.30,normalized_partisan_baseline,Normalized partisan baseline,generic_only,Generic ballot only,0.3,0.0,0.0,1,,1545,-1.1341084062164333,6.16874303581312,4.686452179999996,8.252809660163923,0.9313915857605178,0.04883223546449926,0.16811294221268203,756,710,722.0401806067746,-46,-33.959819393225416,1.1341084062164333,33.959819393225416,43.0,45.0,78.0,51.0,42.0,85.0,118.0,0.4963768115942029,0.0,0.4963768115942029
raw_presidential_margin__generic_only__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.3,0.0,0.0,1,,1545,1.9988365776023371,6.50786069859189,4.895272729999995,8.66365350129339,0.9423948220064725,0.04857890550271339,0.16949384971588616,756,755,774.3844703479444,-1,18.384470347944443,1.9988365776023371,18.384470347944443,89.0,80.0,66.0,64.0,84.0,50.0,55.0,0.5120772946859904,0.0,0.5120772946859904
raw_presidential_margin__generic_only__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.4,0.0,0.0,1,,1545,2.345988681162208,6.491906929896745,4.9662074200000035,8.646735144483165,0.9423948220064725,0.04803917514343433,0.16860422650998708,756,759,780.2727228274952,3,24.27272282749516,2.345988681162208,24.27272282749516,85.0,76.0,54.0,57.0,92.0,64.0,55.0,0.5144927536231884,0.0,0.5144927536231884
normalized_partisan_baseline__generic_plus_approval_plus_midterm__gb_0.30,normalized_partisan_baseline,Normalized partisan baseline,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,,1545,-0.8302249109436503,6.041447165859495,4.4391877435,8.13203092194832,0.9339805825242719,0.048779371895901605,0.16800397273899664,756,716,727.6743453084707,-40,-28.32565469152928,0.8302249109436503,28.32565469152928,29.0,30.0,77.0,49.0,30.0,74.0,105.0,0.4166666666666667,0.1,0.5166666666666667
raw_presidential_margin__generic_only__gb_0.50,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.5,0.0,0.0,1,,1545,2.693140784722078,6.508017017640433,4.99330089,8.660078305980766,0.9436893203883495,0.047680230638633,0.16815597103576624,756,763,786.2380510639439,7,30.238051063943885,2.693140784722078,30.238051063943885,90.0,79.0,47.0,53.0,98.0,76.0,41.5,0.5211352657004831,0.0,0.5211352657004831
raw_presidential_margin__generic_only__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.35,0.0,0.0,1,,1545,2.1724126293822725,6.4963945027096885,4.901450929999996,8.651415286376146,0.9411003236245955,0.04828692958994307,0.16899420470910706,756,757,777.3189975664061,1,21.318997566406097,2.1724126293822725,21.318997566406097,87.0,78.0,57.0,60.0,88.0,58.0,69.5,0.5283816425120773,0.0,0.5283816425120773
raw_presidential_margin__generic_only__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.45,0.0,0.0,1,,1545,2.5195647329421433,6.4949712030449644,5.000502519999998,8.649625344196453,0.941747572815534,0.047836623573098265,0.1683245896946989,756,758,783.245725351469,2,27.24572535146899,2.5195647329421433,27.24572535146899,86.0,77.0,50.0,55.0,95.0,70.0,63.0,0.532608695652174,0.0,0.532608695652174
