cycle,component_neutralized,race_id,district_id,state,baseline_model_margin_dem,neutralized_model_margin_dem,neutralized_minus_baseline_margin,absolute_margin_change,margin_changed,baseline_incumbency_adjustment_dem,neutralized_incumbency_adjustment_dem,baseline_district_elasticity,neutralized_district_elasticity,baseline_dem_candidate_is_incumbent,neutralized_dem_candidate_is_incumbent,baseline_gop_candidate_is_incumbent,neutralized_gop_candidate_is_incumbent
2018,district_elasticity,IA-3,IA-3,IA,-2.5582045454545446,0.398295454545455,2.9564999999999997,2.9564999999999997,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,NE-2,NE-2,NE,-2.1865,0.7699999999999996,2.9564999999999997,2.9564999999999997,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,OR-4,OR-4,OR,-0.427863636363635,2.5286363636363647,2.9564999999999997,2.9564999999999997,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,AR-2,AR-2,AR,-10.415074999999998,-7.458574999999999,2.9564999999999992,2.9564999999999992,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,IL-17,IL-17,IL,2.405772727272728,5.362272727272727,2.9564999999999992,2.9564999999999992,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,MI-5,MI-5,MI,7.213500000000001,10.17,2.9564999999999992,2.9564999999999992,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,OR-5,OR-5,OR,6.977250000000001,9.93375,2.9564999999999992,2.9564999999999992,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,CA-2,CA-2,CA,48.397450000000006,51.353950000000005,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,CO-5,CO-5,CO,-24.669,-21.712500000000002,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,FL-2,FL-2,FL,-35.5865,-32.63,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,FL-23,FL-23,FL,29.113500000000002,32.07,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,HI-2,HI-2,HI,34.8135,37.769999999999996,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,ID-1,ID-1,ID,-36.78719169960474,-33.83069169960474,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,ID-2,ID-2,ID,-24.54685,-21.59035,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,IL-8,IL-8,IL,24.7135,27.669999999999998,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,IL-9,IL-9,IL,46.087250000000004,49.04375,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,KS-2,KS-2,KS,-16.886499999999998,-13.93,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,KS-4,KS-4,KS,-27.1865,-24.23,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,KY-3,KY-3,KY,18.883727272727274,21.840227272727272,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,KY-5,KY-5,KY,-62.18080555555556,-59.22430555555556,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,LA-6,LA-6,LA,-33.7865,-30.83,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,MA-6,MA-6,MA,20.9135,23.869999999999997,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,MI-4,MI-4,MI,-24.7865,-21.830000000000002,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,MI-7,MI-7,MI,-16.9865,-14.030000000000001,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,MN-4,MN-4,MN,33.9135,36.87,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,MN-5,MN-5,MN,56.7135,59.67,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,MO-7,MO-7,MO,-45.6865,-42.730000000000004,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,MO-8,MO-8,MO,-54.3865,-51.43,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,NC-12,NC-12,NC,42.5285,45.485,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,NC-4,NC-4,NC,43.27679545454546,46.233295454545456,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,NE-1,NE-1,NE,-21.553772727272726,-18.597272727272728,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,NJ-8,NJ-8,NJ,57.37975,60.33625,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,OK-3,OK-3,OK,-52.490500000000004,-49.534000000000006,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,OR-3,OR-3,OR,51.2135,54.17,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,PA-16,PA-16,PA,-19.408441489361703,-16.451941489361705,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,RI-1,RI-1,RI,28.613500000000002,31.57,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,SC-6,SC-6,SC,39.003725,41.960225,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,TN-2,TN-2,TN,-33.8865,-30.93,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,TN-3,TN-3,TN,-35.1865,-32.230000000000004,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,TN-6,TN-6,TN,-47.3865,-44.43,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,TN-7,TN-7,TN,-37.7865,-34.83,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,TX-16,TX-16,TX,41.33355434782609,44.290054347826086,2.9564999999999984,2.9564999999999984,True,0.0,0.0,0.55,1.0,False,False,False,False
2018,district_elasticity,UT-1,UT-1,UT,-24.600923076923078,-21.64442307692308,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,WI-2,WI-2,WI,39.8135,42.769999999999996,2.9564999999999984,2.9564999999999984,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,WI-6,WI-6,WI,-16.886499999999998,-13.93,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,WV-1,WV-1,WV,-39.938456521739134,-36.981956521739136,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,WV-2,WV-2,WV,-36.964,-34.0075,2.9564999999999984,2.9564999999999984,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,CA-21,CA-21,CA,14.08655,17.043049999999997,2.9564999999999966,2.9564999999999966,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,AR-4,AR-4,AR,-33.280249999999995,-30.32375,2.956499999999995,2.956499999999995,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2018,district_elasticity,FL-20,FL-20,FL,65.1135,68.07,2.9564999999999912,2.9564999999999912,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,WA-7,WA-7,WA,72.91350000000001,75.87,2.9564999999999912,2.9564999999999912,True,1.5,1.5,0.55,1.0,True,True,False,False
2018,district_elasticity,VA-10,VA-10,VA,10.02736352125,12.97,2.94263647875,2.94263647875,True,-1.5,-1.5,0.552110125,1.0,False,False,True,True
2018,district_elasticity,TX-12,TX-12,TX,-30.623518947970997,-27.807499999999997,2.816018947970999,2.816018947970999,True,-1.5,-1.5,0.5713821997,1.0,False,False,True,True
2020,district_elasticity,FL-2,FL-2,FL,-35.834,-33.08,2.754000000000005,2.754000000000005,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,FL-20,FL-20,FL,64.866,67.62,2.754000000000005,2.754000000000005,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,NY-15,NY-15,NY,91.71475000000001,94.46875000000001,2.754000000000005,2.754000000000005,True,0.0,0.0,0.55,1.0,False,False,False,False
2020,district_elasticity,WA-7,WA-7,WA,72.66600000000001,75.42000000000002,2.754000000000005,2.754000000000005,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,AK-AL,AK-AL,AK,-15.434000000000001,-12.68,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,AL-2,AL-2,AL,-30.634,-27.88,2.7540000000000013,2.7540000000000013,True,0.0,0.0,0.55,1.0,False,False,False,False
2020,district_elasticity,GA-1,GA-1,GA,-15.734000000000002,-12.98,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,LA-4,LA-4,LA,-24.234,-21.48,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,LA-6,LA-6,LA,-34.034,-31.279999999999998,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,MA-3,MA-3,MA,25.566,28.32,2.7540000000000013,2.7540000000000013,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,MI-4,MI-4,MI,-25.034000000000002,-22.28,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,MN-1,MN-1,MN,-15.134,-12.379999999999999,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,MN-8,MN-8,MN,-15.834,-13.079999999999998,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,NC-6,NC-6,NC,22.766,25.52,2.7540000000000013,2.7540000000000013,True,0.0,0.0,0.55,1.0,False,False,False,False
2020,district_elasticity,NY-26,NY-26,NY,24.12475,26.87875,2.7540000000000013,2.7540000000000013,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,PA-14,PA-14,PA,-28.263545454545458,-25.509545454545457,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,RI-2,RI-2,RI,9.866,12.620000000000001,2.7540000000000013,2.7540000000000013,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,TX-34,TX-34,TX,24.574035714285714,27.328035714285715,2.7540000000000013,2.7540000000000013,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,UT-1,UT-1,UT,-23.34842307692308,-20.59442307692308,2.7540000000000013,2.7540000000000013,True,0.0,0.0,0.55,1.0,False,False,False,False
2020,district_elasticity,WI-6,WI-6,WI,-17.134,-14.379999999999999,2.7540000000000013,2.7540000000000013,True,-1.5,-1.5,0.55,1.0,False,False,True,True
2020,district_elasticity,AZ-1,AZ-1,AZ,2.716,5.47,2.7539999999999996,2.7539999999999996,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,CT-5,CT-5,CT,6.866,9.62,2.7539999999999996,2.7539999999999996,True,1.5,1.5,0.55,1.0,True,True,False,False
2020,district_elasticity,MI-5,MI-5,MI,6.966000000000001,9.72,2.7539999999999996,2.7539999999999996,True,1.5,1.5,0.55,1.0,True,True,False,False
