source,source_file,source_row_number,source_row_hash,poll_id,question_id,race_id,cycle,election_date,stage,office_type,seat_name,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,transparency_score,methodology,start_date,end_date,field_period_days,days_before_election,sample_size,population,population_full,tracking,internal,partisan,sponsors,notes,url,url_article,url_topline,url_crosstab,dem_pct,rep_pct,ind_pct,two_party_total,margin_dem,two_party_margin_dem,valid_major_party_values,pre_election
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4823,81e4f763245e5dfadc5cda8d5cb9bb8cae777e788445b92793eb5eaf32910f2a,49770,78194,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-05,2016-11-09,5,727,2648.0,a,a,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/,,,,41.4,34.3,3.9,75.69999999999999,7.100000000000001,9.379128137384415,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4818,88a57b144d99591198200c6f827855d7d31b6bede830193edfe461c6ea3b9dd7,49769,78170,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-06,2016-11-10,5,726,1694.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/PD1:1,,,,46.1,39.4,3.6,85.5,6.700000000000003,7.836257309941523,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4819,5c3c68a37faae7d41185b3ab08321c85e714e7ac795660aae5078b9d26db36fd,49769,78183,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-06,2016-11-10,5,726,1360.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/LIKELY:1,,,,43.1,42.6,2.6,85.7,0.5,0.5834305717619603,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4820,8f5e53ed7995b9144640cf01879aea9ab03217c6b0da6b5ec7b302aaf8f10d84,49769,78193,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-06,2016-11-10,5,726,2016.0,a,a,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/,,,,40.9,35.6,3.4,76.5,5.299999999999997,6.928104575163395,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4815,f0f97435d5d4d994ab4fac89a03cd1120c1242376752b393ee271f7c0b8b2edc,49773,78174,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-07,2016-11-11,5,725,1155.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/PD1:1,,,,45.2,40.2,3.3,85.4,5.0,5.854800936768149,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4816,84e5db3e7d69488890fd7593d4f3ee861d065beb065275a57ea26393676ee975,49773,78182,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-07,2016-11-11,5,725,925.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/LIKELY:1,,,,42.8,42.9,2.7,85.69999999999999,-0.10000000000000142,-0.11668611435239373,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4817,9578bf413418720e1cf3ea7da6d79c245f87a27df39cfc87c950b2cb8e7a7d34,49773,78192,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-07,2016-11-11,5,725,1356.0,a,a,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/,,,,40.9,36.4,3.0,77.3,4.5,5.821474773609315,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4812,ae890d884af377232d6f653074384fe2ed75a5dfd1f6280103fbd605a3116872,49772,78173,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-08,2016-11-12,5,724,575.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/PD1:1,,,,46.8,42.2,2.5,89.0,4.599999999999994,5.168539325842691,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4813,ad5d87d0f2d207d8a5421100820201e56cf3ec87fc10f75001faa0cdb1d8e594,49772,78178,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-08,2016-11-12,5,724,483.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/LIKELY:1,,,,42.7,44.2,1.5,86.9,-1.5,-1.726121979286536,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4814,de3a45c9abafb8b84406ecfcc988be9308cc75bbb70f6b4b91501dafbb721555,49772,78188,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-08,2016-11-12,5,724,680.0,a,a,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/,,,,42.2,37.5,2.3,79.7,4.700000000000003,5.897114178168134,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4809,f311f39512bc630cd4f5e16cd02c42a061c17bf3dfa90852a390a52395470133,49771,78172,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-09,2016-11-13,5,723,296.0,rv,rv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/PD1:1,,,,47.0,44.0,2.7,91.0,3.0,3.2967032967032965,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4810,6f99a020c11123fe5c83208646814ec7c3a994cb4f22b61b03a765a9cf520086,49771,78177,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-09,2016-11-13,5,723,241.0,lv,lv,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/filters/LIKELY:1,,,,45.0,46.0,1.4,91.0,-1.0,-1.098901098901099,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4811,43f84a27b3429354380687544ef51afda66542aff51ce2de6c293ee8d4e68857,49771,78187,8273,2018,2018-11-06,general,U.S. House,Generic,241,Ipsos,Ipsos,154,Ipsos,2.8,-0.9,,Online Opt-In Panel,2016-11-09,2016-11-13,5,723,342.0,a,a,True,,,Reuters,,http://polling.reuters.com/#poll/TM771Y16/,,,,43.0,41.0,3.0,84.0,2.0,2.380952380952381,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4808,718f32ecafd1f4d379379601862cfdbdbb7941c11ea643060ebd5c3de2d6a20f,49237,78153,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-01-23,2017-01-24,2,651,1043.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_12617.pdf,,,,48.0,40.0,,88.0,8.0,9.090909090909092,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4807,7f2caa9e651c34b72c48d4513fe655c4c51c36bc9f91042ed1d91f1a6124495c,49238,78151,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-01-30,2017-01-31,2,644,725.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_2217.pdf,,,,45.0,42.0,,87.0,3.0,3.4482758620689653,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4805,22c13249a6e3d02cf3ea654a46ac85106d02c8f69dd889334f2dab2492082e9c,49292,78251,8273,2018,2018-11-06,general,U.S. House,Generic,1102,Emerson,Emerson College,88,Emerson College,2.9,-1.1,,IVR,2017-02-05,2017-02-06,2,638,617.0,rv,rv,,,,,,http://media.wix.com/ugd/3bebb2_ad9933217cc64d9c9fdf4e34a27756c1.pdf,,,,48.1,46.3,,94.4,1.8000000000000043,1.9067796610169536,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4806,8c45be4f05cf07e7d9efa2f4cb536ee87ef87e00b3c7edac96c83bc0cb68bc95,50468,79643,8273,2018,2018-11-06,general,U.S. House,Generic,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,,,2017-02-02,2017-02-06,5,638,1000.0,lv,lv,,,,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,,,,42.4,44.0,,86.4,-1.6000000000000014,-1.8518518518518534,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4804,3525725f4bd2b3b5eea039fe4e0e8cf9629aee784b38ffdb254f00029b76e354,49287,78162,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-02-07,2017-02-08,2,636,712.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,,,,49.0,41.0,,90.0,8.0,8.88888888888889,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4803,e4ab2d7e0ca4694300ebac772525ffa1fdf3b14882a15a790811b784135f0687,50467,79642,8273,2018,2018-11-06,general,U.S. House,Generic,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,,,2017-02-15,2017-02-20,6,624,1000.0,lv,lv,,,,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,,,,43.5,43.8,,87.3,-0.29999999999999716,-0.3436426116838456,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4802,61b359b1029d5e8b7e40591205df90a17ab16f4033bab057e33698fe40b58b22,49324,78150,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-02-21,2017-02-22,2,622,941.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,,,,46.0,43.0,,89.0,3.0,3.3707865168539324,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4801,8b9a6b44a97a73d7b039bd6250f3093cceadf8303bbc1028675f51903943349a,49488,78145,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,,2017-03-10,2017-03-12,3,604,808.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_31517.pdf,,,,46.0,41.0,,87.0,5.0,5.747126436781609,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4800,428c196f186897447c9c9f53dd6b242e4956022a808abea39ea35c9d77d31790,66566,124100,8273,2018,2018-11-06,general,U.S. House,Generic,552,Winston,The Winston Group,385,The Winston Group,2.5,-0.5,,Online Opt-In Panel,2017-03-16,2017-03-17,2,599,1000.0,rv,rv,,,REP,Winning the Issues,,https://www.winningtheissues.org/wp-content/uploads/2017/04/Winning-the-Issues-March-2017-Aggs-WEB-2.pdf,,,,44.0,44.0,,88.0,0.0,0.0,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4799,84b646e5ccd3a953e8e1f8a530f258b560e5c91f57652e219b1aca492239082d,50466,79641,8273,2018,2018-11-06,general,U.S. House,Generic,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,,,2017-03-16,2017-03-20,5,596,1000.0,lv,lv,,,,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,,,,42.9,44.6,,87.5,-1.7000000000000028,-1.9428571428571462,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4798,97499c6aaa716867581627e82ad75fa68cfa4ce2c34e21e69c57e1722c5b5157,49556,78147,8273,2018,2018-11-06,general,U.S. House,Generic,1205,Marist College,Marist College,183,Marist University,2.9,-0.9,,Live Phone,2017-03-22,2017-03-27,6,589,906.0,rv,rv,,False,,McClatchy Newspapers,,https://www.documentcloud.org/documents/3532285-McClatchy-Marist-Poll-National-Nature-of-the.html,,,,47.0,38.0,,85.0,9.0,10.588235294117647,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4797,04f27de303a79f3d54d0a0b6d4c9de09ee998f266ca8cf6f1b6b822aaeeee9e7,49550,78152,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-03-27,2017-03-28,2,588,677.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_33017.pdf,,,,48.0,43.0,,91.0,5.0,5.4945054945054945,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4796,9463132ec6939d4acb7e3b7b9d3429216ea115eddb03a2bee434b8d05db8bfcd,49577,78242,8273,2018,2018-11-06,general,U.S. House,Generic,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,,Online Opt-In Panel,2017-03-30,2017-04-01,3,584,1995.0,rv,rv,,,,Politico,,https://morningconsult.com/wp-content/uploads/2017/04/170401_crosstabs_Politico_v3_AG-1.pdf,,,https://morningconsult.com/wp-content/uploads/2017/04/170401_crosstabs_Politico_v3_AG-1.pdf,41.0,39.0,,80.0,2.0,2.5,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4795,7e8657996497f82b6bb0701c7c3c32d71b1a5c1628f6823db8536c187e727b75,49603,78241,8273,2018,2018-11-06,general,U.S. House,Generic,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,,Online Opt-In Panel,2017-04-06,2017-04-09,4,576,1988.0,rv,rv,,,,Politico,,http://www.politico.com/f/?id=0000015b-5fbb-da80-afdf-dfff4d650002,,,,43.0,40.0,,83.0,3.0,3.6144578313253013,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4794,af484821f4c68aac84c28fbd4dcf5867aa47c55e7acef9cacaf0967e55e61cd3,49604,78156,8273,2018,2018-11-06,general,U.S. House,Generic,568,YouGov,YouGov,391,YouGov,3.0,-1.1,,Online Matched Sample,2017-04-10,2017-04-11,2,574,1330.0,rv,rv,,,,Economist,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mmzsh8ncey/econToplines.pdf,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mmzsh8ncey/econToplines.pdf,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qs45iqlax3/econTabReport.pdf,40.0,37.0,,77.0,3.0,3.896103896103896,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4793,c4fc77d2911aa22180b064caa2e890df837d07859f9fc4dbef254cb6eb48a30f,49610,78154,8273,2018,2018-11-06,general,U.S. House,Generic,1205,Marist College,Marist College,183,Marist University,2.9,-0.9,,Live Phone,2017-04-11,2017-04-12,2,573,869.0,rv,rv,,False,,McClatchy Newspapers,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170411_Circus/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202017.pdf#page=3,,,,45.0,38.0,,83.0,7.0,8.433734939759036,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4792,b4c369662e71b9408d01a2aaf0a5f846155295e193e1753d4867d32072737f28,49633,78143,8273,2018,2018-11-06,general,U.S. House,Generic,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,,Online Opt-In Panel,2017-04-13,2017-04-15,3,570,1992.0,rv,rv,,,,Politico,,https://morningconsult.com/2017/04/20/grading-trumps-first-100-days-office/,,,,40.0,40.0,,80.0,0.0,0.0,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4791,5511eda6c37eba10d68d0d7388fffba3e3c9da9d2fb18d2576f1b24c1bc6bf97,49629,78200,8273,2018,2018-11-06,general,U.S. House,Generic,568,YouGov,YouGov,391,YouGov,3.0,-1.1,,Online Matched Sample,2017-04-15,2017-04-18,4,567,1291.0,rv,rv,,,,Economist,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3y1jngdqn7/econTabReport.pdf,,,,38.0,32.0,,70.0,6.0,8.571428571428571,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4790,3a2867c69d897d47fa0004f5a1bf5b1380714a592869a75cd4bbe82636e0b162,49637,78149,8273,2018,2018-11-06,general,U.S. House,Generic,383,PPP,Public Policy Polling,263,Public Policy Polling,1.4,0.0,,IVR/Online Opt-In Panel,2017-04-17,2017-04-18,2,567,648.0,rv,rv,,,,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_42017.pdf,,,,47.0,41.0,,88.0,6.0,6.818181818181818,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4789,3ce467f31c762bd2285fa9196ad5b332f6272d7fdbf11decf07b4c5abd785628,49647,78201,8273,2018,2018-11-06,general,U.S. House,Generic,1292,Hart/POS,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,,,2017-04-17,2017-04-20,4,565,759.0,rv,rv,,,,NBC News | Wall Street Journal,,https://www.wsj.com/articles/americans-dissatisfaction-with-speaker-paul-ryan-congress-overall-is-growing-poll-finds-1493067612,,,,47.0,43.0,,90.0,4.0,4.444444444444445,True,True
FiveThirtyEight historical polling archive,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical.csv,4788,b1d90f3fba5b34815affbcb390310984c7c16882aaa3afb48f4bc0ddbb49ad11,49653,78168,8273,2018,2018-11-06,general,U.S. House,Generic,801,Gravis Marketing (2020 and earlier),Gravis Marketing,124,Kaplan Strategies,2.0,-0.9,,IVR/Online Opt-In Panel,2017-04-19,2017-04-20,2,565,1665.0,rv,rv,,False,,,,http://orlando-politics.com/2017/04/25/gravis-marketing-poll-donald-trump-approval-rate-sits-at-42-as-he-approaches-100-day-mark/,,,,47.0,42.0,,89.0,5.0,5.617977528089888,True,True
