specification_id,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error
generic_plus_approval__gb_0.30,generic_plus_approval,Generic ballot + approval,0.3,0.5,0.0,2,2016,345,5.8806694980823195,9.806755230552465,7.619100433500002,12.39361965199406,0.9188405797101449,0.05993609330290509,0.19968341898887934,149,171,178.77663460147093,22,29.77663460147093
generic_plus_approval__gb_0.35,generic_plus_approval,Generic ballot + approval,0.35,0.5,0.0,2,2016,345,5.910669498082319,9.818668274030724,7.649100433500003,12.407882504608846,0.9188405797101449,0.06009098149131157,0.20008263014876054,149,171,178.90544463183676,22,29.905444631836758
generic_plus_approval__gb_0.40,generic_plus_approval,Generic ballot + approval,0.4,0.5,0.0,2,2016,345,5.940669498082319,9.830581317508985,7.6791004335,12.422201432035434,0.9188405797101449,0.06024654848572461,0.20048356495429814,149,171,179.03431961630622,22,30.03431961630622
generic_plus_approval__gb_0.45,generic_plus_approval,Generic ballot + approval,0.45,0.5,0.0,2,2016,345,5.9706694980823185,9.842639562514783,7.7091004335000015,12.436576240587607,0.9188405797101449,0.06040279411310891,0.20088622427400757,149,171,179.16325948955796,22,30.16325948955796
generic_plus_approval__gb_0.50,generic_plus_approval,Generic ballot + approval,0.5,0.5,0.0,2,2016,345,6.00066949808232,9.854726519036522,7.700257306499999,12.45100673671945,0.9188405797101449,0.06055971819574594,0.20129060897552417,149,171,179.29226418537547,22,30.292264185375473
generic_plus_approval__gb_0.55,generic_plus_approval,Generic ballot + approval,0.55,0.5,0.0,2,2016,345,6.030669498082318,9.86681347555826,7.681703413499999,12.465492727033217,0.9188405797101449,0.06071732055123268,0.20169671992559166,149,171,179.42133363664777,22,30.421333636647773
generic_plus_approval__gb_0.60,generic_plus_approval,Generic ballot + approval,0.6,0.5,0.0,2,2016,345,6.060669498082319,9.878939849433621,7.7117034135,12.480034018287089,0.9188405797101449,0.060875600992480496,0.20210455799004978,149,171,179.55046777536955,22,30.550467775369555
generic_plus_approval__gb_0.65,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,2016,345,6.09066949808232,9.891225122091594,7.6889763564999996,12.494630417402826,0.9159420289855073,0.06103455932771419,0.20251412403382266,149,172,179.6796665326418,23,30.67966653264179
generic_plus_approval__gb_0.70,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,2016,345,6.120669498082319,9.903659904700291,7.674723906499997,12.509281731473347,0.9159420289855073,0.061194195360471326,0.2029254189209066,149,172,179.80892983867219,23,30.808929838672185
generic_plus_approval__gb_0.75,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,2016,345,6.150669498082318,9.916094687308984,7.682859433499999,12.523987767770208,0.9159420289855073,0.061354508889601554,0.2033384435143584,149,172,179.93825762277567,23,30.938257622775666
generic_plus_approval__gb_0.80,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,2016,345,6.180669498082318,9.928529469917683,7.7128594335,12.53874833375097,0.9159420289855073,0.061515499709266334,0.20375319867628305,149,172,180.06764981337477,23,31.06764981337477
generic_plus_approval__gb_0.85,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,2016,345,6.210669498082319,9.940964252526376,7.742859433500001,12.553563237066504,0.9159420289855073,0.06167716760893861,0.20416968526782242,149,172,180.1971063380004,23,31.197106338000395
generic_plus_approval__gb_0.90,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,2016,345,6.240669498082317,9.953399035135073,7.7728594335000025,12.56843228556818,0.9159420289855073,0.061839512373402794,0.20458790414914238,149,172,180.32662712329207,23,31.32662712329207
generic_plus_approval__gb_0.95,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,2016,345,6.27066949808232,9.965833817743768,7.8028594334999894,12.58335528731497,0.9072463768115943,0.06200253378275492,0.20500785617942194,149,175,180.45621209499862,26,31.45621209499862
generic_plus_approval__gb_1.00,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,2016,345,6.3006694980823195,9.978268600352463,7.832859433499991,12.598332050580446,0.9072463768115943,0.06216623161240286,0.20542954221684054,149,175,180.5858611779788,26,31.585861177978813
generic_plus_approval__gb_1.05,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,2016,345,6.330669498082319,9.99070338296116,7.830314915500001,12.613362383859723,0.9072463768115943,0.062330605633066846,0.2058529631185664,149,175,180.71557429620182,26,31.715574296201822
generic_plus_approval__gb_1.10,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,2016,345,6.360669498082319,10.003138165569855,7.8249264735,12.628446095876262,0.9072463768115943,0.06249565561078007,0.20627811974074486,149,175,180.84535137274787,26,31.84535137274787
generic_plus_approval_plus_midterm__gb_0.00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,2016,345,5.700669498082318,9.736694020636522,7.7840865765,12.309230969438493,0.9246376811594202,0.05902102819889831,0.1973242998436811,149,169,178.0051420005774,20,29.005142000577393
generic_plus_approval_plus_midterm__gb_0.05,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,2016,345,5.730669498082318,9.748223890164057,7.754086576499999,12.323153298927538,0.9246376811594202,0.059171840179578855,0.19771318741620622,149,169,178.13356098474281,20,29.133560984742815
generic_plus_approval_plus_midterm__gb_0.10,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,2016,345,5.760669498082319,9.759789107555362,7.7240865764999995,12.337132867840632,0.9246376811594202,0.059323331906224123,0.19810379340549025,149,169,178.26204529612323,20,29.262045296123233
generic_plus_approval_plus_midterm__gb_0.15,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,2016,345,5.790669498082317,9.771433214474202,7.6940865765,12.351169481819872,0.9217391304347826,0.05947550323386129,0.19849611868507597,149,170,178.39059487477516,21,29.39059487477516
generic_plus_approval_plus_midterm__gb_0.20,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,2016,345,5.820669498082318,9.783172344908985,7.664086576499999,12.365262946598566,0.9217391304347826,0.05962835401284571,0.1988901641276981,149,170,178.51920965985812,21,29.51920965985812
generic_plus_approval_plus_midterm__gb_0.25,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,2016,345,5.850669498082319,9.794911475343767,7.6340865765,12.379413068009661,0.9217391304347826,0.05978188408885868,0.1992859306052716,149,170,178.64788958963464,21,29.647889589634644
generic_plus_approval_plus_midterm__gb_0.30,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,2016,345,5.8806694980823195,9.806755230552465,7.619100433500002,12.39361965199406,0.9188405797101449,0.05993609330290509,0.19968341898887934,149,171,178.77663460147093,22,29.77663460147093
generic_plus_approval_plus_midterm__gb_0.35,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,2016,345,5.910669498082319,9.818668274030724,7.649100433500003,12.407882504608846,0.9188405797101449,0.06009098149131157,0.20008263014876054,149,171,178.90544463183676,22,29.905444631836758
generic_plus_approval_plus_midterm__gb_0.40,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,2016,345,5.940669498082319,9.830581317508985,7.6791004335,12.422201432035434,0.9188405797101449,0.06024654848572461,0.20048356495429814,149,171,179.03431961630622,22,30.03431961630622
generic_plus_approval_plus_midterm__gb_0.45,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,2016,345,5.9706694980823185,9.842639562514783,7.7091004335000015,12.436576240587607,0.9188405797101449,0.06040279411310891,0.20088622427400757,149,171,179.16325948955796,22,30.16325948955796
generic_plus_approval_plus_midterm__gb_0.50,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.5,0.5,0.5,3,2016,345,6.00066949808232,9.854726519036522,7.700257306499999,12.45100673671945,0.9188405797101449,0.06055971819574594,0.20129060897552417,149,171,179.29226418537547,22,30.292264185375473
generic_plus_approval_plus_midterm__gb_0.55,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.55,0.5,0.5,3,2016,345,6.030669498082318,9.86681347555826,7.681703413499999,12.465492727033217,0.9188405797101449,0.06071732055123268,0.20169671992559166,149,171,179.42133363664777,22,30.421333636647773
generic_plus_approval_plus_midterm__gb_0.60,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.6,0.5,0.5,3,2016,345,6.060669498082319,9.878939849433621,7.7117034135,12.480034018287089,0.9188405797101449,0.060875600992480496,0.20210455799004978,149,171,179.55046777536955,22,30.550467775369555
generic_plus_approval_plus_midterm__gb_0.65,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.65,0.5,0.5,3,2016,345,6.09066949808232,9.891225122091594,7.6889763564999996,12.494630417402826,0.9159420289855073,0.06103455932771419,0.20251412403382266,149,172,179.6796665326418,23,30.67966653264179
generic_plus_approval_plus_midterm__gb_0.70,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.7,0.5,0.5,3,2016,345,6.120669498082319,9.903659904700291,7.674723906499997,12.509281731473347,0.9159420289855073,0.061194195360471326,0.2029254189209066,149,172,179.80892983867219,23,30.808929838672185
generic_plus_approval_plus_midterm__gb_0.75,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.75,0.5,0.5,3,2016,345,6.150669498082318,9.916094687308984,7.682859433499999,12.523987767770208,0.9159420289855073,0.061354508889601554,0.2033384435143584,149,172,179.93825762277567,23,30.938257622775666
generic_plus_approval_plus_midterm__gb_0.80,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.8,0.5,0.5,3,2016,345,6.180669498082318,9.928529469917683,7.7128594335,12.53874833375097,0.9159420289855073,0.061515499709266334,0.20375319867628305,149,172,180.06764981337477,23,31.06764981337477
generic_plus_approval_plus_midterm__gb_0.85,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.85,0.5,0.5,3,2016,345,6.210669498082319,9.940964252526376,7.742859433500001,12.553563237066504,0.9159420289855073,0.06167716760893861,0.20416968526782242,149,172,180.1971063380004,23,31.197106338000395
generic_plus_approval_plus_midterm__gb_0.90,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.9,0.5,0.5,3,2016,345,6.240669498082317,9.953399035135073,7.7728594335000025,12.56843228556818,0.9159420289855073,0.061839512373402794,0.20458790414914238,149,172,180.32662712329207,23,31.32662712329207
generic_plus_approval_plus_midterm__gb_0.95,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.95,0.5,0.5,3,2016,345,6.27066949808232,9.965833817743768,7.8028594334999894,12.58335528731497,0.9072463768115943,0.06200253378275492,0.20500785617942194,149,175,180.45621209499862,26,31.45621209499862
generic_plus_approval_plus_midterm__gb_1.00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.0,0.5,0.5,3,2016,345,6.3006694980823195,9.978268600352463,7.832859433499991,12.598332050580446,0.9072463768115943,0.06216623161240286,0.20542954221684054,149,175,180.5858611779788,26,31.585861177978813
generic_plus_approval_plus_midterm__gb_1.05,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.05,0.5,0.5,3,2016,345,6.330669498082319,9.99070338296116,7.830314915500001,12.613362383859723,0.9072463768115943,0.062330605633066846,0.2058529631185664,149,175,180.71557429620182,26,31.715574296201822
generic_plus_approval_plus_midterm__gb_1.10,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,1.1,0.5,0.5,3,2016,345,6.360669498082319,10.003138165569855,7.8249264735,12.628446095876262,0.9072463768115943,0.06249565561078007,0.20627811974074486,149,175,180.84535137274787,26,31.84535137274787
generic_only__gb_0.00,generic_only,Generic ballot only,0.0,0.0,0.0,1,2018,393,-5.1723891944473275,6.771395631351654,5.194277499999998,8.95370368214793,0.910941475826972,0.06028236044525878,0.202456890235439,200,169,174.71304417213486,-31,-25.286955827865143
generic_only__gb_0.05,generic_only,Generic ballot only,0.05,0.0,0.0,1,2018,393,-4.807389194447328,6.571192813830024,4.884117763000001,8.74792492627611,0.910941475826972,0.05887662678875795,0.19895312408608068,200,169,176.24553385240677,-31,-23.754466147593234
generic_only__gb_0.10,generic_only,Generic ballot only,0.1,0.0,0.0,1,2018,393,-4.442389194447329,6.382025980506871,4.608016469999999,8.552778577971974,0.9134860050890585,0.057548169590766536,0.19566906150003327,200,170,177.78831181408776,-30,-22.211688185912237
generic_only__gb_0.15,generic_only,Generic ballot only,0.15,0.0,0.0,1,2018,393,-4.077389194447329,6.207474079997965,4.372047230000003,8.36900844137881,0.9185750636132316,0.05629937108998954,0.19260618070017,200,172,179.34149072883883,-28,-20.658509271161165
generic_only__gb_0.20,generic_only,Generic ballot only,0.2,0.0,0.0,1,2018,393,-3.7123891944473275,6.0438521137384225,4.29549544,8.197379653274771,0.926208651399491,0.05513260601095025,0.18976597519268584,200,175,180.90517164669876,-25,-19.09482835330124
generic_only__gb_0.25,generic_only,Generic ballot only,0.25,0.0,0.0,1,2018,393,-3.3473891944473273,5.893155943438168,4.204544739999996,8.038669919083423,0.9287531806615776,0.05405023451855823,0.1871499520188491,200,178,182.47944276393233,-22,-17.520557236067674
generic_only__gb_0.30,generic_only,Generic ballot only,0.3,0.0,0.0,1,2018,393,-2.982389194447329,5.762884224288041,4.102796990000002,7.8936585279596505,0.9312977099236641,0.05305459475987548,0.1847596298288444,200,179,184.0643781661714,-21,-15.935621833828606
generic_only__gb_0.35,generic_only,Generic ballot only,0.35,0.0,0.0,1,2018,393,-2.6173891944473278,5.652633952949619,4.0737108100000015,7.763113154146574,0.9287531806615776,0.05214799499297673,0.18259653677474125,200,180,185.66003655501407,-20,-14.339963444985926
generic_only__gb_0.40,generic_only,Generic ballot only,0.4,0.0,0.0,1,2018,393,-2.2523891944473275,5.558404785112468,4.005730250000003,7.6477746261338675,0.9312977099236641,0.051332705308686645,0.18066220822090023,200,181,187.26645996781426,-19,-12.733540032185743
generic_only__gb_0.45,generic_only,Generic ballot only,0.45,0.0,0.0,1,2018,393,-1.8873891944473282,5.477859759550127,3.997508050000004,7.548340057270238,0.9312977099236641,0.05061094895794436,0.1789581842716304,200,181,188.8836725018933,-19,-11.116327498106699
generic_only__gb_0.50,generic_only,Generic ballot only,0.5,0.0,0.0,1,2018,393,-1.522389194447329,5.4194264222676845,4.001191800000003,7.4654449638480305,0.9389312977099237,0.049984893305500044,0.17748600711761453,200,184,190.51167905578916,-16,-9.488320944210841
generic_only__gb_0.55,generic_only,Generic ballot only,0.55,0.0,0.0,1,2018,393,-1.1573891944473276,5.376651766186259,4.1730716,7.399645220974947,0.9414758269720102,0.049456640439452894,0.17624721820451275,200,185,192.15046410138333,-15,-7.849535898616665
generic_only__gb_0.60,generic_only,Generic ballot only,0.6,0.0,0.0,1,2018,393,-0.7923891944473278,5.3564817757536884,4.153781890000005,7.351399886031968,0.9440203562340967,0.04902821747561899,0.17524335522920614,200,186,193.7999905017657,-14,-6.200009498234294
generic_only__gb_0.65,generic_only,Generic ballot only,0.65,0.0,0.0,1,2018,393,-0.42738919444732804,5.360204513034097,4.045113929999999,7.321056014838589,0.9516539440203562,0.04870156660565183,0.17447594897132657,200,189,195.46019839047403,-11,-4.539801609525966
generic_only__gb_0.70,generic_only,Generic ballot only,0.7,0.0,0.0,1,2018,393,-0.06238919444732844,5.383532485319083,4.1231194900000006,7.308836573659156,0.9516539440203562,0.04847853494797512,0.17394651996998917,200,189,197.13100412823988,-11,-2.86899587176012
generic_only__gb_0.75,generic_only,Generic ballot only,0.75,0.0,0.0,1,2018,393,0.30261080555267206,5.426770188967939,4.12707193,7.314832393740213,0.9516539440203562,0.04836086427064254,0.17365657505796905,200,189,198.81229935355918,-11,-1.1877006464408169
generic_only__gb_0.80,generic_only,Generic ballot only,0.8,0.0,0.0,1,2018,393,0.6676108055526722,5.489062537807633,4.26110834,7.33899883066925,0.9491094147582697,0.048350180664907295,0.17360760376788595,200,190,200.50395014325943,-10,0.5039501432594307
generic_only__gb_0.85,generic_only,Generic ballot only,0.85,0.0,0.0,1,2018,393,1.0326108055526715,5.565381776048345,4.343588459999996,7.381157410909083,0.9491094147582697,0.04844798425724853,0.17380107462724306,200,192,202.20579629874305,-8,2.205796298743053
generic_only__gb_0.90,generic_only,Generic ballot only,0.9,0.0,0.0,1,2018,393,1.3976108055526724,5.663917285860051,4.56224566,7.441002325807426,0.9491094147582697,0.048655639055547505,0.17423843136134914,200,194,203.91765077274545,-6,3.9176507727454464
generic_only__gb_0.95,generic_only,Generic ballot only,0.95,0.0,0.0,1,2018,393,1.762610805552672,5.774724727982189,4.684180999999999,7.518111232266053,0.9541984732824428,0.04897436303173211,0.17492108902519232,200,198,205.63929925026102,-2,5.639299250261018
generic_only__gb_1.00,generic_only,Generic ballot only,1.0,0.0,0.0,1,2018,393,2.1276108055526715,5.897362130715521,4.817815710000001,7.6119594973159455,0.9516539440203562,0.049405218548242855,0.17585043008718182,200,199,207.37049989577517,-1,7.370499895775168
generic_only__gb_1.05,generic_only,Generic ballot only,1.05,0.0,0.0,1,2018,393,2.4926108055526717,6.026048412771501,5.0031835099999995,7.721936821603236,0.9491094147582697,0.04994910323888504,0.17702780048928066,200,200,209.11098327712563,0,9.110983277125627
generic_only__gb_1.10,generic_only,Generic ballot only,1.1,0.0,0.0,1,2018,393,2.857610805552673,6.165122475875827,5.168440630000006,7.847365109696715,0.9465648854961832,0.050606741455844734,0.17845450570938182,200,201,210.86045247423039,1,10.860452474230385
generic_plus_approval__gb_0.00,generic_plus_approval,Generic ballot + approval,0.0,0.5,0.0,2,2018,393,-4.339055860947328,6.331413225599744,4.5706512495,8.49956501318128,0.9134860050890585,0.05718644156702732,0.1947794348603508,200,170,178.22696448335097,-30,-21.77303551664903
generic_plus_approval__gb_0.05,generic_plus_approval,Generic ballot + approval,0.05,0.5,0.0,2,2018,393,-3.9740558609473275,6.16051036506285,4.349079076499997,8.319153781172924,0.9236641221374046,0.05596062665422124,0.19177944237435204,200,174,179.78310684824464,-26,-20.216893151755357
generic_plus_approval__gb_0.10,generic_plus_approval,Generic ballot + approval,0.1,0.5,0.0,2,2018,393,-3.609055860947328,5.999728137716794,4.326723496500001,8.151103229398595,0.9287531806615776,0.05481751513117316,0.18900255053842557,200,176,181.3497775435855,-24,-18.650222456414497
generic_plus_approval__gb_0.15,generic_plus_approval,Generic ballot + approval,0.15,0.5,0.0,2,2018,393,-3.2440558609473276,5.853781907599745,4.101211406499999,7.996192723904336,0.9312977099236641,0.053759461704243124,0.18645026988365054,200,179,182.9270608992747,-21,-17.072939100725307
generic_plus_approval__gb_0.20,generic_plus_approval,Generic ballot + approval,0.2,0.5,0.0,2,2018,393,-2.8790558609473273,5.730003078892366,4.016697263499999,7.855199698246321,0.9287531806615776,0.05278879687535355,0.184124121971965,200,180,184.5150267753594,-20,-15.484973224640612
generic_plus_approval__gb_0.25,generic_plus_approval,Generic ballot + approval,0.25,0.5,0.0,2,2018,393,-2.514055860947328,5.624499941029772,4.0455564965000015,7.728885852491131,0.9312977099236641,0.05190781895472122,0.18202563723756032,200,181,186.1137292856496,-19,-13.886270714350388
generic_plus_approval__gb_0.30,generic_plus_approval,Generic ballot + approval,0.3,0.5,0.0,2,2018,393,-2.1490558609473287,5.533396294714249,4.0219708635,7.617981408637461,0.9312977099236641,0.05111878566932378,0.18015635264549892,200,181,187.72320551755737,-19,-12.276794482442625
generic_plus_approval__gb_0.35,generic_plus_approval,Generic ballot + approval,0.35,0.5,0.0,2,2018,393,-1.7840558609473278,5.459235232108652,3.9492929164999993,7.5231678808766755,0.9312977099236641,0.05042390538200837,0.1785178091678313,200,181,189.3434742597951,-19,-10.656525740204899
generic_plus_approval__gb_0.40,generic_plus_approval,Generic ballot + approval,0.4,0.5,0.0,2,2018,393,-1.4190558609473274,5.4061348284165405,4.0372697834999975,7.4450600525021216,0.9389312977099237,0.049825327944359954,0.1771115490792467,200,184,190.97453475091345,-16,-9.025465249086551
