state,district,district_id,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,education_race_error_group,demographic_error_group,election_system,general_election_party_structure,party_control_override,election_system_notes,state_error_group,region_error_group,district_type_error_group,state_environment_adjustment_dem,incumbent_raw,incumbent_party_raw,incumbent_party,inferred_incumbent_party,incumbent_running,open_seat,dem_candidate,gop_candidate,other_candidate,dem_candidate_italic,gop_candidate_italic,dem_candidate_is_incumbent,gop_candidate_is_incumbent,pres_2024_margin_dem,pres_2020_margin_dem,genballot_adjusted_margin_dem,district_partisan_baseline_dem,district_elasticity,manual_elasticity_override,national_environment_margin_dem,district_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_margin_dem,polling_margin_dem,poll_count,polling_active,model_margin_dem,dem_win_probability,race_notes,elasticity_baseline_margin_dem,district_type_elasticity_base,partisan_baseline_elasticity_adjustment,region_elasticity_adjustment,calculated_district_elasticity,elasticity_notes,district_elasticity_input,national_pres_2024_margin_dem,national_pres_2020_margin_dem,pres_2024_relative_to_national_dem,pres_2020_relative_to_national_dem,imported_national_environment_margin_dem,house_environment_multiplier,house_national_environment_used_dem,generic_house_incumbency_points,use_candidate_war_adjustments,candidate_war_adjustment_dem,war_match_status,dem_war_name,gop_war_name,dem_candidate_war,gop_candidate_war,candidate_war_match_status,candidate_quality_adjustment_dem_before_war,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,use_house_poll_spillover_adjustments,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_notes,fundamentals_notes,national_environment_source_path,latest_poll_end_date,avg_poll_age_days,total_poll_weight,effective_poll_count,largest_pollster_weight_share,only_partisan_or_internal_polls,polling_notes,polling_active_bool,only_partisan_or_internal_polls_bool,poll_quality_count,poll_count_multiplier,bayesian_polling_weight,bayesian_fundamentals_weight,bayesian_model_margin_dem,district_posterior_sd,party_control_fixed,pre_sim_dem_win_probability,raw_simulated_dem_win_probability,simulated_dem_win_probability,avg_simulated_margin_dem,margin_p25_dem,margin_p50_dem,margin_p75_dem
FL,4,FL-4,Southeast,Rural,Low,Medium,High,Low,Unknown,Low College / Medium White,Low College / Medium White / High Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Rural,0.0,"Bean, Aaron",R,R,R,True,False,"Holloway, LaShonda","Bean, Aaron",,True,False,False,True,-11.800000000000004,-6.700000000000003,-3.800000000000004,-10.576000000000004,1.0,,7.38,7.38,-1.5,0.5154545454545454,0.0,-4.180545454545459,,0,False,-4.180545454545459,0.2871606419679016,,-10.270000000000003,0.8,0.0,0.0,0.8,District type base: Rural=0.80. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.80.,0.8,-1.5,4.52,-10.300000000000004,-11.220000000000002,7.38,1.0,7.38,1.5,1,0.5154545454545454,Both matched,LaShonda Holloway,Aaron Bean,0.3681818181818181,-0.3681818181818181,Both matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-4.180545454545459,5.75,,0.33253150664560005,0.28715,0.2871606419679016,-4.1840088568457565,-9.233226903373742,-4.153116414590562,0.8899080221861824
FL,5,FL-5,Southeast,Mixed,Medium,High,Medium,Low,Unknown,Medium College / High White,Medium College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Rutherford, John",R,R,R,True,False,"Grage, Rachel","Rutherford, John",,True,False,False,True,-21.4,-15.700000000000005,-13.4,-19.996,1.0,,7.38,7.38,-1.5,-0.5366666666666666,0.0,-14.652666666666669,,0,False,-14.652666666666669,0.024423778811059445,,-19.69,0.95,-0.1,0.0,0.85,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.85.,0.85,-1.5,4.52,-19.9,-20.22000000000001,7.38,1.0,7.38,1.5,1,-0.5366666666666666,Only R matched,,John Rutherford,0.0,1.022222222222222,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-14.652666666666669,5.75,,0.08001736574605539,0.0244,0.024423778811059445,-14.726840810163493,-19.756162131668148,-14.721037233768353,-9.692078617069019
FL,6,FL-6,Southeast,Mixed,Low,High,Medium,Low,Unknown,Low College / High White,Low College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Fine, Randy",R,R,R,True,False,"Yonce, Eric","Fine, Randy",,True,False,False,True,-30.0,-23.59999999999999,-22.0,-28.385999999999996,1.0,,7.38,7.38,-1.5,0.0,0.0,-22.505999999999997,,0,False,-22.505999999999997,0.001624918754062297,,-28.08,0.95,-0.2,0.0,0.75,District type base: Mixed=0.95. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.75.,0.75,-1.5,4.52,-28.5,-28.11999999999999,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-22.505999999999997,5.75,,0.02295493120528343,0.0016,0.001624918754062297,-22.546138460994804,-27.56561359856976,-22.527736406291055,-17.46727642867153
FL,7,FL-7,Southeast,Mixed,Medium,High,Medium,Medium,Unknown,Medium College / High White,Medium College / High White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Mills, Cory",R,R,R,False,True,"Dalton, Bale","Elijah, Ryan",,True,True,False,False,-12.4,-5.5,-4.399999999999999,-10.636,1.0,,7.38,7.38,0.0,0.0,0.0,-3.2559999999999993,1.0,2,True,-2.5909999999999993,0.36270686465676716,,-10.33,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-10.9,-10.02,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-06-21,86.0,0.4739591108297077,2.0,1.0,True,"Manual House polling average from 2 poll(s): PPP, PPP",True,True,1.0499999999999998,0.31249999999999994,0.15624999999999997,0.84375,-2.5909999999999993,5.525390625,,0.3936886335771606,0.3627,0.36270686465676716,-2.6659534661234594,-7.696042987972622,-2.5997155034163404,2.3542237272144364
FL,8,FL-8,Southeast,Mixed,Medium,High,Medium,Low,Unknown,Medium College / High White,Medium College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Haridopolos, Mike",R,R,R,True,False,"Jenkins, Jennifer","Haridopolous, Mike",,True,False,False,True,-16.099999999999994,-10.700000000000005,-8.099999999999994,-14.785999999999996,1.0,,7.38,7.38,-1.5,0.0,0.0,-8.905999999999995,,0,False,-8.905999999999995,0.11506924653767311,,-14.479999999999997,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-14.599999999999994,-15.220000000000004,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-8.905999999999995,5.75,,0.1847737869170051,0.11505,0.11506924653767311,-8.99307740505524,-14.017460461055999,-9.030512723377882,-3.8573590879806545
FL,9,FL-9,Southeast,Mixed,Medium,Medium,Medium,High,Unknown,Medium College / Medium White,Medium College / Medium White / Medium Black / High Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Soto, Darren",D,D,D,True,False,"Soto, Darren","Green, Dan",,False,False,True,True,-17.700000000000003,-6.799999999999997,-9.700000000000005,-14.736,1.0,,7.38,7.38,0.0,0.718392857142857,0.0,-6.637607142857144,1.0,1,True,-5.835658392857144,0.21641417929103546,,-14.43,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-16.200000000000003,-11.319999999999997,7.38,1.0,7.38,1.5,1,0.718392857142857,Only D matched,Darren Soto,,1.3683673469387754,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-29,17.0,0.5256017698062755,1.0,1.0,False,Manual House polling average from 1 poll(s): Sea Polling,True,False,0.7,0.21,0.105,0.895,-5.835658392857144,5.5990625,,0.2743606329562805,0.2164,0.21641417929103546,-5.909344943659444,-10.93576707789796,-5.984423803011019,-0.810723686550908
FL,10,FL-10,Southeast,Urban,Medium,Low,High,High,Unknown,Medium College / Low White,Medium College / Low White / High Black / High Hispanic / Unknown Income,standard,uncontested,,,FL,Southeast,Urban,0.0,"Frost, Maxwell",D,D,D,True,False,"Frost, Maxwell",,,False,False,True,False,23.9,32.9,31.9,26.293999999999997,1.0,,7.38,7.38,1.5,-0.4804545454545454,0.0,34.69354545454546,,0,False,34.69354545454546,0.9999750012499375,,26.59999999999999,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,25.4,28.38,7.38,1.0,7.38,1.5,1,-0.4804545454545454,Only D matched,Maxwell Frost,,-0.9151515151515152,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,34.69354545454546,5.75,,0.9969277177423223,1.0,0.9999750012499375,34.74882581000226,29.72188973764938,34.724920849549264,39.851661636791746
FL,11,FL-11,Southeast,Mixed,High,High,Medium,Medium,Unknown,High College / High White,High College / High White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Webster, Daniel",R,R,R,False,True,"Pericola, James","Strada, Joe",,True,True,False,False,-15.700000000000005,-9.599999999999994,-7.700000000000003,-14.176000000000002,1.0,,7.38,7.38,0.0,0.0,0.0,-6.796000000000002,,0,False,-6.796000000000002,0.1849157542122894,,-13.87,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-14.200000000000005,-14.119999999999994,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-6.796000000000002,5.75,,0.24366931282546203,0.1849,0.1849157542122894,-6.816234051108727,-11.82706111238923,-6.85851831507077,-1.691479817245066
FL,12,FL-12,Southeast,Mixed,Medium,Medium,Medium,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Bilirakis, Gus",R,R,R,True,False,"Overman,  Kimberly","Bilirakis, Gus",,True,False,False,True,-15.299999999999995,-5.800000000000004,-7.299999999999997,-12.755999999999997,1.0,,7.38,7.38,-1.5,-0.7053260869565217,0.0,-7.581326086956518,,0,False,-7.581326086956518,0.15456727163641817,,-12.449999999999998,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-13.799999999999995,-10.320000000000004,7.38,1.0,7.38,1.5,1,-0.7053260869565217,Only R matched,,Gus Bilirakis,0.0,1.3434782608695652,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-7.581326086956518,5.75,,0.22036263789402516,0.15455,0.15456727163641817,-7.653647828686506,-12.754596449392455,-7.707469247510863,-2.6475403662657158
FL,13,FL-13,Southeast,Mixed,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Luna, Anna Paulina",R,R,R,True,False,"Gray, Leela","Luna, Anna Paulina",,True,False,False,True,-13.799999999999995,-7.800000000000004,-5.799999999999997,-12.305999999999996,1.0,,7.38,7.38,-1.5,1.546829268292683,0.0,-4.8791707317073145,1.0,1,True,-4.261857804878046,0.2864106794660267,,-11.999999999999998,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-12.299999999999995,-12.320000000000004,7.38,1.0,7.38,1.5,1,1.546829268292683,Only R matched,,Anna Paulina Luna,0.0,-2.9463414634146345,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-27,19.0,0.57217732001532,1.0,1.0,False,Manual House polling average from 1 poll(s): Hart Research,True,False,0.7,0.21,0.105,0.895,-4.261857804878046,5.5990625,,0.3295304259737668,0.2864,0.2864106794660267,-4.237202094239907,-9.288904320400636,-4.295532294796589,0.8531841531318343
FL,14,FL-14,Southeast,Mixed,Medium,Medium,Medium,Medium,Unknown,Medium College / Medium White,Medium College / Medium White / Medium Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Castor, Kathy",D,D,D,True,False,"Castor, Kathy","Beltran, Mike",,False,True,True,False,-10.5,-2.8000000000000043,-2.5,-8.496,1.0,,7.38,7.38,1.5,0.91875,0.0,1.3027499999999994,8.0,1,True,2.0059612499999995,0.604194790260487,,-8.190000000000001,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-9.0,-7.320000000000004,7.38,1.0,7.38,1.5,1,0.91875,Only D matched,Kathy Castor,,1.75,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-07-15,62.0,0.4294093754497194,1.0,1.0,False,Manual House polling average from 1 poll(s): St. Pete Polls,True,False,0.7,0.21,0.105,0.895,2.0059612499999995,5.5990625,,0.5828117982325398,0.6042,0.604194790260487,2.0294752156120635,-3.126427369482113,2.0110201080327523,7.166466457876088
FL,15,FL-15,Southeast,Mixed,Medium,High,Medium,Low,Unknown,Medium College / High White,Medium College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Lee, Laurel",R,R,R,True,False,"People, Robert","Lee, Laurel",,True,False,False,True,-19.800000000000004,-10.6,-11.800000000000004,-17.346000000000004,1.0,,7.38,7.38,-1.5,0.1757954545454546,0.0,-11.29020454545455,,0,False,-11.29020454545455,0.06417179141042947,,-17.040000000000003,0.95,-0.1,0.0,0.85,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.85.,0.85,-1.5,4.52,-18.300000000000004,-15.12,7.38,1.0,7.38,1.5,1,0.1757954545454546,Only R matched,,Laurel Lee,0.0,-0.3348484848484849,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-11.29020454545455,5.75,,0.13219364313236673,0.06415,0.06417179141042947,-11.41717148327847,-16.489996345187617,-11.433100610314952,-6.36125557228453
FL,16,FL-16,Southeast,Mixed,Medium,High,Medium,Low,Unknown,Medium College / High White,Medium College / High White / Medium Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Buchanan, Vern",R,R,R,False,True,"Kirschner, Kelly","Gruters, Sydney",,True,True,False,False,-13.6,-5.519999999999996,-5.600000000000001,-11.481999999999998,1.0,,7.38,7.38,0.0,0.0,0.0,-4.101999999999998,1.0039999999999978,1,True,-3.5658699999999985,0.31300934953252335,,-11.175999999999998,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-12.1,-10.039999999999996,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,2026-08-29,17.0,0.7433131512673363,1.0,1.0,False,Manual House polling average from 1 poll(s): Sea Polling,True,False,0.7,0.21,0.105,0.895,-3.5658699999999985,5.5990625,,0.3556461704394316,0.313,0.31300934953252335,-3.63450081723985,-8.665722941949852,-3.699961036878973,1.4659006391461569
FL,17,FL-17,Southeast,Mixed,Medium,Very High,Low,Low,Unknown,Medium College / Very High White,Medium College / Very High White / Low Black / Low Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Steube, Greg",R,R,R,True,False,"Montavon, Matthew","Steube, Greg",,True,False,False,True,-22.0,-13.9,-14.0,-19.876,1.0,,7.38,7.38,-1.5,0.0022826086956521,0.0,-13.99371739130435,,0,False,-13.99371739130435,0.031173441327933604,,-19.57,0.95,-0.1,0.0,0.85,District type base: Mixed=0.95. Partisan baseline adjustment: -0.10. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.85.,0.85,-1.5,4.52,-20.5,-18.42,7.38,1.0,7.38,1.5,1,0.0022826086956521,Only R matched,,Greg Steube,0.0,-0.0043478260869565,Only R matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-13.99371739130435,5.75,,0.08848409443487322,0.03115,0.031173441327933604,-13.976820682988391,-19.049797118683543,-13.959487264390198,-8.931718696895338
FL,18,FL-18,Southeast,Mixed,Low,Medium,Low,Medium,Unknown,Low College / Medium White,Low College / Medium White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Franklin, C. Scott",R,R,R,True,False,"Gibson, Curtis","Franklin, C. Scott,",,True,False,False,True,-16.9,-10.1,-8.899999999999999,-15.165999999999997,1.0,,7.38,7.38,-1.5,0.0,0.0,-9.285999999999998,,0,False,-9.285999999999998,0.10976951152442378,,-14.859999999999998,0.95,0.0,0.0,0.95,District type base: Mixed=0.95. Partisan baseline adjustment: +0.00. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.95.,0.95,-1.5,4.52,-15.4,-14.62,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-9.285999999999998,5.75,,0.17542352952234874,0.10975,0.10976951152442378,-9.309738050225846,-14.371099152516809,-9.293564086903464,-4.14434067188896
FL,19,FL-19,Southeast,Mixed,Medium,High,Low,Medium,Unknown,Medium College / High White,Medium College / High White / Low Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Mixed,0.0,"Donalds, Byron",R,R,R,False,True,"Arias, Victor","Schwartzel, Jim",,True,True,False,False,-31.000000000000007,-22.0,-23.000000000000007,-28.606,1.0,,7.38,7.38,0.0,0.0,0.0,-21.226000000000003,,0,False,-21.226000000000003,0.002874856257187141,,-28.300000000000004,0.95,-0.2,0.0,0.75,District type base: Mixed=0.95. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.75.,0.75,-1.5,4.52,-29.500000000000007,-26.52,7.38,1.0,7.38,1.5,1,0.0,Neither matched,,,0.0,0.0,Neither matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,-21.226000000000003,5.75,,0.028259292467539894,0.00285,0.002874856257187141,-21.150398697576858,-26.181422343616692,-21.12281674461491,-16.035324350063863
FL,20,FL-20,Southeast,Urban,Medium,Low,High,Medium,Unknown,Medium College / Low White,Medium College / Low White / High Black / Medium Hispanic / Unknown Income,standard,D_vs_R,,,FL,Southeast,Urban,0.0,VACANT,Vacant,Vacant,D,True,False,"Wasserman-Schultz, Debbie","Anderson, Brent",,False,True,True,False,37.00000000000001,48.2,45.00000000000001,40.054,1.0,,7.38,7.38,1.5,-0.5528250000000001,0.0,48.381175000000006,,0,False,48.381175000000006,0.9999750012499375,,40.36,0.7,-0.2,0.0,0.55,District type base: Urban=0.70. Partisan baseline adjustment: -0.20. Region adjustment: Southeast=+0.00. No manual override. Final elasticity: 0.55.,0.55,-1.5,4.52,38.50000000000001,43.68000000000001,7.38,1.0,7.38,1.5,1,-0.5528250000000001,Only D matched,Debbie Wasserman Schultz,,-1.0530000000000002,0.0,Only D matched,0.0,0.0,0,,,1,0.0,0.0,0,Poll spillover active but signal file missing,House fundamentals calculated as 70%*2024 presidential margin + 30%*2020 presidential margin + national environment * district elasticity + state environment adjustment + incumbency + candidate quality + candidate event adjustment + special adjustment.,/Users/benyelin/Desktop/Desktop - Ben’s MacBook Air/senate_model_python_Q1_auto_calendar_candidate_refresh/inputs/national_environment.csv,,,0.0,0.0,0.0,False,,False,False,0.0,0.0,0.0,1.0,48.381175000000006,5.75,,0.99968528526447,1.0,0.9999750012499375,48.401232103369644,43.373569970307074,48.37581526310478,53.48506220665047
