district_id,dem_candidate,gop_candidate,incumbent_party,dem_war_matched,gop_war_matched,dem_war_name,gop_war_name,dem_name_match_score,gop_name_match_score,dem_war_cycles,gop_war_cycles,dem_war_observations,gop_war_observations,dem_candidate_war,gop_candidate_war,dem_effective_war,gop_effective_war,candidate_war_net_dem,house_candidate_war_shrinkage,house_candidate_war_cap,house_candidate_war_one_sided_multiplier,candidate_war_adjustment_dem_before_match_quality,candidate_war_match_quality_multiplier,candidate_war_adjustment_dem,war_match_status
CA-1,"McGuire, Mike","Gallagher, James",VACANT,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-2,"Huffman, Jared","Littau, Robin",D,True,False,Jared Huffman,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-0.602,0.0,-0.301,0.0,-0.301,0.45,3.0,0.5,-0.13545,0.5,-0.067725,Only D matched
CA-3,"Bera, Ami","Tucker, Robb",D,True,False,Ami Bera,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-0.925,0.0,-0.4625,0.0,-0.4625,0.45,3.0,0.5,-0.208125,0.5,-0.1040625,Only D matched
CA-4,"Thompson, Mike",,D,True,False,Mike Thompson,,1.0,0.0,"2024,2022,2020,2016",,4,0,0.16704545454545447,0.0,0.08352272727272723,0.0,0.08352272727272723,0.45,3.0,0.5,0.037585227272727256,0.5,0.018792613636363628,Only D matched
CA-5,"Mesuda, Michael","McClintock, Tom",R,False,True,,Tom McClintock,0.0,1.0,,"2024,2022,2020,2018,2016",0,5,0.0,0.006122448979591819,0.0,0.0030612244897959095,-0.0030612244897959095,0.45,3.0,0.5,-0.0013775510204081594,0.5,-0.0006887755102040797,Only R matched
CA-6,"Pan, Richard","Kiley, Kevin",R,False,True,,Kevin Kiley,0.0,1.0,,"2024,2022",0,2,0.0,0.4787878787878788,0.0,0.2393939393939394,-0.2393939393939394,0.45,3.0,0.5,-0.10772727272727274,0.5,-0.05386363636363637,Only R matched
CA-7,"Matsui, Doris",,D,True,False,Doris Matsui,,1.0,0.0,"2024,2022,2020,2016,2014",,5,0,0.907777777777778,0.0,0.453888888888889,0.0,0.453888888888889,0.45,3.0,0.5,0.20425000000000007,0.5,0.10212500000000004,Only D matched
CA-8,"Garamendi, John","Recile, Rudy",D,True,True,John Garamendi,Rudy Recile,1.0,1.0,"2024,2022,2020,2018,2016,2014","2024,2022",6,2,-0.16999999999999998,-0.2030303030303031,-0.08499999999999999,-0.2030303030303031,0.1180303030303031,0.45,3.0,0.5,0.0531136363636364,1.0,0.0531136363636364,Both matched
CA-9,"Harder, Josh","McBride, John",D,True,False,Josh Harder,,1.0,0.0,"2024,2022,2020,2018",,4,0,1.165217391304348,0.0,0.582608695652174,0.0,0.582608695652174,0.45,3.0,0.5,0.2621739130434783,0.5,0.13108695652173916,Only D matched
CA-10,"DeSaulnier, Mark","Frese, Jeff",D,True,False,Mark DeSaulnier,,1.0,0.0,"2024,2020,2018,2016,2014",,5,0,-1.9945945945945944,0.0,-0.9972972972972972,0.0,-0.9972972972972972,0.45,3.0,0.5,-0.44878378378378375,0.5,-0.22439189189189188,Only D matched
CA-11,"Weiner, Scott",,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-12,"Simon, Lateefah",,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-13,"Gray, Adam","Lincoln, Kevin",D,True,True,Adam Gray,Kevin Lincoln,1.0,1.0,"2024,2022",2024,2,1,1.0636363636363637,0.05,0.5318181818181819,0.05,0.48181818181818187,0.45,3.0,0.5,0.21681818181818185,1.0,0.21681818181818185,Both matched
CA-14,"Wahab, Aisha",,VACANT,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-15,"Mullin, Kevin","Hoelter, Charles",D,True,False,Kevin Mullin,,1.0,0.0,2024,,1,0,-3.0,0.0,-1.5,0.0,-1.5,0.45,3.0,0.5,-0.675,0.5,-0.3375,Only D matched
CA-16,"Liccardo, Sam","Soule, Peter",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-17,"Khanna, Ro","Tandon, Ritesh",D,True,True,Ro Khanna,Ritesh Tandon,1.0,1.0,"2024,2022,2020,2018","2022,2020",4,2,-2.8434782608695652,1.8,-1.4217391304347826,1.8,-3.2217391304347824,0.45,3.0,0.5,-1.4497826086956522,1.0,-1.4497826086956522,Both matched
CA-18,"Lofgren, Zoe","Lewis, Shane",D,True,False,Zoe Lofgren,,1.0,0.0,"2024,2022,2020,2018,2016",,5,0,-3.1051020408163263,0.0,-1.5525510204081632,0.0,-1.5525510204081632,0.45,3.0,0.5,-0.6986479591836734,0.5,-0.3493239795918367,Only D matched
CA-19,"Panetta, Jimmy","Verbica, Peter Coe",D,True,False,Jimmy Panetta,,1.0,0.0,"2024,2022,2020,2016",,4,0,0.4,0.0,0.2,0.0,0.2,0.45,3.0,0.5,0.09000000000000001,0.5,0.045000000000000005,Only D matched
CA-20,"Van Scotter, Sandra","Fong, Vince",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-21,"Costa, Jim","Kirkland, Kyle",D,True,False,Jim Costa,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-2.718,0.0,-1.359,0.0,-1.359,0.45,3.0,0.5,-0.61155,0.5,-0.305775,Only D matched
CA-22,"Villegas, Randy","Valadao, David",R,False,True,,David Valadao,0.0,1.0,,"2024,2022,2020,2018,2016,2014",0,6,0.0,3.0680000000000005,0.0,1.5340000000000003,-1.5340000000000003,0.45,3.0,0.5,-0.6903000000000001,0.5,-0.34515000000000007,Only R matched
CA-23,"Hodge, Tessa","Obernolte, Jay",R,False,True,,Jay Obernolte,0.0,1.0,,"2024,2022,2020",0,3,0.0,0.19634146341463415,0.0,0.09817073170731708,-0.09817073170731708,0.45,3.0,0.5,-0.04417682926829269,0.5,-0.022088414634146344,Only R matched
CA-24,"Carbajal, Salud","Smith, Bob",D,True,False,Salud Carbajal,,1.0,0.0,"2024,2022,2020,2018,2016",,5,0,-2.2051020408163264,0.0,-1.1025510204081632,0.0,-1.1025510204081632,0.45,3.0,0.5,-0.49614795918367344,0.5,-0.24807397959183672,Only D matched
CA-25,"Ruiz, Raul","Males, John",D,True,False,Raul Ruiz,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,3.027,0.0,1.5135,0.0,1.5135,0.45,3.0,0.5,0.6810750000000001,0.5,0.34053750000000005,Only D matched
CA-26,"Irwin, Jacqui","Gallucci, Sam",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-27,"Whitesides, George","Gibbs, Jason",D,True,False,George Whitesides,,1.0,0.0,2024,,1,0,0.65,0.0,0.325,0.0,0.325,0.45,3.0,0.5,0.14625000000000002,0.5,0.07312500000000001,Only D matched
CA-28,"Chu, Judy","Verlato, April",D,True,True,Judy Chu,April Verlato,1.0,1.0,"2024,2022,2020,2016,2014",2024,5,1,0.4255555555555556,0.3,0.2127777777777778,0.3,-0.0872222222222222,0.45,3.0,0.5,-0.03924999999999999,1.0,-0.03924999999999999,Both matched
CA-29,"Rivas, Luz",,D,True,False,Luz Rivas,,1.0,0.0,2024,,1,0,0.8,0.0,0.4,0.0,0.4,0.45,3.0,0.5,0.18000000000000002,0.5,0.09000000000000001,Only D matched
CA-30,"Friedman, Laura","Meyers, Scott",D,True,False,Laura Friedman,,1.0,0.0,2024,,1,0,-1.6,0.0,-0.8,0.0,-0.8,0.45,3.0,0.5,-0.36000000000000004,0.5,-0.18000000000000002,Only D matched
CA-31,"Cisneros, Gil","Ching, Eric",D,True,True,Gil Cisneros,Eric Ching,1.0,1.0,"2024,2020,2018","2024,2022",3,2,-1.7606060606060605,2.401515151515152,-0.8803030303030303,2.401515151515152,-3.281818181818182,0.45,3.0,0.5,-1.476818181818182,1.0,-1.476818181818182,Both matched
CA-32,"Sherman, Brad","Thompson, Larry",D,True,True,Brad Sherman,Larry Thompson,1.0,1.0,"2024,2022,2020,2018,2016,2014",2024,6,1,-0.8949999999999999,1.4,-0.44749999999999995,1.4,-1.8475,0.45,3.0,0.5,-0.831375,1.0,-0.831375,Both matched
CA-33,"Aguilar, Pete","Vargas, Stephanie",D,True,False,Pete Aguilar,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-0.749,0.0,-0.3745,0.0,-0.3745,0.45,3.0,0.5,-0.168525,0.5,-0.0842625,Only D matched
CA-34,"Gomez, Jimmy",,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-35,"Torres, Norma","Cargile, Mark",D,True,True,Norma Torres,Mark Cargile,1.0,1.0,"2024,2022,2020,2018,2016",2020,5,1,-0.6591836734693877,-1.85,-0.32959183673469383,-1.85,1.5204081632653064,0.45,3.0,0.5,0.6841836734693879,1.0,0.6841836734693879,Both matched
CA-36,"Lieu, Ted","Brignano, Houston",D,True,False,Ted Lieu,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-2.147,0.0,-1.0735,0.0,-1.0735,0.45,3.0,0.5,-0.483075,0.5,-0.2415375,Only D matched
CA-37,"Kamlager-Dove, Sydney",,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-38,"Solis, Hilda","Casas, Pedro",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-39,"Takano, Mark","Manos, Steve",D,True,False,Mark Takano,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-1.091,0.0,-0.5455,0.0,-0.5455,0.45,3.0,0.5,-0.245475,0.5,-0.1227375,Only D matched
CA-40,,"Calvert, Ken",R,False,True,,Ken Calvert,0.0,1.0,,"2024,2022,2020,2018,2016,2014",0,6,0.0,-2.435,0.0,-1.2175,1.2175,0.45,3.0,0.5,0.547875,0.5,0.2739375,Only R matched
CA-41,"Sanchez, Linda","Clemmons, Mitch",D,True,False,Linda Sánchez,,1.0,0.0,"2024,2022,2018,2016,2014",,5,0,-1.9488095238095238,0.0,-0.9744047619047619,0.0,-0.9744047619047619,0.45,3.0,0.5,-0.4384821428571429,0.5,-0.21924107142857144,Only D matched
CA-42,"Garcia, Robert","Burley, Brian",D,True,False,Robert Garcia,,1.0,0.0,"2024,2022",,2,0,-0.7712121212121212,0.0,-0.3856060606060606,0.0,-0.3856060606060606,0.45,3.0,0.5,-0.17352272727272727,0.5,-0.08676136363636364,Only D matched
CA-43,"Waters, Maxine","Morales, Cristian",D,True,False,Maxine Waters,,1.0,0.0,"2024,2022,2020,2018,2016",,5,0,-2.8397959183673467,0.0,-1.4198979591836733,0.0,-1.4198979591836733,0.45,3.0,0.5,-0.638954081632653,0.5,-0.3194770408163265,Only D matched
CA-44,"Barragan, Nanette","Angel, Genevieve",D,True,False,Nanette Barragan,,1.0,0.0,"2024,2022",,2,0,1.146969696969697,0.0,0.5734848484848485,0.0,0.5734848484848485,0.45,3.0,0.5,0.2580681818181818,0.5,0.1290340909090909,Only D matched
CA-45,"Tran, Derek","Vo, Chuong",D,True,False,Derek Tran,,1.0,0.0,2024,,1,0,1.95,0.0,0.975,0.0,0.975,0.45,3.0,0.5,0.43875,0.5,0.219375,Only D matched
CA-46,"Correa, Lou","Pan, David",D,True,True,Lou Correa,David Pan,1.0,1.0,"2024,2022,2020,2018",2024,4,1,1.2043478260869567,-2.3,0.6021739130434783,-2.3,2.902173913043478,0.45,3.0,0.5,1.3059782608695651,1.0,1.3059782608695651,Both matched
CA-47,"Min, David","Le Roux, Jenny",D,True,False,Dave Min,,1.0,0.0,2024,,1,0,-0.2,0.0,-0.1,0.0,-0.1,0.45,3.0,0.5,-0.045000000000000005,0.5,-0.022500000000000003,Only D matched
CA-48,"von Wilpert, Marie","Desmond, Jim",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CA-49,"Levin, Mike","Kurdian, Armen",D,True,False,Mike Levin,,1.0,0.0,"2024,2022,2020,2018",,4,0,-1.5434782608695652,0.0,-0.7717391304347826,0.0,-0.7717391304347826,0.45,3.0,0.5,-0.3472826086956522,0.5,-0.1736413043478261,Only D matched
CA-50,"Peters, Scott","Cohen, Steve",D,True,False,Scott Peters,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,-1.861,0.0,-0.9305,0.0,-0.9305,0.45,3.0,0.5,-0.418725,0.5,-0.2093625,Only D matched
CA-51,"Jacobs, Sara","Cabrera, Ricardo",D,True,False,Sara Jacobs,,1.0,0.0,"2024,2022",,2,0,-1.193939393939394,0.0,-0.596969696969697,0.0,-0.596969696969697,0.45,3.0,0.5,-0.2686363636363637,0.5,-0.13431818181818184,Only D matched
CA-52,"Vargas, Juan","Bell, Jeff",D,True,False,Juan Vargas,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,0.8949999999999999,0.0,0.44749999999999995,0.0,0.44749999999999995,0.45,3.0,0.5,0.20137499999999997,0.5,0.10068749999999999,Only D matched
CO-1,"Kiros, Milat","Peterson, Christy",D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CO-2,"Neguse, Joe","Dennison, Kelley",D,True,False,Joe Neguse,,1.0,0.0,"2024,2022,2020,2018",,4,0,-1.082608695652174,0.0,-0.541304347826087,0.0,-0.541304347826087,0.45,3.0,0.5,-0.24358695652173917,0.5,-0.12179347826086959,Only D matched
CO-3,"Romero, Dwayne","Hurd, Jeff",R,False,True,,Jeff Hurd,0.0,1.0,,2024,0,1,0.0,-3.15,0.0,-1.575,1.575,0.45,3.0,0.5,0.70875,0.5,0.354375,Only R matched
CO-4,"Laubacher, Ellen","Boebert, Lauren",R,False,True,,Lauren Boebert,0.0,1.0,,"2024,2022,2020",0,3,0.0,-4.117073170731707,0.0,-2.0585365853658537,2.0585365853658537,0.45,3.0,0.5,0.9263414634146342,0.5,0.4631707317073171,Only R matched
CO-5,"Killin, Jessica","Crank, Jeff",R,False,True,,Jeff Crank,0.0,1.0,,2024,0,1,0.0,1.3,0.0,0.65,-0.65,0.45,3.0,0.5,-0.29250000000000004,0.5,-0.14625000000000002,Only R matched
CO-6,"Crow, Jason","Tewahade, Mel",D,True,False,Jason Crow,,1.0,0.0,"2024,2022,2020,2018",,4,0,-0.9347826086956522,0.0,-0.4673913043478261,0.0,-0.4673913043478261,0.45,3.0,0.5,-0.21032608695652175,0.5,-0.10516304347826087,Only D matched
CO-7,"Pettersen, Brittany","Bennett, Tim",D,True,False,Brittany Pettersen,,1.0,0.0,"2024,2022",,2,0,-0.42878787878787883,0.0,-0.21439393939393941,0.0,-0.21439393939393941,0.45,3.0,0.5,-0.09647727272727274,0.5,-0.04823863636363637,Only D matched
CO-8,"Rutinel, Manny","Evans, Gabe",R,False,True,,Gabe Evans,0.0,1.0,,2024,0,1,0.0,1.05,0.0,0.525,-0.525,0.45,3.0,0.5,-0.23625000000000002,0.5,-0.11812500000000001,Only R matched
CT-1,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CT-2,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CT-3,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CT-4,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
CT-5,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
DE-AL,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-1,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-2,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-3,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-4,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-5,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-6,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-7,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-8,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-9,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-10,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-11,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-12,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-13,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-14,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-15,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-16,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-17,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-18,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-19,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-20,,,VACANT,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-21,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-22,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-23,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-24,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-25,,,D,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-26,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-27,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
FL-28,,,R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
GA-1,"Hollowell, Amanda","Kingston, James",R,False,False,,,0.0,0.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.45,3.0,0.5,0.0,0.0,0.0,Neither matched
GA-2,"Bishop, Sanford","Day, Matt",D,True,False,Sanford Bishop,,1.0,0.0,"2024,2022,2020,2018,2016,2014",,6,0,1.585,0.0,0.7925,0.0,0.7925,0.45,3.0,0.5,0.356625,0.5,0.1783125,Only D matched
GA-3,"Keller, Maura","Jack, Brian",R,True,True,Maura Keller,Brian Jack,1.0,1.0,2024,2024,1,1,0.15,-0.15,0.15,-0.075,0.22499999999999998,0.45,3.0,0.5,0.10124999999999999,1.0,0.10124999999999999,Both matched
GA-4,"Johnson, Hank","Duffie, Jim",D,True,False,Hank Johnson,,1.0,0.0,"2024,2022,2020,2018,2016",,5,0,-0.1346938775510204,0.0,-0.0673469387755102,0.0,-0.0673469387755102,0.45,3.0,0.5,-0.030306122448979594,0.5,-0.015153061224489797,Only D matched
GA-5,"Williams, Nikema","Salveson, John",D,True,False,Nikema Williams,,1.0,0.0,"2024,2022,2020",,3,0,-0.35487804878048784,0.0,-0.17743902439024392,0.0,-0.17743902439024392,0.45,3.0,0.5,-0.07984756097560977,0.5,-0.039923780487804886,Only D matched
