district_id,district_partisan_baseline_dem_before,district_environment_adjustment_dem_before,state_environment_adjustment_dem_before,incumbency_adjustment_dem_before,candidate_quality_adjustment_dem_before,special_adjustment_dem_before,poll_spillover_adjustment_dem_before,fundamentals_margin_dem_before,polling_margin_dem_before,poll_count_before,model_margin_dem_before,dem_win_probability_before,district_partisan_baseline_dem_after,district_environment_adjustment_dem_after,state_environment_adjustment_dem_after,incumbency_adjustment_dem_after,candidate_quality_adjustment_dem_after,special_adjustment_dem_after,poll_spillover_adjustment_dem_after,fundamentals_margin_dem_after,polling_margin_dem_after,poll_count_after,model_margin_dem_after,dem_win_probability_after,district_partisan_baseline_dem_change,district_environment_adjustment_dem_change,state_environment_adjustment_dem_change,incumbency_adjustment_dem_change,candidate_quality_adjustment_dem_change,special_adjustment_dem_change,poll_spillover_adjustment_dem_change,fundamentals_margin_dem_change,polling_margin_dem_change,poll_count_change,model_margin_dem_change,dem_win_probability_change
CA-3,10.964,4.859999999999999,0.0,1.5,-0.1040625,0.0,0.0,17.219937499999997,,0,17.219937499999997,0.946342819056872,10.964,4.859999999999999,0.0,1.5,-0.1040625,0.0,0.0,17.219937499999997,,0,17.219937499999997,0.98137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.035027180943127956
CA-4,16.174,4.32,0.0,1.5,0.0187926136363636,0.0,0.0,22.012792613636364,,0,22.012792613636364,0.9751273378076666,16.174,4.32,0.0,1.5,0.0187926136363636,0.0,0.0,22.012792613636364,,0,22.012792613636364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.024872662192333417
CA-5,-19.076,3.51,0.0,-1.5,-0.000688775510204,0.0,0.0027510771529634,-17.063937698357243,,0,-17.063937698357243,0.0549928344316575,-19.076,3.51,0.0,-1.5,-0.000688775510204,0.0,0.0027510771529634,-17.063937698357243,,0,-17.063937698357243,0.02012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0348728344316575
CA-6,9.284,4.859999999999999,0.0,-1.5,-0.0538636363636363,0.0,0.0,12.590136363636365,,0,12.590136363636365,0.8907432938908664,9.284,4.859999999999999,0.0,-1.5,-0.0538636363636363,0.0,0.0,12.590136363636365,,0,12.590136363636365,0.93381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04306670610913366
CA-7,14.534,4.859999999999999,0.0,1.5,0.102125,0.0,0.0,20.996125,,0,20.996125,0.9706693877503114,14.534,4.859999999999999,0.0,1.5,0.102125,0.0,0.0,20.996125,,0,20.996125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02933061224968858
CA-8,36.274,4.050000000000001,0.0,1.5,0.0531136363636364,0.0,0.0,41.87711363636363,,0,41.87711363636363,0.9990701146484848,36.274,4.050000000000001,0.0,1.5,0.0531136363636364,0.0,0.0,41.87711363636363,,0,41.87711363636363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0009298853515151695
CA-9,15.534,4.59,0.0,1.5,0.1310869565217391,0.0,0.0,21.755086956521737,,0,21.755086956521737,0.9740640702616968,15.534,4.59,0.0,1.5,0.1310869565217391,0.0,0.0,21.755086956521737,,0,21.755086956521737,0.99589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.021825929738303218
CA-10,34.724,4.590000000000001,0.0,1.5,-0.2243918918918918,0.0,0.0,40.58960810810811,,0,40.58960810810811,0.9988478062472772,34.724,4.590000000000001,0.0,1.5,-0.2243918918918918,0.0,0.0,40.58960810810811,,0,40.58960810810811,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.001142193752722842
CA-11,69.464,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,72.434,,0,72.434,0.9999942845587168,69.464,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,72.434,,0,72.434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,5.715441283249412e-06
CA-12,75.564,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,80.03399999999999,,0,80.03399999999999,0.999998389557562,75.564,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,80.03399999999999,,0,80.03399999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,1.6104424379603799e-06
CA-13,5.284000000000001,4.859999999999999,0.0,1.5,0.2168181818181818,0.0,0.0,11.860818181818182,,0,11.860818181818182,0.8783399505012877,5.284000000000001,4.859999999999999,0.0,1.5,0.2168181818181818,0.0,0.0,11.860818181818182,,0,11.860818181818182,0.92272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.044380049498712326
CA-14,37.634,4.590000000000001,0.0,0.0,0.0,0.0,0.0,42.224,,0,42.224,0.9991223050075796,37.634,4.590000000000001,0.0,0.0,0.0,0.0,0.0,42.224,,0,42.224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.000877694992420408
CA-15,50.343999999999994,4.590000000000001,0.0,1.5,-0.3375,0.0,0.0,56.0965,,0,56.0965,0.9999129914074328,50.343999999999994,4.590000000000001,0.0,1.5,-0.3375,0.0,0.0,56.0965,,0,56.0965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,8.700859256716154e-05
CA-16,49.204,4.590000000000001,0.0,1.5,0.0,0.0,0.0,55.294,,0,55.294,0.9999005411065688,49.204,4.590000000000001,0.0,1.5,0.0,0.0,0.0,55.294,,0,55.294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,9.945889343121461e-05
CA-17,41.384,2.9700000000000006,0.0,1.5,-1.4497826086956522,0.0,0.0,44.40421739130435,,0,44.40421739130435,0.9993895496138832,41.384,2.9700000000000006,0.0,1.5,-1.4497826086956522,0.0,0.0,44.40421739130435,,0,44.40421739130435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0006104503861168453
CA-18,32.384,3.78,0.0,1.5,-0.3493239795918367,0.0,0.0,37.31467602040816,,0,37.31467602040816,0.9980129451308948,32.384,3.78,0.0,1.5,-0.3493239795918367,0.0,0.0,37.31467602040816,,0,37.31467602040816,0.99998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0019670548691052003
CA-19,35.583999999999996,3.78,0.0,1.5,0.045,0.0,0.0,40.909,,0,40.909,0.9989074706793516,35.583999999999996,3.78,0.0,1.5,0.045,0.0,0.0,40.909,,0,40.909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0010925293206484055
CA-20,-30.706000000000003,2.9700000000000006,0.0,-1.5,0.0,0.0,0.0,-29.236000000000004,,0,-29.236000000000004,0.0075948077057491,-30.706000000000003,2.9700000000000006,0.0,-1.5,0.0,0.0,0.0,-29.236000000000004,,0,-29.236000000000004,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.0072348077057491
CA-21,10.224,4.859999999999999,0.0,1.5,-0.305775,0.0,0.0,16.278225,,0,16.278225,0.9377915877125542,10.224,4.859999999999999,0.0,1.5,-0.305775,0.0,0.0,16.278225,,0,16.278225,0.97549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.03769841228744575
CA-22,3.534,4.59,0.0,-1.5,-0.34515,0.0,0.0,6.2788499999999985,,0,6.2788499999999985,0.7400974281386942,3.534,4.59,0.0,-1.5,-0.34515,0.0,0.0,6.2788499999999985,,0,6.2788499999999985,0.77516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.03506257186130579
CA-23,-17.445999999999998,3.51,0.0,-1.5,-0.0220884146341463,0.0,0.0028753910721504,-15.455213023561994,,0,-15.455213023561994,0.0707077008935553,-17.445999999999998,3.51,0.0,-1.5,-0.0220884146341463,0.0,0.0028753910721504,-15.455213023561994,,0,-15.455213023561994,0.03096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.039747700893555296
CA-24,25.824,3.78,0.0,1.5,-0.2480739795918367,0.0,0.0,30.85592602040816,,0,30.85592602040816,0.9941917705682692,25.824,3.78,0.0,1.5,-0.2480739795918367,0.0,0.0,30.85592602040816,,0,30.85592602040816,0.99988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.005688229431730751
CA-25,8.703999999999999,4.859999999999999,0.0,1.5,0.3405375,0.0,0.0,15.404537499999998,,0,15.404537499999998,0.9287353173502356,8.703999999999999,4.859999999999999,0.0,1.5,0.3405375,0.0,0.0,15.404537499999998,,0,15.404537499999998,0.96872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0399846826497644
CA-26,17.054000000000002,5.13,0.0,0.0,0.0,0.0,0.0,22.184,,0,22.184,0.9758101124207508,17.054000000000002,5.13,0.0,0.0,0.0,0.0,0.0,22.184,,0,22.184,0.99596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02014988757924918
CA-27,12.364,4.859999999999999,0.0,1.5,0.073125,0.0,0.0,18.797125,,0,18.797125,0.958227787047503,12.364,4.859999999999999,0.0,1.5,0.073125,0.0,0.0,18.797125,,0,18.797125,0.98838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.030152212952497037
CA-28,27.144,3.78,0.0,1.5,-0.0392499999999999,0.0,0.0,32.38475,,0,32.38475,0.995492335855242,27.144,3.78,0.0,1.5,-0.0392499999999999,0.0,0.0,32.38475,,0,32.38475,0.99998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.004487664144757986
CA-29,38.184000000000005,2.9700000000000006,0.0,1.5,0.09,0.0,0.0,42.74400000000001,,0,42.74400000000001,0.9991951102237824,38.184000000000005,2.9700000000000006,0.0,1.5,0.09,0.0,0.0,42.74400000000001,,0,42.74400000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.000804889776217621
CA-30,41.123999999999995,3.78,0.0,1.5,-0.18,0.0,0.0,46.224,,0,46.224,0.9995491838349304,41.123999999999995,3.78,0.0,1.5,-0.18,0.0,0.0,46.224,,0,46.224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.00045081616506958966
CA-31,15.764,5.13,0.0,1.5,-1.476818181818182,0.0,0.0,20.917181818181817,,0,20.917181818181817,0.9702924693430728,15.764,5.13,0.0,1.5,-1.476818181818182,0.0,0.0,20.917181818181817,,0,20.917181818181817,0.99418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02388753065692717
CA-32,27.304,4.590000000000001,0.0,1.5,-0.831375,0.0,0.0,32.562625,,0,32.562625,0.995623431636127,27.304,4.590000000000001,0.0,1.5,-0.831375,0.0,0.0,32.562625,,0,32.562625,0.99998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.004356568363872992
CA-33,14.324,5.670000000000001,0.0,1.5,-0.0842625,0.0,0.0,21.4097375,,0,21.4097375,0.9725695954566136,14.324,5.670000000000001,0.0,1.5,-0.0842625,0.0,0.0,21.4097375,,0,21.4097375,0.99485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.022280404543386423
CA-34,54.373999999999995,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,58.843999999999994,,0,58.843999999999994,0.9999449565881804,54.373999999999995,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,58.843999999999994,,0,58.843999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,5.504341181961081e-05
CA-35,12.134,3.51,0.0,1.5,0.6841836734693879,0.0,0.0,17.828183673469386,,0,17.828183673469386,0.9512635501010464,12.134,3.51,0.0,1.5,0.6841836734693879,0.0,0.0,17.828183673469386,,0,17.828183673469386,0.98437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.033106449898953616
CA-36,40.224,2.9700000000000006,0.0,1.5,-0.2415375,0.0,0.0,44.4524625,,0,44.4524625,0.9993944355125992,40.224,2.9700000000000006,0.0,1.5,-0.2415375,0.0,0.0,44.4524625,,0,44.4524625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0006055644874007893
CA-37,63.964,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,68.434,,0,68.434,0.9999888679007526,63.964,2.9700000000000006,0.0,1.5,0.0,0.0,0.0,68.434,,0,68.434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,1.1132099247412874e-05
CA-38,16.704,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,19.674,,0,19.674,0.9637013187545368,16.704,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,19.674,,0,19.674,0.99135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.027648681245463158
CA-39,14.143999999999998,5.670000000000001,0.0,1.5,-0.1227375,0.0,0.0,21.1912625,,0,21.1912625,0.9715812865308138,14.143999999999998,5.670000000000001,0.0,1.5,-0.1227375,0.0,0.0,21.1912625,,0,21.1912625,0.99535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.023768713469186187
CA-40,-11.156,5.670000000000001,0.0,-1.5,0.2739375,0.0,0.0,-6.712062499999998,,0,-6.712062499999998,0.2462567534524367,-11.156,5.670000000000001,0.0,-1.5,0.2739375,0.0,0.0,-6.712062499999998,,0,-6.712062499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-0.2462567534524367
CA-41,17.304,2.9700000000000006,0.0,1.5,-0.2192410714285714,0.0,0.0,21.55475892857143,,0,21.55475892857143,0.973207095881985,17.304,2.9700000000000006,0.0,1.5,-0.2192410714285714,0.0,0.0,21.55475892857143,,0,21.55475892857143,0.99531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.022102904118015076
CA-42,14.774,3.51,0.0,1.5,-0.0867613636363636,0.0,0.0,19.697238636363636,,0,19.697238636363636,0.9638365611549478,14.774,3.51,0.0,1.5,-0.0867613636363636,0.0,0.0,19.697238636363636,,0,19.697238636363636,0.99097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02713343884505226
CA-43,53.06399999999999,2.9700000000000006,0.0,1.5,-0.3194770408163265,0.0,0.0,57.21452295918367,,0,57.21452295918367,0.9999277823474496,53.06399999999999,2.9700000000000006,0.0,1.5,-0.3194770408163265,0.0,0.0,57.21452295918367,,0,57.21452295918367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,7.221765255038815e-05
CA-44,40.194,2.9700000000000006,0.0,1.5,0.1290340909090909,0.0,0.0,44.793034090909096,,0,44.793034090909096,0.9994278320629908,40.194,2.9700000000000006,0.0,1.5,0.1290340909090909,0.0,0.0,44.793034090909096,,0,44.793034090909096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0005721679370092048
CA-45,5.454,3.51,0.0,1.5,0.219375,0.0,0.0,10.683374999999998,,0,10.683374999999998,0.8557663093669539,5.454,3.51,0.0,1.5,0.219375,0.0,0.0,10.683374999999998,,0,10.683374999999998,0.90225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04648369063304614
CA-46,19.424,2.9700000000000006,0.0,1.5,1.3059782608695651,0.0,0.0,25.199978260869564,,0,25.199978260869564,0.9852259155683744,19.424,2.9700000000000006,0.0,1.5,1.3059782608695651,0.0,0.0,25.199978260869564,,0,25.199978260869564,0.99891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.01368408443162561
CA-47,11.524,5.670000000000001,0.0,1.5,-0.0225,0.0,0.0,18.6715,,0,18.6715,0.9573816282968624,11.524,5.670000000000001,0.0,1.5,-0.0225,0.0,0.0,18.6715,,0,18.6715,0.98875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.031368371703137665
CA-48,4.234000000000001,5.4,0.0,0.0,0.0,0.0,-0.0015112006986892,9.632488799301312,,0,9.632488799301312,0.8327738181250934,4.234000000000001,5.4,0.0,0.0,0.0,0.0,-0.0015112006986892,9.632488799301312,,0,9.632488799301312,0.87804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.04526618187490661
CA-49,12.724,5.670000000000001,0.0,1.5,-0.1736413043478261,0.0,0.0,19.720358695652177,,0,19.720358695652177,0.9639706321225048,12.724,5.670000000000001,0.0,1.5,-0.1736413043478261,0.0,0.0,19.720358695652177,,0,19.720358695652177,0.99152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.02754936787749518
CA-50,18.763999999999996,4.32,0.0,1.5,-0.2093625,0.0,0.0,24.374637499999995,,0,24.374637499999995,0.9830840820473458,18.763999999999996,4.32,0.0,1.5,-0.2093625,0.0,0.0,24.374637499999995,,0,24.374637499999995,0.99853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.015445917952654264
CA-51,19.304,4.32,0.0,1.5,-0.1343181818181818,0.0,0.0,24.98968181818182,,0,24.98968181818182,0.9847069705152668,19.304,4.32,0.0,1.5,-0.1343181818181818,0.0,0.0,24.98968181818182,,0,24.98968181818182,0.99889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.014183029484733156
CA-52,21.933999999999997,4.32,0.0,1.5,0.1006874999999999,0.0,0.0,27.854687499999997,,0,27.854687499999997,0.990457844637864,21.933999999999997,4.32,0.0,1.5,0.1006874999999999,0.0,0.0,27.854687499999997,,0,27.854687499999997,0.99963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.009172155362136003
CO-1,57.214,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,60.184,,0,60.184,0.9999559731417058,57.214,2.9700000000000006,0.0,0.0,0.0,0.0,0.0,60.184,,0,60.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,4.402685829418829e-05
