repository,path,size_bytes,name_match,schema_match,columns
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/processed/polling_snapshots/senate_historical_poll_snapshot_questions.csv,7066479,False,True,"snapshot_id, race_key, question_id, poll_id, race_id, cycle, state, stage, start_date, end_date, election_date, candidate_rows, unique_candidates, democratic_rows, republican_rows, major_party_rows, dem_candidate_id, rep_candidate_id, dem_candidate_name, rep_candidate_name, dem_pct, rep_pct, major_party_pct_sum, dem_margin, question_pct_sum, has_one_democrat, has_one_republican, has_both_major_parties, has_valid_major_party_pct, is_general_stage, is_hypothetical, is_ranked_choice, is_internal, is_partisan, is_tracking, metadata_consistent, pollster, pollster_id, pollster_rating_id, display_name, pollster_name, sponsors, poll_url, poll_source, population, population_full, sample_size, methodology, numeric_grade, pollscore, transparency_score, notes, excluded_after_snapshot, excluded_after_election, excluded_non_general_stage, excluded_hypothetical, excluded_ranked_choice, excluded_missing_major_party_matchup, excluded_multiple_democrats, excluded_multiple_republicans, excluded_invalid_major_party_pct, excluded_inconsistent_metadata, is_eligible, exclusion_reasons, snapshot_date, days_old, days_before_election_at_snapshot, days_before_election, snapshot_election_date"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/processed/senate_historical_polls.csv,7532727,False,True,"source_name, source_dataset, source_file, source_row_number, source_row_sha256, poll_id, question_id, race_id, candidate_id, cycle, pollster_id, pollster_rating_id, state_raw, state, office_type, seat_number, seat_name, stage, start_date, end_date, election_date, created_at, as_of_date, field_period_days, days_before_election, pollster, sponsors, display_name, pollster_name, poll_url, poll_source, population, population_full, methodology, notes, sample_size, numeric_grade, pollscore, transparency_score, candidate_name, answer, party_raw, party, pct, is_democratic, is_republican, is_major_party, is_tracking, is_internal, is_partisan, is_hypothetical, is_nationwide_batch, is_ranked_choice_reallocated, ranked_choice_round, sponsor_candidate, sponsor_candidate_party_raw, sponsor_candidate_party, endorsed_candidate, endorsed_candidate_party_raw, endorsed_candidate_party, has_valid_identifiers, has_valid_dates, has_valid_state, has_valid_percentage, field_period_is_nonnegative, poll_ends_by_election_day, is_ranked_choice_row, is_standard_general_election, race_key, question_key, question_candidate_rows, question_unique_candidates, question_major_party_rows, question_pct_sum, question_has_both_major_parties, question_pct_sum_near_100, source_sponsor_ids, source_pollster_rating_name, source_sponsor_candidate_id, source_endorsed_candidate_id, source_endorsed_candidate_name, source_subpopulation, source_url_article, source_url_topline, source_url_crosstab, validation_invalid_identifiers, validation_invalid_dates, validation_invalid_state, validation_invalid_percentage, validation_negative_field_period, validation_duplicate_question_candidate_key, validation_exact_duplicate_row, validation_missing_election_date, validation_poll_after_election_day"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/generic_ballot_polls_historical/20220924035025_97d9fe8eaec3.csv,790595,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, dem, rep, ind"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/generic_ballot_polls_historical/20230427025740_e92889c6bbdc.csv,1192160,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, dem, rep, ind"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/generic_ballot_polls_historical/20241129175753_670ffa8b84c9.csv,1233367,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, dem, rep, ind"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/generic_ballot_polls_historical/20250118200335_de12cfa6d606.csv,1773075,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, dem, rep, ind"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/generic_ballot_polls_historical/20250306091811_138a2ca649a8.csv,1773180,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, dem, rep, ind"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/house_polls_historical/20220924034631_9f8bc34a2a75.csv,1040027,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/house_polls_historical/20230427025746_e6e0ceaeb4f9.csv,1362713,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/house_polls_historical/20241129175909_a08a26c33087.csv,1508309,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/house_polls_historical/20250118200335_653b575f817e.csv,1906643,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, hypothetical, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/house_polls_historical/20250306091815_aec28925722d.csv,1905130,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, hypothetical, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/senate_polls_historical/20220924034852_b9f8fbf7c783.csv,1678220,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/senate_polls_historical/20230427025758_6393a1926d26.csv,2479317,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, fte_grade, methodology, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/senate_polls_historical/20241129175756_0ac54cbdac66.csv,2963974,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/senate_polls_historical/20250118200335_f0a6116fbe57.csv,4530569,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, hypothetical, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/snapshots/senate_polls_historical/20250306125405_09ae303a94f7.csv,4535475,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, hypothetical, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/validation/polling/fivethirtyeight_schema_audit/exact_duplicate_rows.csv,664,False,True,"poll_id, pollster_id, pollster, sponsor_ids, sponsors, display_name, pollster_rating_id, pollster_rating_name, numeric_grade, pollscore, methodology, transparency_score, state, start_date, end_date, sponsor_candidate_id, sponsor_candidate, sponsor_candidate_party, endorsed_candidate_id, endorsed_candidate_name, endorsed_candidate_party, question_id, sample_size, population, subpopulation, population_full, tracking, created_at, notes, url, url_article, url_topline, url_crosstab, source, internal, partisan, race_id, cycle, office_type, seat_number, seat_name, election_date, stage, nationwide_batch, ranked_choice_reallocated, ranked_choice_round, hypothetical, party, answer, candidate_id, candidate_name, pct"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/validation/polling/fivethirtyeight_schema_audit/sample_rows.csv,35587,False,True,"poll_id, question_id, race_id, cycle, state, seat_number, seat_name, election_date, stage, pollster, start_date, end_date, population, sample_size, candidate_id, candidate_name, party, answer, pct, ranked_choice_round, hypothetical, internal, partisan"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/validation/polling/historical_poll_selector/sample_eligible_questions.csv,644924,False,True,"question_id, poll_id, race_id, cycle, state, stage, start_date, end_date, election_date, candidate_rows, unique_candidates, democratic_rows, republican_rows, major_party_rows, dem_candidate_id, rep_candidate_id, dem_candidate_name, rep_candidate_name, dem_pct, rep_pct, major_party_pct_sum, dem_margin, question_pct_sum, has_one_democrat, has_one_republican, has_both_major_parties, has_valid_major_party_pct, is_general_stage, is_hypothetical, is_ranked_choice, is_internal, is_partisan, is_tracking, metadata_consistent, pollster, pollster_id, pollster_rating_id, display_name, pollster_name, sponsors, poll_url, poll_source, population, population_full, sample_size, methodology, numeric_grade, pollscore, transparency_score, notes, excluded_after_snapshot, excluded_after_election, excluded_non_general_stage, excluded_hypothetical, excluded_ranked_choice, excluded_missing_major_party_matchup, excluded_multiple_democrats, excluded_multiple_republicans, excluded_invalid_major_party_pct, excluded_inconsistent_metadata, is_eligible, exclusion_reasons, snapshot_date, days_old, days_before_election_at_snapshot, validation_cycle, validation_state, validation_snapshot_date, validation_days_before"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/validation/polling/historical_poll_selector/sample_question_diagnostics.csv,977171,False,True,"question_id, poll_id, race_id, cycle, state, stage, start_date, end_date, election_date, candidate_rows, unique_candidates, democratic_rows, republican_rows, major_party_rows, dem_candidate_id, rep_candidate_id, dem_candidate_name, rep_candidate_name, dem_pct, rep_pct, major_party_pct_sum, dem_margin, question_pct_sum, has_one_democrat, has_one_republican, has_both_major_parties, has_valid_major_party_pct, is_general_stage, is_hypothetical, is_ranked_choice, is_internal, is_partisan, is_tracking, metadata_consistent, pollster, pollster_id, pollster_rating_id, display_name, pollster_name, sponsors, poll_url, poll_source, population, population_full, sample_size, methodology, numeric_grade, pollscore, transparency_score, notes, excluded_after_snapshot, excluded_after_election, excluded_non_general_stage, excluded_hypothetical, excluded_ranked_choice, excluded_missing_major_party_matchup, excluded_multiple_democrats, excluded_multiple_republicans, excluded_invalid_major_party_pct, excluded_inconsistent_metadata, is_eligible, exclusion_reasons, snapshot_date, validation_cycle, validation_state, validation_snapshot_date, validation_days_before"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/validation/polling/processed_warehouse/exception_rows.csv,657,False,True,"cycle, state, race_id, poll_id, question_id, candidate_id, candidate_name, party, start_date, end_date, election_date, pct, validation_invalid_identifiers, validation_invalid_dates, validation_invalid_state, validation_invalid_percentage, validation_negative_field_period, validation_duplicate_question_candidate_key, validation_exact_duplicate_row, validation_missing_election_date, validation_poll_after_election_day"
house_model_python,historical/house/polling/raw/fivethirtyeight_archive/generic_ballot_polls_historical_archive_metadata.json,1589,True,False,
house_model_python,historical/house/polling/raw/fivethirtyeight_archive/house_polls_historical_archive_metadata.json,1772,True,False,
house_model_python,historical/shared/overrides/candidate_match_overrides.before_final_verified_2022_20260715_112538.csv,2200,True,False,"cycle, chamber, race_id, party_code, source_candidate_name, target_candidate_id, target_candidate_name, notes"
senate_model_python_Q1_auto_calendar_candidate_refresh,.vscode/tasks.before_generic_only_0_90.json,5896,True,False,
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/backtests/outputs/environment_generic_only_loco/senate_environment_generic_only_loco_coefficient_counts.csv,190,True,False,"generic_ballot_coefficient, folds_selected, selection_share"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/backtests/outputs/environment_generic_only_loco/senate_environment_generic_only_loco_folds.csv,2707,True,False,"held_out_cycle, train_cycles, train_observations, held_out_observations, selected_model_id, selected_generic_ballot_coefficient, runner_up_generic_ballot_coefficient, selected_train_mae, runner_up_train_mae, delta_train_mae, selected_train_rmse, selected_train_brier, selected_train_winner_accuracy, held_out_mae, held_out_rmse, held_out_brier, held_out_winner_accuracy, held_out_mean_error, held_out_absolute_mean_error"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/backtests/outputs/environment_generic_only_loco/senate_environment_generic_only_loco_predictions.csv,77506,True,False,"race_id, cycle, state, actual_margin_dem, baseline_margin_dem, generic_ballot_margin_dem, approval_adjustment_dem, midterm_adjustment_dem, model_family, model_family_label, generic_ballot_coefficient, approval_coefficient, midterm_coefficient, component_count, generic_ballot_contribution_dem, approval_contribution_dem, midterm_contribution_dem, environment_adjustment_dem, predicted_margin_dem, error_dem, absolute_error, squared_error, actual_dem_win, predicted_dem_win, model_id, held_out_cycle, selection_source"
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/backtests/outputs/environment_generic_only_loco/senate_environment_generic_only_loco_summary.json,1444,True,False,
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/best_snapshots/generic_ballot_polls_historical_best_metadata.json,2254,True,False,
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/best_snapshots/house_polls_historical_best_metadata.json,2379,True,False,
senate_model_python_Q1_auto_calendar_candidate_refresh,historical/senate/warehouse/raw/polling/source_downloads/wayback/best_snapshots/senate_polls_historical_best_metadata.json,2370,True,False,
