cycle,rating,districts,avg_dem_probability,actual_dem_win_rate,winner_accuracy,mean_margin_error_dem_bias,mean_abs_margin_error,brier_score,tested_environment_multiplier,tested_total_error_sd
2022,Tilt R,3,0.4271020866514585,0.0,1.0,-0.3333333333333328,0.4666666666666665,0.1827501484581729,0.75,8.5
2022,Toss-Up,4,0.5198070342827725,0.5,0.5,1.1500000000000004,4.449999999999999,0.2588187159208793,0.75,8.5
2018,Lean D,3,0.6914222572326958,1.0,1.0,3.7166666666666655,6.083333333333332,0.0978411807307352,0.75,9.5
2018,Lean R,1,0.3483463899975973,1.0,0.0,-7.350000000000001,7.350000000000001,0.4246524274291635,0.75,9.5
2018,Tilt D,5,0.5836623269370955,0.8,0.8,0.0899999999999991,3.0700000000000003,0.2031627596078015,0.75,9.5
2018,Tilt R,4,0.3911511700752542,0.75,0.25,-5.175000000000001,5.175000000000001,0.3232252171952748,0.75,9.5
2018,Toss-Up,8,0.4916304321221829,0.875,0.25,-4.48125,4.85625,0.2596332790992944,0.75,9.5
2022,Lean D,6,0.7282095575429591,0.1666666666666666,0.1666666666666666,10.533333333333331,10.533333333333331,0.4295621861708174,0.75,9.5
2022,Lean R,3,0.2691981219504633,0.3333333333333333,0.6666666666666666,-10.8,10.8,0.2380624394253688,0.75,9.5
2022,Tilt D,3,0.5975963881716012,0.6666666666666666,0.6666666666666666,2.4,2.4666666666666663,0.2061585852314865,0.75,9.5
2022,Tilt R,4,0.4170066846923159,0.25,0.75,-1.7749999999999997,1.875,0.2430151537365619,0.75,9.5
2022,Toss-Up,4,0.5177302512808497,0.5,0.5,1.1500000000000004,4.449999999999999,0.2578254367765734,0.75,9.5
2018,Lean D,5,0.6931679726623025,1.0,1.0,0.5499999999999998,3.0580000000000003,0.0959310804905552,0.85,6.5
2018,Lean R,3,0.3237321473245651,1.0,0.0,-6.0566666666666675,6.0566666666666675,0.4574062494449543,0.85,6.5
2018,Likely D,1,0.8638559257361993,1.0,1.0,10.71,10.71,0.0185352089571472,0.85,6.5
2018,Tilt D,4,0.6180230708279373,0.75,0.75,-0.0400000000000004,3.2499999999999996,0.2159204980935304,0.85,6.5
2018,Tilt R,1,0.390641766664786,0.0,1.0,-1.0899999999999996,1.0899999999999996,0.1526009898629851,0.85,6.5
2018,Toss-Up,7,0.4844372459741352,0.8571428571428571,0.2857142857142857,-4.162857142857144,4.591428571428572,0.2664997662002488,0.85,6.5
2022,Lean D,6,0.7637319903015082,0.1666666666666666,0.1666666666666666,9.386666666666668,9.513333333333334,0.5287988504660598,0.85,6.5
2022,Lean R,3,0.2395338940928062,0.6666666666666666,0.3333333333333333,-9.213333333333331,9.213333333333331,0.4177488389019588,0.85,6.5
2022,Likely D,1,0.8858698691526086,1.0,1.0,4.82,4.82,0.0130256867672426,0.85,6.5
2022,Likely R,1,0.1330973174082049,0.0,1.0,-11.98,11.98,0.0177148959012604,0.85,6.5
2022,Tilt D,3,0.5915678968915137,0.3333333333333333,0.3333333333333333,4.0200000000000005,4.0200000000000005,0.2605862975086086,0.85,6.5
2022,Tilt R,3,0.3949304628239288,0.0,1.0,-0.6133333333333331,0.6133333333333331,0.1565104897898952,0.85,6.5
2022,Toss-Up,3,0.5020482967139642,0.6666666666666666,0.6666666666666666,-0.6133333333333334,4.16,0.2460754409313319,0.85,6.5
2018,Lean D,3,0.7551798163891018,1.0,1.0,4.576666666666667,6.37,0.062904556794055,0.85,7.5
2018,Lean R,2,0.3410534785469546,1.0,0.0,-6.34,6.34,0.4342307188884931,0.85,7.5
2018,Tilt D,7,0.6182456711222043,0.8571428571428571,0.8571428571428571,-0.0614285714285718,2.8414285714285716,0.1809298075756254,0.85,7.5
2018,Tilt R,2,0.3797450036445188,0.5,0.5,-3.2900000000000005,3.2900000000000005,0.2901872886618854,0.85,7.5
2018,Toss-Up,7,0.4865033188432881,0.8571428571428571,0.2857142857142857,-4.162857142857144,4.591428571428572,0.2642012161150799,0.85,7.5
2022,Lean D,5,0.7521751164583564,0.0,0.0,11.34,11.34,0.5664366116332337,0.85,7.5
2022,Lean R,4,0.2419532819371709,0.5,0.5,-9.905,9.905,0.3023520434341574,0.85,7.5
2022,Likely D,1,0.8552022438686094,1.0,1.0,4.82,4.82,0.0209663901806856,0.85,7.5
2022,Tilt D,3,0.6137166767078578,0.6666666666666666,0.6666666666666666,2.12,2.3733333333333335,0.1991606447772214,0.85,7.5
2022,Tilt R,3,0.4085474150007332,0.0,1.0,-0.6133333333333331,0.6133333333333331,0.1673277887709051,0.85,7.5
2022,Toss-Up,4,0.5131299859192255,0.5,0.5,0.87,4.45,0.2597882971745573,0.85,7.5
2018,Lean D,3,0.7307332269940087,1.0,1.0,4.576666666666667,6.37,0.0752064813509484,0.85,8.5
2018,Tilt D,7,0.6048244587929347,0.8571428571428571,0.8571428571428571,-0.0614285714285718,2.8414285714285716,0.1873029892893649,0.85,8.5
2018,Tilt R,4,0.3760205405951925,0.75,0.25,-4.8149999999999995,4.8149999999999995,0.3478160995250211,0.85,8.5
2018,Toss-Up,7,0.4880858725693762,0.8571428571428571,0.2857142857142857,-4.162857142857144,4.591428571428572,0.2624630237765935,0.85,8.5
2022,Lean D,6,0.7438921529495479,0.1666666666666666,0.1666666666666666,10.253333333333334,10.253333333333334,0.4461317496370248,0.85,8.5
2022,Lean R,4,0.2663386922744103,0.5,0.5,-9.905,9.905,0.2909049279751782,0.85,8.5
2022,Tilt D,3,0.6008161744757676,0.6666666666666666,0.6666666666666666,2.12,2.3733333333333335,0.2034037257774258,0.85,8.5
2022,Tilt R,3,0.4190727933089844,0.0,1.0,-0.6133333333333331,0.6133333333333331,0.1759523193679739,0.85,8.5
2022,Toss-Up,4,0.5115924298355022,0.5,0.5,0.87,4.45,0.2585758591928943,0.85,8.5
2018,Lean D,3,0.7101709739300729,1.0,1.0,4.576666666666667,6.37,0.0864223776468743,0.85,9.5
2018,Tilt D,7,0.5941010004925295,0.8571428571428571,0.8571428571428571,-0.0614285714285718,2.8414285714285716,0.1926642648177444,0.85,9.5
2018,Tilt R,4,0.3885603435021815,0.75,0.25,-4.8149999999999995,4.8149999999999995,0.3365814207128441,0.85,9.5
2018,Toss-Up,7,0.489336668803435,0.8571428571428571,0.2857142857142857,-4.162857142857144,4.591428571428572,0.2611029676098095,0.85,9.5
2022,Lean D,6,0.7223868575347937,0.1666666666666666,0.1666666666666666,10.253333333333334,10.253333333333334,0.4227064288497728,0.85,9.5
2022,Lean R,3,0.2634989546831158,0.3333333333333333,0.6666666666666666,-11.08,11.08,0.2386757705454749,0.85,9.5
2022,Tilt D,3,0.5905072477418581,0.6666666666666666,0.6666666666666666,2.12,2.3733333333333335,0.2070837837802077,0.85,9.5
2022,Tilt R,4,0.4098925395091439,0.25,0.75,-2.0549999999999997,2.0549999999999997,0.2405174045155201,0.85,9.5
2022,Toss-Up,4,0.5103766644253395,0.5,0.5,0.87,4.45,0.2576294851817298,0.85,9.5
2018,Lean D,7,0.7061271693104271,0.8571428571428571,0.8571428571428571,1.9699999999999995,3.2528571428571422,0.1362543385399715,0.95,6.5
2018,Lean R,1,0.3428162138727282,1.0,0.0,-5.630000000000001,5.630000000000001,0.4318905287485757,0.95,6.5
2018,Likely D,1,0.8786811621082632,1.0,1.0,11.57,11.57,0.0147182604274015,0.95,6.5
2018,Tilt D,3,0.6032728223672144,1.0,1.0,-3.596666666666667,4.243333333333333,0.1585302703268255,0.95,6.5
2018,Tilt R,3,0.3799145133318253,0.6666666666666666,0.3333333333333333,-3.396666666666667,3.396666666666667,0.3338014543624879,0.95,6.5
2018,Toss-Up,6,0.5054238885109753,0.8333333333333334,0.3333333333333333,-2.775,3.275,0.2450283190589874,0.95,6.5
2022,Lean D,6,0.7559761943599601,0.1666666666666666,0.1666666666666666,9.106666666666667,9.326666666666666,0.5203051600945815,0.95,6.5
2022,Lean R,3,0.2318998145200514,0.6666666666666666,0.3333333333333333,-9.493333333333334,9.493333333333334,0.4238863655021256,0.95,6.5
2022,Likely D,1,0.8814416797770033,1.0,1.0,4.539999999999999,4.539999999999999,0.0140560752940986,0.95,6.5
2022,Likely R,1,0.1282050762616968,0.0,1.0,-12.260000000000002,12.260000000000002,0.0164365415792675,0.95,6.5
2022,Tilt D,2,0.5998870265528892,0.5,0.5,3.0900000000000003,3.0900000000000003,0.2348234811956816,0.95,6.5
2022,Tilt R,3,0.384707677921468,0.0,1.0,-0.8933333333333331,0.8933333333333331,0.1485295206542017,0.95,6.5
2022,Toss-Up,4,0.5043990157862628,0.5,0.5,0.5900000000000003,4.45,0.2612099324329174,0.95,6.5
2018,Lean D,7,0.7102312183785048,1.0,1.0,2.5985714285714283,3.881428571428572,0.0882990188222353,0.95,7.5
2018,Tilt D,3,0.6229042613204211,0.6666666666666666,0.6666666666666666,1.2366666666666666,4.19,0.2410634259399232,0.95,7.5
2018,Tilt R,4,0.3871478214235597,0.75,0.25,-3.955000000000001,3.955000000000001,0.3426961421027656,0.95,7.5
2018,Toss-Up,7,0.5110114278534975,0.8571428571428571,0.4285714285714285,-3.425714285714286,3.854285714285715,0.2396209305640119,0.95,7.5
2022,Lean D,5,0.7451762365034372,0.0,0.0,11.06,11.06,0.5559803843826114,0.95,7.5
2022,Lean R,4,0.23531690403976,0.5,0.5,-10.185,10.185,0.3060146906746245,0.95,7.5
2022,Likely D,1,0.8505176281588104,1.0,1.0,4.539999999999999,4.539999999999999,0.0223449794912676,0.95,7.5
2022,Tilt D,3,0.6048660567993253,0.6666666666666666,0.6666666666666666,1.84,2.28,0.1999881915826808,0.95,7.5
2022,Tilt R,3,0.399573444561685,0.0,1.0,-0.8933333333333331,0.8933333333333331,0.1600693742853597,0.95,7.5
2022,Toss-Up,4,0.5038176569356928,0.5,0.5,0.5900000000000003,4.45,0.2596456259144146,0.95,7.5
2018,Lean D,4,0.7249925920287488,1.0,1.0,4.17,5.084999999999999,0.0793180865030096,0.95,8.5
2018,Tilt D,6,0.6251007301816337,0.8333333333333334,0.8333333333333334,0.87,3.233333333333333,0.1847149370696794,0.95,8.5
2018,Tilt R,4,0.3999816841621794,0.75,0.25,-3.955000000000001,3.955000000000001,0.330894441783456,0.95,8.5
2018,Toss-Up,7,0.5097230182613995,0.8571428571428571,0.4285714285714285,-3.425714285714286,3.854285714285715,0.2407698895898453,0.95,8.5
2022,Lean D,6,0.7376294591317077,0.1666666666666666,0.1666666666666666,9.973333333333334,9.973333333333334,0.438502968119196,0.95,8.5
2022,Lean R,4,0.2600664915163875,0.5,0.5,-10.185,10.185,0.2940304082640363,0.95,8.5
2022,Tilt D,3,0.5929157682920985,0.6666666666666666,0.6666666666666666,1.84,2.28,0.2043744789693807,0.95,8.5
2022,Tilt R,3,0.4110860671984966,0.0,1.0,-0.8933333333333331,0.8933333333333331,0.1693181218984062,0.95,8.5
2022,Toss-Up,4,0.5033715777922009,0.5,0.5,0.5900000000000003,4.45,0.2584631774921366,0.95,8.5
2018,Lean D,3,0.7282377332586157,1.0,1.0,5.4366666666666665,6.656666666666666,0.0760776862663482,0.95,9.5
2018,Tilt D,7,0.6156997927577983,0.8571428571428571,0.8571428571428571,0.7985714285714284,2.824285714285714,0.1817519114198753,0.95,9.5
2018,Tilt R,4,0.4102292890215177,0.75,0.25,-3.955000000000001,3.955000000000001,0.3216941095886307,0.95,9.5
2018,Toss-Up,7,0.5087039730118416,0.8571428571428571,0.4285714285714285,-3.425714285714286,3.854285714285715,0.2416909566190145,0.95,9.5
2022,Lean D,6,0.7164887407733195,0.1666666666666666,0.1666666666666666,9.973333333333334,9.973333333333334,0.4158383857307521,0.95,9.5
2022,Lean R,3,0.2578771142106077,0.3333333333333333,0.6666666666666666,-11.36,11.36,0.2393396543921836,0.95,9.5
2022,Tilt D,3,0.5833803793961305,0.6666666666666666,0.6666666666666666,1.84,2.28,0.2081238598685332,0.95,9.5
2022,Tilt R,4,0.4028156859913404,0.25,0.75,-2.3349999999999995,2.3349999999999995,0.2381216755399347,0.95,9.5
2022,Toss-Up,4,0.5030185945928771,0.5,0.5,0.5900000000000003,4.45,0.2575382827924717,0.95,9.5
2018,Lean D,7,0.7195612262299836,0.8571428571428571,0.8571428571428571,2.3999999999999995,3.3142857142857136,0.1325806491637435,1.0,6.5
2018,Likely D,1,0.8855584090070573,1.0,1.0,12.0,12.0,0.0130968777489959,1.0,6.5
2018,Tilt D,4,0.605442758507257,1.0,1.0,-2.750000000000001,3.45,0.1570511221768329,1.0,6.5
2018,Tilt R,4,0.3861343264723785,0.75,0.25,-3.525000000000001,3.625,0.3471974486925384,1.0,6.5
2018,Toss-Up,5,0.5099953453780371,0.8,0.8,-2.6000000000000005,3.2,0.2401849376097642,1.0,6.5
2022,Lean D,6,0.7520349507467908,0.1666666666666666,0.1666666666666666,8.966666666666667,9.233333333333333,0.516025174492027,1.0,6.5
2022,Lean R,4,0.2579434432938537,0.5,0.5,-7.35,7.35,0.350370201007502,1.0,6.5
2022,Likely D,1,0.8791723055012429,1.0,1.0,4.399999999999999,4.399999999999999,0.0145993317578849,1.0,6.5
2022,Likely R,1,0.1258169699906982,0.0,1.0,-12.400000000000002,12.400000000000002,0.0158299099376402,1.0,6.5
2022,Tilt D,2,0.5947208145964358,0.5,0.5,2.95,2.95,0.2337152507516275,1.0,6.5
2022,Tilt R,2,0.3957821791226384,0.0,1.0,-1.2999999999999998,1.2999999999999998,0.1566469171367709,1.0,6.5
2022,Toss-Up,4,0.4990283889011462,0.5,0.5,0.45,4.45,0.2611991876871127,1.0,6.5
2018,Lean D,7,0.6939176870387566,0.8571428571428571,0.8571428571428571,2.3999999999999995,3.3142857142857136,0.1409329474284909,1.0,7.5
2018,Likely D,1,0.8548717140087495,1.0,1.0,12.0,12.0,0.0210622193947581,1.0,7.5
2018,Tilt D,4,0.5918575410497027,1.0,1.0,-2.750000000000001,3.45,0.1676386326745364,1.0,7.5
2018,Tilt R,4,0.4007928414737092,0.75,0.25,-3.525000000000001,3.625,0.3332357459766289,1.0,7.5
2018,Toss-Up,5,0.508663636154756,0.8,0.8,-2.6000000000000005,3.2,0.2414718119634687,1.0,7.5
2022,Lean D,6,0.7593786034441115,0.1666666666666666,0.1666666666666666,9.833333333333334,9.833333333333334,0.4627753708418787,1.0,7.5
2022,Lean R,4,0.2320452641257659,0.5,0.5,-10.325,10.325,0.3078556241509671,1.0,7.5
2022,Tilt D,3,0.6004145361634989,0.6666666666666666,0.6666666666666666,1.7000000000000002,2.2333333333333334,0.2004699898911481,1.0,7.5
2022,Tilt R,3,0.3951111653005298,0.0,1.0,-1.033333333333333,1.033333333333333,0.1565199223911358,1.0,7.5
2022,Toss-Up,4,0.4991601039573412,0.5,0.5,0.45,4.45,0.2596367081575898,1.0,7.5
2018,Lean D,6,0.7086362955861295,1.0,1.0,3.5333333333333328,4.6000000000000005,0.0886032735729284,1.0,8.5
2018,Tilt D,5,0.6128235488004667,0.8,0.8,-0.3800000000000004,3.979999999999999,0.208156538263139,1.0,8.5
2018,Tilt R,3,0.3985092557041438,1.0,0.0,-4.7666666666666675,4.7666666666666675,0.3618388196175798,1.0,8.5
2018,Toss-Up,7,0.5058769311572274,0.7142857142857143,0.8571428571428571,-2.0428571428571427,2.528571428571429,0.2314618656565726,1.0,8.5
2022,Lean D,6,0.7344617899309598,0.1666666666666666,0.1666666666666666,9.833333333333334,9.833333333333334,0.4346776380342534,1.0,8.5
2022,Lean R,4,0.2569658740055285,0.5,0.5,-10.325,10.325,0.29560663348445,1.0,8.5
2022,Tilt D,3,0.5889472505365007,0.6666666666666666,0.6666666666666666,1.7000000000000002,2.2333333333333334,0.2049136789603491,1.0,8.5
2022,Tilt R,3,0.4071099025866223,0.0,1.0,-1.033333333333333,1.033333333333333,0.1660627576076435,1.0,8.5
2022,Toss-Up,4,0.4992601949458948,0.5,0.5,0.45,4.45,0.2584557387919751,1.0,8.5
2018,Lean D,3,0.7370052073224812,1.0,1.0,5.866666666666666,6.8,0.0712911918256672,1.0,9.5
2018,Tilt D,7,0.6263363816757147,0.8571428571428571,0.8571428571428571,1.2285714285714282,2.8857142857142852,0.1767188453432663,1.0,9.5
2018,Tilt R,3,0.4089372388801131,1.0,0.0,-4.7666666666666675,4.7666666666666675,0.3493940214982916,1.0,9.5
2018,Toss-Up,8,0.5108311115624147,0.75,0.875,-2.6500000000000004,3.075,0.2294999986025117,1.0,9.5
2022,Lean D,6,0.7135117373892025,0.1666666666666666,0.1666666666666666,9.833333333333334,9.833333333333334,0.4124010652705838,1.0,9.5
2022,Lean R,4,0.2781097272185232,0.5,0.5,-10.325,10.325,0.2863197612301864,1.0,9.5
2022,Tilt D,2,0.5960918937569607,1.0,1.0,0.8500000000000001,1.65,0.1633022533507547,1.0,9.5
2022,Tilt R,3,0.4166719256570044,0.0,1.0,-1.033333333333333,1.033333333333333,0.1738793227149152,1.0,9.5
2022,Toss-Up,5,0.508916541513923,0.4,0.4,1.0400000000000005,4.24,0.2659171402124565,1.0,9.5
