forecast_cycle,district_id,race_id,state,district,dem_candidate,gop_candidate,incumbent_party,dem_registry_status,gop_registry_status,dem_war_matched,gop_war_matched,dem_war_name,gop_war_name,dem_name_match_score,gop_name_match_score,dem_war_cycles,gop_war_cycles,dem_war_observations,gop_war_observations,dem_candidate_war,gop_candidate_war,dem_observation_reliability_multiplier,gop_observation_reliability_multiplier,dem_war_after_observation_shrinkage,gop_war_after_observation_shrinkage,dem_incumbent_multiplier,gop_incumbent_multiplier,dem_effective_war,gop_effective_war,candidate_war_net_dem,house_candidate_war_shrinkage,house_candidate_war_cap,house_candidate_war_incumbent_discount,house_candidate_war_one_sided_multiplier,house_candidate_war_observation_prior_strength,candidate_war_adjustment_dem_before_match_quality,candidate_war_match_quality_multiplier,candidate_war_adjustment_dem,war_match_status,maximum_war_cycle_used,future_war_used,target_actual_dem_margin,target_include_in_major_party_margin_scoring
2016,AR-3,AR-3,AR,3,,STEVE WOMACK,R,,I,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,-77.31811596008643,False
2016,AR-4,AR-4,AR,4,,BRUCE WESTERMAN,R,,I,False,True,,Bruce Westerman,0.0,1.0,,2014,0,1,0.0,-7.5,1.0,1.0,0.0,-7.5,1.0,0.5,0.0,-3.75,3.75,0.45,3.0,0.5,0.5,0.0,1.6875,0.5,0.84375,Only R matched,2014.0,False,-74.90405842094701,False
2016,AZ-1,AZ-1,AZ,1,TOM O'HALLERAN,PAUL BABEU,,O,O,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,7.2936482490826835,True
2016,AZ-2,AZ-2,AZ,2,MATT HEINZ,MARTHA MCSALLY,R,C,I,False,True,,Martha McSally,0.0,1.0,,2014,0,1,0.0,-1.1,1.0,1.0,0.0,-1.1,1.0,0.5,0.0,-0.55,0.55,0.45,3.0,0.5,0.5,0.0,0.24750000000000003,0.5,0.12375000000000001,Only R matched,2014.0,False,-13.916985292021325,True
2016,AZ-3,AZ-3,AZ,3,RAUL M GRIJALVA,JAIME VASQUEZ,D,I,,True,False,Raúl Grijalva,,0.97,0.0,2014,,1,0,-7.450000000000001,0.0,1.0,1.0,-7.450000000000001,0.0,0.5,1.0,-3.7250000000000005,0.0,-3.7250000000000005,0.45,3.0,0.5,0.5,0.0,-1.6762500000000002,0.5,-0.8381250000000001,Only D matched,2014.0,False,98.41493693514748,False
2016,AZ-4,AZ-4,AZ,4,MIKEL WEISSER,PAUL A GOSAR,R,C,I,True,True,Mikel Weisser,Paul Gosar,1.0,0.97,2014,2014,1,1,0.10000000000000002,-0.10000000000000002,1.0,1.0,0.10000000000000002,-0.10000000000000002,1.0,0.5,0.10000000000000002,-0.05000000000000001,0.15000000000000002,0.45,3.0,0.5,0.5,0.0,0.06750000000000002,1.0,0.06750000000000002,Both matched,2014.0,False,-42.906704403001584,True
2016,AZ-5,AZ-5,AZ,5,TALIA FUENTES,ANDY BIGGS,,O,O,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,-28.190326248578675,True
2016,AZ-6,AZ-6,AZ,6,W JOHN WILLIAMSON,DAVID SCHWEIKERT,R,C,I,True,True,John Williamson,David Schweikert,0.88,1.0,2014,2014,1,1,-0.10000000000000002,0.10000000000000002,1.0,1.0,-0.10000000000000002,0.10000000000000002,1.0,0.5,-0.10000000000000002,0.05000000000000001,-0.15000000000000002,0.45,3.0,0.5,0.5,0.0,-0.06750000000000002,1.0,-0.06750000000000002,Both matched,2014.0,False,-24.26058117887833,True
2016,AZ-7,AZ-7,AZ,7,RUBEN GALLEGO,EVE NUNEZ,D,I,C,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,50.48705694189949,True
2016,AZ-8,AZ-8,AZ,8,,TRENT FRANKS,R,,I,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,-68.549123493583,False
2016,AZ-9,AZ-9,AZ,9,KYRSTEN SINEMA,DAVE GILES,D,I,C,True,False,Kyrsten Sinema,,1.0,0.0,2014,,1,0,4.85,0.0,1.0,1.0,4.85,0.0,0.5,1.0,2.425,0.0,2.425,0.45,3.0,0.5,0.5,0.0,1.09125,0.5,0.545625,Only D matched,2014.0,False,21.875123870749206,True
2016,CA-1,CA-1,CA,1,JIM REED,DOUG LAMALFA,R,C,I,False,True,,Doug LaMalfa,0.0,1.0,,2014,0,1,0.0,-4.0,1.0,1.0,0.0,-4.0,1.0,0.5,0.0,-2.0,2.0,0.45,3.0,0.5,0.5,0.0,0.9,0.5,0.45,Only R matched,2014.0,False,-18.106204384210727,True
2016,CA-2,CA-2,CA,2,JARED HUFFMAN,DALE K MENSING,D,I,C,True,True,Jared Huffman,Dale Mensing,1.0,0.97,2014,2014,1,1,3.8,-3.8,1.0,1.0,3.8,-3.8,0.5,1.0,1.9,-3.8,5.699999999999999,0.45,3.0,0.5,0.5,0.0,2.565,1.0,2.565,Both matched,2014.0,False,53.70019893217562,True
2016,CA-3,CA-3,CA,3,JOHN GARAMENDI,N EUGENE CLEEK,D,I,C,True,False,John Garamendi,,1.0,0.0,2014,,1,0,-0.6999999999999998,0.0,1.0,1.0,-0.6999999999999998,0.0,0.5,1.0,-0.3499999999999999,0.0,-0.3499999999999999,0.45,3.0,0.5,0.5,0.0,-0.15749999999999997,0.5,-0.07874999999999999,Only D matched,2014.0,False,18.70286341383685,True
2016,CA-4,CA-4,CA,4,ROBERT W DERLET,TOM MCCLINTOCK,R,C,I,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,-25.43977115374753,True
2016,CA-5,CA-5,CA,5,MIKE THOMPSON,CARLOS SANTAMARIA,D,I,C,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,53.73702031216299,True
2016,CA-6,CA-6,CA,6,DORIS O MATSUI,"ROBERT \""BOB\"" EVANS",D,I,C,True,False,Doris Matsui,,0.97,0.0,2014,,1,0,3.1000000000000005,0.0,1.0,1.0,3.1000000000000005,0.0,0.5,1.0,1.5500000000000003,0.0,1.5500000000000003,0.45,3.0,0.5,0.5,0.0,0.6975000000000001,0.5,0.34875000000000006,Only D matched,2014.0,False,50.85403100083683,True
2016,CA-7,CA-7,CA,7,AMI BERA,SCOTT R JONES,D,I,C,True,False,Ami Bera,,1.0,0.0,2014,,1,0,0.55,0.0,1.0,1.0,0.55,0.0,0.5,1.0,0.275,0.0,0.275,0.45,3.0,0.5,0.5,0.0,0.12375000000000001,0.5,0.061875000000000006,Only D matched,2014.0,False,2.342743549466702,True
2016,CA-8,CA-8,CA,8,RITA RAMIREZ,PAUL COOK,R,C,I,False,True,,Paul Cook,0.0,1.0,,2014,0,1,0.0,3.3,1.0,1.0,0.0,3.3,1.0,0.5,0.0,1.65,-1.65,0.45,3.0,0.5,0.5,0.0,-0.7424999999999999,0.5,-0.37124999999999997,Only R matched,2014.0,False,-24.516038126059627,True
2016,CA-9,CA-9,CA,9,JERRY MCNERNEY,"ANTONIO C \""TONY\"" AMADOR",D,I,C,True,True,Jerry McNerney,Tony Amador,1.0,0.88,2014,2014,1,1,-3.8,3.8,1.0,1.0,-3.8,3.8,0.5,1.0,-1.9,3.8,-5.699999999999999,0.45,3.0,0.5,0.5,0.0,-2.565,1.0,-2.565,Both matched,2014.0,False,14.719045465314124,True
2016,CA-10,CA-10,CA,10,MICHAEL EGGMAN,JEFF DENHAM,R,C,I,True,True,Michael Eggman,Jeff Denham,1.0,1.0,2014,2014,1,1,-2.05,2.05,1.0,1.0,-2.05,2.05,1.0,0.5,-2.05,1.025,-3.0749999999999997,0.45,3.0,0.5,0.5,0.0,-1.3837499999999998,1.0,-1.3837499999999998,Both matched,2014.0,False,-3.4009148174719357,True
2016,CA-11,CA-11,CA,11,MARK DESAULNIER,ROGER ALLEN PETERSEN,D,I,C,True,False,Mark DeSaulnier,,1.0,0.0,2014,,1,0,0.05000000000000001,0.0,1.0,1.0,0.05000000000000001,0.0,0.5,1.0,0.025000000000000005,0.0,0.025000000000000005,0.45,3.0,0.5,0.5,0.0,0.011250000000000003,0.5,0.0056250000000000015,Only D matched,2014.0,False,44.10564402818158,True
2016,CA-12,CA-12,CA,12,NANCY PELOSI,,D,I,,True,False,Nancy Pelosi,,1.0,0.0,2014,,1,0,-2.25,0.0,1.0,1.0,-2.25,0.0,0.5,1.0,-1.125,0.0,-1.125,0.45,3.0,0.5,0.5,0.0,-0.50625,0.5,-0.253125,Only D matched,2014.0,False,80.87326063539376,False
2016,CA-13,CA-13,CA,13,BARBARA LEE,SUE CARO,D,I,C,True,False,Barbara Lee,,1.0,0.0,2014,,1,0,-0.25,0.0,1.0,1.0,-0.25,0.0,0.5,1.0,-0.125,0.0,-0.125,0.45,3.0,0.5,0.5,0.0,-0.05625,0.5,-0.028125,Only D matched,2014.0,False,81.56910964440907,True
2016,CA-14,CA-14,CA,14,JACKIE SPEIER,ANGEL CARDENAS,D,I,C,True,False,Jackie Speier,,1.0,0.0,2014,,1,0,2.1,0.0,1.0,1.0,2.1,0.0,0.5,1.0,1.05,0.0,1.05,0.45,3.0,0.5,0.5,0.0,0.47250000000000003,0.5,0.23625000000000002,Only D matched,2014.0,False,61.72625302411964,True
2016,CA-15,CA-15,CA,15,ERIC SWALWELL,DANNY R TURNER,D,I,C,True,False,Eric Swalwell,,1.0,0.0,2014,,1,0,1.35,0.0,1.0,1.0,1.35,0.0,0.5,1.0,0.675,0.0,0.675,0.45,3.0,0.5,0.5,0.0,0.30375,0.5,0.151875,Only D matched,2014.0,False,47.533590641797645,True
2016,CA-16,CA-16,CA,16,JIM COSTA,JOHNNY M TACHERRA,D,I,C,True,True,Jim Costa,Johnny Tacherra,1.0,0.97,2014,2014,1,1,-8.4,8.4,1.0,1.0,-8.4,8.4,0.5,1.0,-4.2,8.4,-12.600000000000001,0.45,3.0,0.5,0.5,0.0,-3.0,1.0,-3.0,Both matched,2014.0,False,16.069684917478387,True
2016,CA-17,CA-17,CA,17,RO KHANNA,,,C,,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,61.00895399499125,False
2016,CA-18,CA-18,CA,18,ANNA G ESHOO,RICHARD B FOX,D,I,C,True,True,Anna Eshoo,Richard B. Fox,0.97,1.0,2014,2014,1,1,-2.0,2.0,1.0,1.0,-2.0,2.0,0.5,1.0,-1.0,2.0,-3.0,0.45,3.0,0.5,0.5,0.0,-1.35,1.0,-1.35,Both matched,2014.0,False,42.29000092612601,True
2016,CA-19,CA-19,CA,19,ZOE LOFGREN,G BURT LANCASTER,D,I,C,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,47.8888649369771,True
2016,CA-20,CA-20,CA,20,JIMMY PANETTA,CASEY LUCIUS,,O,O,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,41.50615150650336,True
2016,CA-21,CA-21,CA,21,EMILIO HUERTA,DAVID G VALADAO,R,C,I,False,True,,David Valadao,0.0,0.97,,2014,0,1,0.0,5.1,1.0,1.0,0.0,5.1,1.0,0.5,0.0,2.55,-2.55,0.45,3.0,0.5,0.5,0.0,-1.1475,0.5,-0.57375,Only R matched,2014.0,False,-13.47652709806054,True
2016,CA-22,CA-22,CA,22,LOUIE J CAMPOS,DEVIN NUNES,R,C,I,False,True,,Devin Nunes,0.0,1.0,,2014,0,1,0.0,7.450000000000001,1.0,1.0,0.0,7.450000000000001,1.0,0.5,0.0,3.7250000000000005,-3.7250000000000005,0.45,3.0,0.5,0.5,0.0,-1.6762500000000002,0.5,-0.8381250000000001,Only R matched,2014.0,False,-35.13018904862831,True
2016,CA-23,CA-23,CA,23,WENDY REED,KEVIN MCCARTHY,R,C,I,False,True,,Kevin McCarthy,0.0,1.0,,2014,0,1,0.0,4.6,1.0,1.0,0.0,4.6,1.0,0.5,0.0,2.3,-2.3,0.45,3.0,0.5,0.5,0.0,-1.035,0.5,-0.5175,Only R matched,2014.0,False,-38.35022186899795,True
2016,CA-24,CA-24,CA,24,SALUD CARBAJAL,JUSTIN DONALD FAREED,,O,O,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,6.838173312656444,True
2016,CA-25,CA-25,CA,25,BRYAN CAFORIO,STEPHEN KNIGHT,R,C,I,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,-6.26012306584827,True
2016,CA-26,CA-26,CA,26,JULIA BROWNLEY,RAFAEL A DAGNESSES,D,I,C,True,False,Julia Brownley,,1.0,0.0,2014,,1,0,-2.3,0.0,1.0,1.0,-2.3,0.0,0.5,1.0,-1.15,0.0,-1.15,0.45,3.0,0.5,0.5,0.0,-0.5175,0.5,-0.25875,Only D matched,2014.0,False,20.759024926241587,True
2016,CA-27,CA-27,CA,27,JUDY CHU,JACK ORSWELL,D,I,C,True,True,Judy Chu,Jack Orswell,1.0,1.0,2014,2014,1,1,-3.7,3.7,1.0,1.0,-3.7,3.7,0.5,1.0,-1.85,3.7,-5.550000000000001,0.45,3.0,0.5,0.5,0.0,-2.4975000000000005,1.0,-2.4975000000000005,Both matched,2014.0,False,34.84072265313288,True
2016,CA-28,CA-28,CA,28,ADAM B SCHIFF,LENORE SOLIS,D,I,C,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,55.97335887488952,True
2016,CA-29,CA-29,CA,29,TONY CARDENAS,,D,I,,True,False,Tony Cárdenas,,1.0,0.0,2014,,1,0,-2.4,0.0,1.0,1.0,-2.4,0.0,0.5,1.0,-1.2,0.0,-1.2,0.45,3.0,0.5,0.5,0.0,-0.54,0.5,-0.27,Only D matched,2014.0,False,74.73170220690939,False
2016,CA-30,CA-30,CA,30,BRAD SHERMAN,MARK REED,D,I,C,True,True,Brad Sherman,Mark Reed,1.0,1.0,2014,2014,1,1,-0.7500000000000001,0.7500000000000001,1.0,1.0,-0.7500000000000001,0.7500000000000001,0.5,1.0,-0.37500000000000006,0.7500000000000001,-1.1250000000000002,0.45,3.0,0.5,0.5,0.0,-0.5062500000000001,1.0,-0.5062500000000001,Both matched,2014.0,False,45.276783060395466,True
2016,CA-31,CA-31,CA,31,PETE AGUILAR,PAUL CHABOT,D,I,C,True,True,Pete Aguilar,Paul Chabot,1.0,1.0,2014,2014,1,1,-2.4,2.4,1.0,1.0,-2.4,2.4,0.5,1.0,-1.2,2.4,-3.5999999999999996,0.45,3.0,0.5,0.5,0.0,-1.6199999999999999,1.0,-1.6199999999999999,Both matched,2014.0,False,12.135077059869593,True
2016,CA-32,CA-32,CA,32,GRACE F NAPOLITANO,,D,I,,True,False,Grace Napolitano,,0.97,0.0,2014,,1,0,-5.45,0.0,1.0,1.0,-5.45,0.0,0.5,1.0,-2.725,0.0,-2.725,0.45,3.0,0.5,0.5,0.0,-1.22625,0.5,-0.613125,Only D matched,2014.0,False,61.57431715654233,False
2016,CA-33,CA-33,CA,33,TED LIEU,KENNETH W WRIGHT,D,I,C,True,False,Ted Lieu,,1.0,0.0,2014,,1,0,-1.75,0.0,1.0,1.0,-1.75,0.0,0.5,1.0,-0.875,0.0,-0.875,0.45,3.0,0.5,0.5,0.0,-0.39375,0.5,-0.196875,Only D matched,2014.0,False,32.87969499029432,True
2016,CA-34,CA-34,CA,34,XAVIER BECERRA,,D,I,,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,77.18339239488301,False
2016,CA-35,CA-35,CA,35,NORMA J TORRES,TYLER FISCHELLA,D,I,C,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,44.78182465436847,True
2016,CA-36,CA-36,CA,36,RAUL RUIZ,JEFF STONE,D,I,C,True,False,Raul Ruiz,,1.0,0.0,2014,,1,0,5.0,0.0,1.0,1.0,5.0,0.0,0.5,1.0,2.5,0.0,2.5,0.45,3.0,0.5,0.5,0.0,1.125,0.5,0.5625,Only D matched,2014.0,False,24.10786829853364,True
2016,CA-37,CA-37,CA,37,KAREN BASS,,D,I,,True,False,Karen Bass,,1.0,0.0,2014,,1,0,-1.3999999999999997,0.0,1.0,1.0,-1.3999999999999997,0.0,0.5,1.0,-0.6999999999999998,0.0,-0.6999999999999998,0.45,3.0,0.5,0.5,0.0,-0.31499999999999995,0.5,-0.15749999999999997,Only D matched,2014.0,False,81.1263023028423,False
2016,CA-38,CA-38,CA,38,LINDA T SANCHEZ,RYAN DOWNING,D,I,C,True,False,Linda Sánchez,,0.97,0.0,2014,,1,0,-5.65,0.0,1.0,1.0,-5.65,0.0,0.5,1.0,-2.825,0.0,-2.825,0.45,3.0,0.5,0.5,0.0,-1.2712500000000002,0.5,-0.6356250000000001,Only D matched,2014.0,False,40.95659891260329,True
2016,CA-39,CA-39,CA,39,BRETT MURDOCK,EDWARD R ROYCE,R,C,I,False,True,,Ed Royce,0.0,0.9,,2014,0,1,0.0,9.35,1.0,1.0,0.0,9.35,1.0,0.5,0.0,4.675,-4.675,0.45,3.0,0.5,0.5,0.0,-2.10375,0.5,-1.051875,Only R matched,2014.0,False,-14.460858739220212,True
2016,CA-40,CA-40,CA,40,LUCILLE ROYBAL-ALLARD,,D,I,,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,71.3704896950374,False
2016,CA-41,CA-41,CA,41,MARK TAKANO,DOUG SHEPHERD,D,I,C,True,False,Mark Takano,,1.0,0.0,2014,,1,0,-2.95,0.0,1.0,1.0,-2.95,0.0,0.5,1.0,-1.475,0.0,-1.475,0.45,3.0,0.5,0.5,0.0,-0.6637500000000001,0.5,-0.33187500000000003,Only D matched,2014.0,False,29.902748285805508,True
2016,CA-42,CA-42,CA,42,TIM SHERIDAN,KEN CALVERT,R,C,I,True,True,Tim Sheridan,Ken Calvert,1.0,1.0,2014,2014,1,1,-1.3999999999999997,1.3999999999999997,1.0,1.0,-1.3999999999999997,1.3999999999999997,1.0,0.5,-1.3999999999999997,0.6999999999999998,-2.0999999999999996,0.45,3.0,0.5,0.5,0.0,-0.9449999999999998,1.0,-0.9449999999999998,Both matched,2014.0,False,-17.64423606412939,True
2016,CA-43,CA-43,CA,43,MAXINE WATERS,OMAR NAVARRO,D,I,O,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,52.16840685872556,True
2016,CA-44,CA-44,CA,44,NANETTE DIAZ BARRAGAN,,,O,,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,52.19574806768565,False
2016,CA-45,CA-45,CA,45,RON VARASTEH,MIMI WALTERS,R,C,I,False,True,,Mimi Walters,0.0,1.0,,2014,0,1,0.0,4.5,1.0,1.0,0.0,4.5,1.0,0.5,0.0,2.25,-2.25,0.45,3.0,0.5,0.5,0.0,-1.0125,0.5,-0.50625,Only R matched,2014.0,False,-17.119503349377425,True
2016,CA-46,CA-46,CA,46,LOU CORREA,,,O,,False,False,,,0.0,0.0,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,3.0,0.5,0.5,0.0,0.0,0.0,0.0,Neither matched,,False,70.01998869939791,False
2016,CA-47,CA-47,CA,47,ALAN S LOWENTHAL,ANDY WHALLON,D,I,C,True,True,Alan Lowenthal,Andy Whallon,0.97,1.0,2014,2014,1,1,-2.25,2.25,1.0,1.0,-2.25,2.25,0.5,1.0,-1.125,2.25,-3.375,0.45,3.0,0.5,0.5,0.0,-1.51875,1.0,-1.51875,Both matched,2014.0,False,27.442890788411813,True
2016,CA-48,CA-48,CA,48,SUZANNE SAVARY,DANA ROHRABACHER,R,C,I,True,True,Suzanne Savary,Dana Rohrabacher,1.0,1.0,2014,2014,1,1,-1.8,1.8,1.0,1.0,-1.8,1.8,1.0,0.5,-1.8,0.9,-2.7,0.45,3.0,0.5,0.5,0.0,-1.215,1.0,-1.215,Both matched,2014.0,False,-16.63947052373244,True
2016,CA-49,CA-49,CA,49,DOUG APPLEGATE,DARRELL E ISSA,R,C,I,False,True,,Darrell Issa,0.0,0.97,,2014,0,1,0.0,0.6,1.0,1.0,0.0,0.6,1.0,0.5,0.0,0.3,-0.3,0.45,3.0,0.5,0.5,0.0,-0.135,0.5,-0.0675,Only R matched,2014.0,False,-0.5226419048540246,True
2016,CA-50,CA-50,CA,50,PATRICK MALLOY,DUNCAN HUNTER,R,C,I,False,True,,Duncan D. Hunter,0.0,0.97,,2014,0,1,0.0,2.85,1.0,1.0,0.0,2.85,1.0,0.5,0.0,1.425,-1.425,0.45,3.0,0.5,0.5,0.0,-0.64125,0.5,-0.320625,Only R matched,2014.0,False,-26.902529418195027,True
2016,CA-51,CA-51,CA,51,JUAN VARGAS,JUAN M HIDALGO JR,D,I,C,True,False,Juan Vargas,,1.0,0.0,2014,,1,0,0.15,0.0,1.0,1.0,0.15,0.0,0.5,1.0,0.075,0.0,0.075,0.45,3.0,0.5,0.5,0.0,0.03375,0.5,0.016875,Only D matched,2014.0,False,45.5083097772699,True
