forecast_cycle,cycle,race_id,district_id,state,district,chamber,election_date,election_type,actual_dem_margin,actual_winner,include_in_major_party_margin_scoring,major_party_contested,general_election_party_structure,uncontested,uncontested_dem,uncontested_gop,dem_candidate,gop_candidate,dem_vote_total,gop_vote_total,other_vote_total,total_vote,dem_vote_share,gop_vote_share,district_pres_margin_dem,presidential_result_year,boundary_cycle,boundary_compatibility,baseline_selection_method,generic_ballot_margin_dem,presidential_approval,presidential_disapproval,presidential_net_approval,president_party,national_environment_margin_dem,environment_as_of_date,environment_formula_version,incumbent_configuration,incumbent_party,dem_incumbent,gop_incumbent,double_incumbent_race,open_seat,results_available,presidential_baseline_feature_available,national_environment_feature_available,candidate_registry_feature_available,district_dna_joined_in_canonical_inputs,district_elasticity_joined_in_canonical_inputs,learned_district_features_required_oof,canonical_feature_set_complete,include_in_presidential_baseline_backtest,include_in_environment_backtest,include_in_incumbency_backtest,include_in_canonical_margin_backtest,approval_adjustment_dem,approval_coefficient,approval_contribution_dem,approval_source,candidate_registry_available,dem_candidate_name_canonical,dem_candidate_name_fec,dem_candidate_name_mit,dem_candidate_registry_source_file,dem_candidate_uid,dem_candidate_vote_share,dem_candidate_vote_total,dem_fec_candidate_id,dem_fec_candidate_status,dem_incumbent_challenger_status,dem_is_challenger,dem_is_incumbent,dem_is_open_seat_candidate,dem_match_method,dem_match_reason,dem_match_score,dem_presidential_candidate,dem_presidential_share,dem_principal_campaign_committee_id,environment_notes,environment_snapshot_label,environment_source_path,generic_ballot_coefficient,generic_ballot_contribution_dem,generic_ballot_source,gop_candidate_name_canonical,gop_candidate_name_fec,gop_candidate_name_mit,gop_candidate_registry_source_file,gop_candidate_uid,gop_candidate_vote_share,gop_candidate_vote_total,gop_fec_candidate_id,gop_fec_candidate_status,gop_incumbent_challenger_status,gop_is_challenger,gop_is_incumbent,gop_is_open_seat_candidate,gop_match_method,gop_match_reason,gop_match_score,gop_presidential_candidate,gop_presidential_share,gop_principal_campaign_committee_id,has_dem_candidate,has_gop_candidate,major_party_share_total,midterm_adjustment_dem,midterm_coefficient,midterm_contribution_dem,named_candidate_count,named_dem_count,named_gop_count,named_other_count,other_candidates,presidential_baseline_available,presidential_baseline_source_boundary_description,presidential_baseline_source_file,presidential_baseline_source_name,presidential_baseline_warehouse_version,presidential_result_available,retrieved_date,source_name,source_url,special_handling_notes,model_margin_dem,total_error_sd_used,dem_win_probability,actual_dem_win,predicted_dem_win,correct_winner,margin_error,abs_margin_error,squared_margin_error,brier_score,include_in_scoring
2022,2022,CA-20,CA-20,CA,20,House,2022-11-08,General,-34.4928119,R,True,True,D_vs_R,False,False,False,MARISA WOOD,KEVIN MCCARTHY,74934,153847,0,228781,32.75359405,67.24640595,-24.9,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,R,R,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,MARISA WOOD,"WOOD, MARISA",MARISA WOOD,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_20_D_MARISA_WOOD,0.3275359405,74934.0,H2CA23155,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,36.4,C00779439,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,KEVIN MCCARTHY,"MCCARTHY, KEVIN",KEVIN MCCARTHY,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_20_R_KEVIN_MCCARTHY,0.6724640595,153847.0,H6CA22125,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Donald Trump,61.3,C00420935,True,True,97.7,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,-27.036666667,6.5,0.015375467257025403,False,False,True,7.456145233000001,7.456145233000001,55.59410173558864,0.00023640499337186028,True
2022,2022,CA-21,CA-21,CA,21,House,2022-11-08,General,8.357541366,D,True,True,D_vs_R,False,False,False,JIM COSTA,MICHAEL MAHER,68074,57573,0,125647,54.17877068,45.82122932,20.3,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,JIM COSTA,"COSTA, JIM",JIM COSTA,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_21_D_JIM_COSTA,0.5417877068,68074.0,H4CA20082,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,59.1,C00391029,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,MICHAEL MAHER,"MAHER, MICHAEL A",MICHAEL MAHER,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_21_R_MICHAEL_MAHER,0.4582122932,57573.0,H2CA22215,C,O,False,False,True,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,95.0,Donald Trump,38.8,C00800144,True,True,97.9,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,18.163333333,6.5,0.942370231408308,True,True,True,9.805791967000001,9.805791967000001,96.15355610008174,0.0033211902279319696,True
2022,2022,CA-22,CA-22,CA,22,House,2022-11-08,General,-3.045033834,R,True,True,D_vs_R,False,False,False,RUDY SALAS,DAVID G VALADAO,49862,52994,0,102856,48.47748308,51.52251692,12.9,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,R,R,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,RUDY SALAS,"SALAS, RUDY",RUDY SALAS,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_22_D_RUDY_SALAS,0.4847748308,49862.0,H2CA21233,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,55.3,C00791756,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,DAVID G VALADAO,"VALADAO, DAVID",DAVID G VALADAO,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_22_R_DAVID_G_VALADAO,0.5152251692,52994.0,H2CA20094,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,95.0,Donald Trump,42.3,C00499392,True,True,97.6,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,10.763333333,6.5,0.8396865136118982,False,True,False,13.808367167,13.808367167,190.6710038186836,0.7050734411417044,True
2022,2022,CA-23,CA-23,CA,23,House,2022-11-08,General,-22.05079684,R,True,True,D_vs_R,False,False,False,DEREK MARSHALL,JAY OBERNOLTE,65908,103197,0,169105,38.97460158,61.02539842,-9.8,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,R,R,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,DEREK MARSHALL,"MARSHALL, DEREK",DEREK MARSHALL,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_23_D_DEREK_MARSHALL,0.3897460158,65908.0,H2CA08214,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,43.9,C00765461,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,JAY OBERNOLTE,"OBERNOLTE, JAY",JAY OBERNOLTE,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_23_R_JAY_OBERNOLTE,0.6102539842,103197.0,H0CA08135,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Donald Trump,53.7,C00720078,True,True,97.6,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,-11.936666667,6.5,0.1374763986217472,False,False,True,10.114130173,10.114130173,102.295629156389,0.01889976017800554,True
2022,2022,CA-24,CA-24,CA,24,House,2022-11-08,General,21.1333374,D,True,True,D_vs_R,False,False,False,SALUD O CARBAJAL,BRAD ALLEN,159019,103533,0,262552,60.5666687,39.4333313,29.1,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,SALUD O CARBAJAL,"CARBAJAL, SALUD O.",SALUD O CARBAJAL,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_24_D_SALUD_O_CARBAJAL,0.605666687,159019.0,H6CA24303,F,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,63.3,C00576041,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,BRAD ALLEN,"ALLEN, BRAD DR.",BRAD ALLEN,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_24_R_BRAD_ALLEN,0.394333313,103533.0,H2CA24229,C,C,True,False,False,manual_override,"Verified 2022 MIT-to-FEC identity; manual override resolves duplicate ID, nickname, or name-format ambiguity.",100.0,Donald Trump,34.3,C00820647,True,True,97.6,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,26.963333333,6.5,0.9844527959049458,True,True,True,5.829995933000003,5.829995933000003,33.988852578796575,0.00024171555517326908,True
2022,2022,CA-25,CA-25,CA,25,House,2022-11-08,General,14.75691035,D,True,True,D_vs_R,False,False,False,RAUL RUIZ,BRIAN E HAWKINS,87641,65101,0,152742,57.37845517,42.62154483,15.3,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,RAUL RUIZ,"RUIZ, RAUL DR.",RAUL RUIZ,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_25_D_RAUL_RUIZ,0.5737845517,87641.0,H2CA36439,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,56.7,C00502575,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,BRIAN E HAWKINS,"HAWKINS, BRIAN",BRIAN E HAWKINS,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_25_R_BRIAN_E_HAWKINS,0.4262154483,65101.0,H2CA01177,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,95.0,Donald Trump,41.4,C00769687,True,True,98.1,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,13.163333333,6.5,0.8834102361737985,True,True,True,-1.5935770169999994,1.5935770169999994,2.5394877091106163,0.013593173029049433,True
2022,2022,CA-26,CA-26,CA,26,House,2022-11-08,General,9.060776615,D,True,True,D_vs_R,False,False,False,JULIA BROWNLEY,MATT JACOBS,134575,112214,0,246789,54.53038831,45.46961169,20.0,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,JULIA BROWNLEY,"BROWNLEY, JULIA",JULIA BROWNLEY,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_26_D_JULIA_BROWNLEY,0.5453038831,134575.0,H2CA00120,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,58.9,C00513077,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,MATT JACOBS,"JACOBS, MATTHEW",MATT JACOBS,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_26_R_MATT_JACOBS,0.4546961169,112214.0,H2CA26133,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+scope_same_race,90.0,Donald Trump,39.0,C00767046,True,True,97.9,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,17.863333333,6.5,0.9398119021298457,True,True,True,8.802556718,8.802556718,77.48500477360693,0.003622607125227277,True
2022,2022,CA-27,CA-27,CA,27,House,2022-11-08,General,-6.478861772,R,True,True,D_vs_R,False,False,False,CHRISTY SMITH,MIKE GARCIA,91892,104624,0,196516,46.76056911,53.23943089,12.4,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,R,R,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,CHRISTY SMITH,"SMITH, CHRISTY",CHRISTY SMITH,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_27_D_CHRISTY_SMITH,0.4676056911,91892.0,H0CA25154,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,55.1,C00725101,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,MIKE GARCIA,"GARCIA, MICHAEL",MIKE GARCIA,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_27_R_MIKE_GARCIA,0.5323943089,104624.0,H0CA25105,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+scope_same_race,90.0,Donald Trump,42.7,C00701102,True,True,97.8,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,10.263333333,6.5,0.8290592131417117,False,True,False,16.742195105,16.742195105,280.30109693388596,0.6873391788951542,True
2022,2022,CA-28,CA-28,CA,28,House,2022-11-08,General,32.47174,D,True,True,D_vs_R,False,False,False,JUDY CHU,WES HALLMAN,150062,76495,0,226557,66.23587,33.76413,34.2,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,JUDY CHU,"CHU, JUDY",JUDY CHU,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_28_D_JUDY_CHU,0.6623587,150062.0,H0CA32101,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,66.1,C00458125,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,WES HALLMAN,"HALLMAN, WESLEY PHILLIP",WES HALLMAN,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_28_R_WES_HALLMAN,0.3376413,76495.0,H2CA28188,C,C,True,False,False,probable_automatic,last_exact+first_initial+scope_same_race,70.75,Donald Trump,31.9,C00809533,True,True,98.0,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,32.063333333,6.5,0.9928454075094238,True,True,True,-0.4084066669999942,0.4084066669999942,0.16679600565004413,5.1188193706208644e-05,True
2022,2022,CA-29,CA-29,CA,29,House,2022-11-08,General,58.53811697,D,False,False,D_vs_D,False,False,False,TONY CÃRDENAS,,69915,0,0,119435,58.53811697,0.0,51.3,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,TONY CÃRDENAS,"CARDENAS, TONY",TONY CÃRDENAS,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_29_D_TONY_CARDENAS,0.5853811697,69915.0,H2CA28113,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,74.5,C00498873,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,,,,,,,,,,,,,,,,,Donald Trump,23.2,,True,False,97.7,-1,0.5,-0.5,2,2,0,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,Nonstandard general-election party structure: D_vs_D,49.163333333,6.5,0.9994812604429901,True,True,True,-9.374783637,9.374783637,87.88656824056295,2.690907280067992e-07,False
2022,2022,CA-3,CA-3,CA,3,House,2022-11-08,General,-7.296591652,R,True,True,D_vs_R,False,False,False,KERMIT JONES,KEVIN KILEY,156761,181438,0,338199,46.35170417,53.64829583,-1.8,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,OPEN,OPEN,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,KERMIT JONES,"JONES, KERMIT",KERMIT JONES,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_3_D_KERMIT_JONES,0.4635170417,156761.0,H2CA04122,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Joe Biden,47.9,C00786087,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,KEVIN KILEY,"KILEY, KEVIN",KEVIN KILEY,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_3_R_KEVIN_KILEY,0.5364829583,181438.0,H2CA03157,C,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,100.0,Donald Trump,49.7,C00801985,True,True,97.6,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,-3.936666667,6.5,0.35305417894638447,False,False,True,3.359924985,3.359924985,11.289095904827251,0.12464725327150566,True
2022,2022,CA-30,CA-30,CA,30,House,2022-11-08,General,71.11452233,D,False,False,D_vs_D,False,False,False,ADAM B SCHIFF,,150100,0,0,211068,71.11452233,0.0,46.2,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,ADAM B SCHIFF,"SCHIFF, ADAM",ADAM B SCHIFF,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_30_D_ADAM_B_SCHIFF,0.7111452233,150100.0,H0CA27085,C,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,95.0,Joe Biden,72.2,C00343871,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,,,,,,,,,,,,,,,,,Donald Trump,26.0,,True,False,98.2,-1,0.5,-0.5,2,2,0,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,Nonstandard general-election party structure: D_vs_D,44.063333333,6.5,0.9988638513955176,True,True,True,-27.051188996999997,27.051188996999997,731.7668261514137,1.2908336514673324e-06,False
2022,2022,CA-31,CA-31,CA,31,House,2022-11-08,General,19.08478438,D,True,True,D_vs_R,False,False,False,GRACE F NAPOLITANO,DANIEL BOCIC MARTINEZ,91472,62153,0,153625,59.54239219,40.45760781,31.1,2020,2022,authoritative_2022_boundary,most_recent_completed_presidential_election_on_authoritative_2022_house_boundaries,-1.2,41.3,54.2,-12.9,D,-2.136666667,2022-11-08,reduced_double_count_v1,D,D,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,-1.233333333,0.5,-0.6166666667,RealClearPolling 2022 Biden approval reference,True,GRACE F NAPOLITANO,"NAPOLITANO, GRACE",GRACE F NAPOLITANO,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_31_D_GRACE_F_NAPOLITANO,0.5954239219,91472.0,H8CA34068,P,I,False,True,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,95.0,Joe Biden,64.5,C00334706,Provisional Election Day snapshot; generic-ballot and approval source sensitivity tests required.,election_day,historical/warehouse/processed/national_environment/house_2022_election_day_national_environment.csv,0.85,-1.02,FiveThirtyEight final 2022 generic-ballot average,DANIEL BOCIC MARTINEZ,"MARTINEZ, DANIEL JOSE BOCIC",DANIEL BOCIC MARTINEZ,historical/house/processed/house_candidate_registry_2022.csv,HOUSE_2022_CA_31_R_DANIEL_BOCIC_MARTINEZ,0.4045760781,62153.0,H2CA28162,N,C,True,False,False,high_confidence_automatic,last_exact+first_match+token_overlap+scope_same_race,96.25,Donald Trump,33.4,C00798389,True,True,97.9,-1,0.5,-0.5,2,1,1,0,,True,2020 presidential election results calculated for congressional districts used in the 2022 elections,historical/house/raw/2022/source_downloads/presidential_baselines/2020_presidential_results_by_2022_cd.csv,Daily Kos Elections / The Downballot,1,True,2026-07-15,"MIT Election Data and Science Lab, U.S. House 1976-2024",doi:10.7910/DVN/IG0UN2,,28.963333333,6.5,0.9885233466909636,True,True,True,9.878548953000003,9.878548953000003,97.58572941681746,0.00013171357117581513,True
