target_cycle,race_id,state,district,target_actual_dem_margin,target_actual_winner,target_general_election_party_structure,target_include_in_major_party_margin_scoring,history_start_cycle,history_end_cycle,minimum_prior_scorable_elections,use_for_behavior_training,use_for_retention_selection,target_boundary_regime_id,target_boundary_regime_status,target_boundary_regime_notes,target_history_continuity,history_selection_method,candidate_prior_rows,selected_prior_rows,behavior_feature_eligible,behavior_panel_version,prior_scorable_elections,prior_first_cycle,prior_last_cycle,prior_mean_dem_margin,prior_median_dem_margin,prior_mean_absolute_margin,prior_margin_std,prior_margin_mad,prior_margin_range,prior_democratic_wins,prior_republican_wins,prior_democratic_win_rate,prior_competitive_within_5_rate,prior_competitive_within_10_rate,prior_competitive_within_15_rate,prior_reliability,prior_reliability_score,prior_party_switch_count,prior_longest_democratic_streak,prior_longest_republican_streak,prior_current_party_streak_party,prior_current_party_streak_length,prior_consecutive_swing_count,prior_mean_swing_dem,prior_mean_absolute_swing,prior_swing_std,prior_largest_absolute_swing,prior_first_to_last_margin_change_dem,prior_trend_intercept_dem,prior_trend_slope_points_per_election,prior_trend_residual_rmse
2014,AZ-2,AZ,2,-0.073398343294537,R,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,0.8396087300148146,0.8396087300148146,0.8396087300148146,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,AZ-3,AZ,3,11.497874133374191,D,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,21.224318012068903,21.224318012068903,21.224318012068903,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,AZ-4,AZ,4,-44.17253209574207,R,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-38.461191335740075,-38.461191335740075,38.461191335740075,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,AZ-5,AZ,5,-39.156260621966645,R,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-34.38121431631992,-34.38121431631992,34.38121431631992,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,AZ-6,AZ,6,-29.723290084895083,R,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-27.983095536143693,-27.983095536143693,27.983095536143693,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,AZ-7,AZ,7,74.85439037182212,D,D_vs_Other,False,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,AZ-8,AZ,8,-75.81165771369334,R,R_vs_Other,False,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-28.290522781176797,-28.290522781176797,28.290522781176797,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,AZ-9,AZ,9,12.814848638175514,D,D_vs_R,True,2012,2012,1,False,False,AZ_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,4.098252515681783,4.098252515681783,4.098252515681783,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-1,CA,1,-22.06015565784852,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-14.76515313735287,-14.76515313735287,14.76515313735287,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-2,CA,2,49.98253066328313,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,42.486599522558784,42.486599522558784,42.486599522558784,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-3,CA,3,5.449221349660588,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,8.460986117759694,8.460986117759694,8.460986117759694,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-4,CA,4,-60.049068364166835,R,R_vs_R,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-22.218308988902898,-22.218308988902898,22.218308988902898,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-5,CA,5,75.73153060509033,D,D_vs_Other,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,48.942246629248544,48.942246629248544,48.942246629248544,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-6,CA,6,45.3782520081525,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,50.104870768382746,50.104870768382746,50.104870768382746,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-7,CA,7,0.7925397767815804,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,3.3630818431635143,3.3630818431635143,3.3630818431635143,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-8,CA,8,-35.2937067821471,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-9,CA,9,4.740767631431306,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,11.108190935671145,11.108190935671145,11.108190935671145,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-10,CA,10,-12.297840181377031,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-5.41637388324036,-5.41637388324036,5.41637388324036,0.0,0.0,0.0,0,1,0.0,0.0,1.0,1.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-11,CA,11,34.54786959956945,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,39.46345513219096,39.46345513219096,39.46345513219096,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-12,CA,12,66.50751050638705,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,70.1677135488804,70.1677135488804,70.1677135488804,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-13,CA,13,76.9575331747457,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-14,CA,14,53.39197832995856,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,57.83307457323943,57.83307457323943,57.83307457323943,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-15,CA,15,39.61065315662044,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-16,CA,16,1.4623985967989477,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,14.817226178365548,14.817226178365548,14.817226178365548,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-17,CA,17,51.75361585619903,D,D_vs_D,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,47.08943929718357,47.08943929718357,47.08943929718357,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-18,CA,18,35.50864114549917,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,40.97849198831533,40.97849198831533,40.97849198831533,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-19,CA,19,67.21131874667418,D,D_vs_D,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,46.4715517591477,46.4715517591477,46.4715517591477,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-20,CA,20,75.17795865120104,D,D_vs_Other,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,48.13711134516745,48.13711134516745,48.13711134516745,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-21,CA,21,-15.668266626352722,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-15.518175485668584,-15.518175485668584,15.518175485668584,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-22,CA,22,-44.07013544119632,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-23.759354214479693,-23.759354214479693,23.759354214479693,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-23,CA,23,-49.67883440388532,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-24,CA,24,3.854241073674256,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,10.194555264591644,10.194555264591644,10.194555264591644,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-25,CA,25,-53.340872431446805,R,R_vs_R,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-9.557645566944943,-9.557645566944943,9.557645566944943,0.0,0.0,0.0,0,1,0.0,0.0,1.0,1.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-26,CA,26,2.663267168740321,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,5.383522458180992,5.383522458180992,5.383522458180992,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-27,CA,27,18.71453205831635,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,27.955088627763395,27.955088627763395,27.955088627763395,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-28,CA,28,76.4950442360141,D,D_vs_Other,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,52.97493828811849,52.97493828811849,52.97493828811849,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-29,CA,29,49.226255194292605,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-30,CA,30,31.279998180205183,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-31,CA,31,3.467489777920308,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-32,CA,32,19.311423358529016,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,31.400076797239507,31.400076797239507,31.400076797239507,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-33,CA,33,18.374483011074627,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-34,CA,34,72.53533697927655,D,D_vs_D,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,71.23123977523295,71.23123977523295,71.23123977523295,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-35,CA,35,63.45193157176131,D,D_vs_D,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-36,CA,36,8.368185240683172,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,5.878678978774106,5.878678978774106,5.878678978774106,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-37,CA,37,68.56267089291,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,72.83496118206862,72.83496118206862,72.83496118206862,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-38,CA,38,18.18034118602762,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,35.08952191438813,35.08952191438813,35.08952191438813,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-39,CA,39,-37.089885531994746,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-15.576246095718885,-15.576246095718885,15.576246095718885,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-40,CA,40,61.17580347921181,D,D_vs_D,False,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
2014,CA-41,CA,41,13.286038318613969,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,17.93546330243891,17.93546330243891,17.93546330243891,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,single_cycle,0.25,0,1,0,D,1,0,,,,,,,,
2014,CA-42,CA,42,-31.47543875121263,R,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,1,1,False,1.0,1,2012.0,2012.0,-21.18801378944577,-21.18801378944577,21.18801378944577,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,single_cycle,0.25,0,0,1,R,1,0,,,,,,,,
2014,CA-43,CA,43,41.91360664752246,D,D_vs_R,True,2012,2012,1,False,False,CA_2012_2020_default,assumed_stable_2012_2020,No configured mid-decade statewide boundary break.,same_regime,same_boundary_regime_only,0,0,False,1.0,0,,,,,,,,,0,0,,,,,no_history,0.0,0,0,0,,0,0,,,,,,,,
