cycle,district_id,selected_baseline_margin_dem,composite_environment_margin_dem,district_elasticity,district_environment_adjustment_dem,actual_residual_from_baseline,environment_residual_error_dem,forecast_margin_dem,actual_dem_margin,baseline_dem_win,forecast_dem_win,actual_dem_win,environment_changed_winner,environment_change_correct,environment_change_incorrect,absolute_environment_overshoot
2018,CT-2,0.7999999999999998,6.57,1.0,6.57,21.7433566,-15.173356599999998,7.37,22.5433566,1,1,1,False,False,False,15.173356599999998
2018,MI-5,2.1,6.57,1.0,6.57,21.501277799999997,-14.931277799999997,8.67,23.6012778,1,1,1,False,False,False,14.931277799999997
2018,PA-8,-11.7,6.57,1.0,6.57,20.984108218,-14.414108217999999,-5.129999999999999,9.284108218,0,0,1,False,False,False,14.414108217999999
2018,WI-8,-19.700000000000003,6.57,1.0,6.57,-7.718530659999995,14.288530659999996,-13.130000000000004,-27.41853066,0,0,0,False,False,False,14.288530659999996
2018,UT-1,-29.4,6.57,1.0,6.57,-7.317217190000001,13.887217190000001,-22.83,-36.71721719,0,0,0,False,False,False,13.887217190000001
2018,NY-11,-11.9,6.57,1.0,6.57,20.439180842,-13.869180841999999,-5.33,8.539180842,0,0,1,False,False,False,13.869180841999999
2018,NY-22,-17.6,6.57,1.0,6.57,19.939060236000003,-13.369060236000003,-11.03,2.339060236,0,0,1,False,False,False,13.369060236000003
2018,IN-1,10.5,6.57,1.0,6.57,19.68527052,-13.11527052,17.07,30.18527052,1,1,1,False,False,False,13.11527052
2018,KS-2,-20.5,6.57,1.0,6.57,19.6540984102,-13.0840984102,-13.93,-0.8459015898,0,0,0,False,False,False,13.0840984102
2018,HI-1,30.5,6.57,1.0,6.57,19.52524279,-12.95524279,37.07,50.02524279,1,1,1,False,False,False,12.95524279
2018,DE-AL,9.4,6.57,1.0,6.57,19.507939909999997,-12.937939909999997,15.97,28.90793991,1,1,1,False,False,False,12.937939909999997
2018,TN-5,16.2,6.57,1.0,6.57,19.493694520000002,-12.923694520000002,22.77,35.69369452,1,1,1,False,False,False,12.923694520000002
2018,NM-3,13.0,6.57,1.0,6.57,19.16670138,-12.596701379999999,19.57,32.16670138,1,1,1,False,False,False,12.596701379999999
2018,VT-AL,24.299999999999997,6.57,1.0,6.57,18.952548160000006,-12.382548160000006,30.869999999999997,43.25254816,1,1,1,False,False,False,12.382548160000006
2018,IA-2,-6.199999999999999,6.57,1.0,6.57,18.3947634,-11.824763399999998,0.370000000000001,12.1947634,0,1,1,True,True,False,11.824763399999998
2018,LA-5,-31.5,6.57,1.0,6.57,-5.071316299999999,11.6413163,-24.93,-36.5713163,0,0,0,False,False,False,11.6413163
2018,IL-18,-29.4,6.57,1.0,6.57,-5.066890630000003,11.636890630000003,-22.83,-34.46689063,0,0,0,False,False,False,11.636890630000003
2018,MT-AL,-22.700000000000003,6.57,1.0,6.57,18.065577563000005,-11.495577563000005,-16.130000000000003,-4.634422437,0,0,0,False,False,False,11.495577563000005
2018,NY-4,7.5,6.57,1.0,6.57,18.02669808,-11.456698079999999,14.07,25.52669808,1,1,1,False,False,False,11.456698079999999
2018,MA-6,15.8,6.57,1.0,6.57,18.00642264,-11.43642264,22.369999999999997,33.80642264,1,1,1,False,False,False,11.43642264
2018,PA-16,-22.1,6.57,1.0,6.57,17.816779219,-11.246779219,-15.53,-4.283220781,0,0,0,False,False,False,11.246779219
2018,LA-4,-26.1,6.57,1.0,6.57,-4.51344941,11.08344941,-19.53,-30.61344941,0,0,0,False,False,False,11.08344941
2018,CA-51,46.9,6.57,1.0,6.57,-4.498096580000002,11.068096580000002,53.47,42.40190342,1,1,1,False,False,False,11.068096580000002
2018,NJ-11,-3.0,6.57,1.0,6.57,17.63714637,-11.06714637,3.5700000000000003,14.63714637,0,1,1,True,True,False,11.06714637
2018,OH-13,4.4,6.57,1.0,6.57,17.58989537,-11.01989537,10.97,21.98989537,1,1,1,False,False,False,11.01989537
2018,WA-6,10.2,6.57,1.0,6.57,17.57341018,-11.00341018,16.770000000000003,27.77341018,1,1,1,False,False,False,11.00341018
2018,CA-16,19.5,6.57,1.0,6.57,-4.40965941,10.97965941,26.07,15.09034059,1,1,1,False,False,False,10.97965941
2018,OH-10,-9.4,6.57,1.0,6.57,-4.36124319,10.93124319,-2.83,-13.76124319,0,0,0,False,False,False,10.93124319
2018,CA-43,59.6,6.57,1.0,6.57,-4.2616203900000045,10.831620390000005,66.17,55.33837961,1,1,1,False,False,False,10.831620390000005
2018,OK-2,-52.2,6.57,1.0,6.57,17.279027050000003,-10.709027050000003,-45.63,-34.92097295,0,0,0,False,False,False,10.709027050000003
2018,PA-17,-4.7,6.57,1.0,6.57,17.21462779,-10.644627790000001,1.87,12.51462779,0,1,1,True,True,False,10.644627790000001
2018,MI-9,5.699999999999999,6.57,1.0,6.57,17.1560265,-10.5860265,12.27,22.8560265,1,1,1,False,False,False,10.5860265
2018,OR-4,-2.0,6.57,1.0,6.57,17.0970922,-10.527092199999998,4.57,15.0970922,0,1,1,True,True,False,10.527092199999998
2018,MA-2,17.299999999999997,6.57,1.0,6.57,17.078170050000004,-10.508170050000004,23.869999999999997,34.37817005,1,1,1,False,False,False,10.508170050000004
2018,NY-19,-8.9,6.57,1.0,6.57,16.983031814,-10.413031814,-2.33,8.083031814,0,0,1,False,False,False,10.413031814
2018,OK-5,-15.5,6.57,1.0,6.57,16.896886508,-10.326886508000001,-8.93,1.396886508,0,0,1,False,False,False,10.326886508000001
2018,NJ-5,-3.2,6.57,1.0,6.57,16.88053462,-10.310534619999999,3.37,13.68053462,0,1,1,True,True,False,10.310534619999999
2018,CA-9,16.5,6.57,1.0,6.57,-3.517030030000001,10.087030030000001,23.07,12.98296997,1,1,1,False,False,False,10.087030030000001
2018,PA-9,-36.1,6.57,1.0,6.57,16.60874353,-10.038743530000001,-29.53,-19.49125647,0,0,0,False,False,False,10.038743530000001
2018,SC-1,-15.2,6.57,1.0,6.57,16.585366329,-10.015366328999999,-8.629999999999999,1.385366329,0,0,1,False,False,False,10.015366328999999
2018,MN-1,-17.0,6.57,1.0,6.57,16.5491340975,-9.979134097500001,-10.43,-0.4508659025,0,0,0,False,False,False,9.979134097500001
2018,CA-39,6.5,6.57,1.0,6.57,-3.385753684,9.955753684000001,13.07,3.114246316,1,1,1,False,False,False,9.955753684000001
2018,CA-23,-24.1,6.57,1.0,6.57,-3.333980969999999,9.90398097,-17.53,-27.43398097,0,0,0,False,False,False,9.90398097
2018,AR-1,-36.9,6.57,1.0,6.57,-3.2749111800000037,9.844911180000004,-30.33,-40.17491118,0,0,0,False,False,False,9.844911180000004
2018,IN-9,-29.0,6.57,1.0,6.57,16.03535143,-9.465351429999998,-22.43,-12.96464857,0,0,0,False,False,False,9.465351429999998
2018,NY-18,-4.0,6.57,1.0,6.57,15.92856291,-9.35856291,2.5700000000000003,11.92856291,0,1,1,True,True,False,9.35856291
2018,WY-AL,-49.7,6.57,1.0,6.57,15.88052622,-9.31052622,-43.13,-33.81947378,0,0,0,False,False,False,9.31052622
2018,FL-4,-30.1,6.57,1.0,6.57,-2.7050696499999987,9.275069649999999,-23.53,-32.80506965,0,0,0,False,False,False,9.275069649999999
2018,NY-20,11.4,6.57,1.0,6.57,15.768494890000001,-9.198494890000001,17.97,27.16849489,1,1,1,False,False,False,9.198494890000001
2018,IN-2,-25.3,6.57,1.0,6.57,15.628936734,-9.058936734,-18.73,-9.671063266,0,0,0,False,False,False,9.058936734
2018,PA-1,-0.1,6.57,1.0,6.57,-2.419117763,8.989117763,6.470000000000001,-2.519117763,0,1,0,True,False,True,8.989117763
2018,OH-9,20.1,6.57,1.0,6.57,15.491130349999999,-8.921130349999999,26.67,35.59113035,1,1,1,False,False,False,8.921130349999999
2018,NY-1,-14.4,6.57,1.0,6.57,15.3816591558,-8.8116591558,-7.83,0.9816591558,0,0,1,False,False,False,8.8116591558
2018,PA-14,-31.1,6.57,1.0,6.57,15.289307560000001,-8.71930756,-24.53,-15.81069244,0,0,0,False,False,False,8.71930756
2018,CA-18,51.1,6.57,1.0,6.57,-2.116748389999998,8.686748389999998,57.67,48.98325161,1,1,1,False,False,False,8.686748389999998
2018,NV-2,-14.4,6.57,1.0,6.57,-2.0615336499999994,8.63153365,-7.83,-16.46153365,0,0,0,False,False,False,8.63153365
2018,NY-3,4.0,6.57,1.0,6.57,15.179441480000001,-8.609441480000001,10.57,19.17944148,1,1,1,False,False,False,8.609441480000001
2018,CO-7,9.9,6.57,1.0,6.57,15.10724839,-8.53724839,16.47,25.00724839,1,1,1,False,False,False,8.53724839
2018,MI-12,24.2,6.57,1.0,6.57,14.99281263,-8.42281263,30.77,39.19281263,1,1,1,False,False,False,8.42281263
2018,CA-19,49.3,6.57,1.0,6.57,-1.790252769999995,8.360252769999995,55.87,47.50974723,1,1,1,False,False,False,8.360252769999995
2018,CA-12,75.4,6.57,1.0,6.57,-1.7536357700000025,8.323635770000003,81.97,73.64636423,1,1,1,False,False,False,8.323635770000003
2018,WI-5,-22.200000000000003,6.57,1.0,6.57,-1.746437979999996,8.316437979999996,-15.630000000000004,-23.94643798,0,0,0,False,False,False,8.316437979999996
2018,TX-23,1.2999999999999998,6.57,1.0,6.57,-1.7408075442,8.3108075442,7.87,-0.4408075442,1,1,0,False,False,False,8.3108075442
2018,MO-5,11.4,6.57,1.0,6.57,14.65845975,-8.08845975,17.97,26.05845975,1,1,1,False,False,False,8.08845975
2018,CA-31,19.0,6.57,1.0,6.57,-1.5110002899999984,8.081000289999999,25.57,17.48899971,1,1,1,False,False,False,8.081000289999999
2018,FL-23,24.0,6.57,1.0,6.57,-1.5062779100000014,8.076277910000002,30.57,22.49372209,1,1,1,False,False,False,8.076277910000002
2018,WV-1,-43.7,6.57,1.0,6.57,14.549687710000004,-7.979687710000004,-37.13,-29.15031229,0,0,0,False,False,False,7.979687710000004
2018,NJ-2,-6.699999999999999,6.57,1.0,6.57,14.370990040999999,-7.800990040999999,-0.129999999999999,7.670990041,0,0,1,False,False,False,7.800990040999999
2018,OH-7,-31.8,6.57,1.0,6.57,14.31276601,-7.74276601,-25.23,-17.48723399,0,0,0,False,False,False,7.74276601
2018,OH-15,-17.5,6.57,1.0,6.57,-1.1296132900000018,7.699613290000002,-10.93,-18.62961329,0,0,0,False,False,False,7.699613290000002
2018,UT-2,-16.1,6.57,1.0,6.57,-1.0964568699999973,7.6664568699999975,-9.53,-17.19645687,0,0,0,False,False,False,7.6664568699999975
2018,FL-13,1.1,6.57,1.0,6.57,14.18941133,-7.61941133,7.67,15.28941133,1,1,1,False,False,False,7.61941133
2018,KY-6,-17.400000000000002,6.57,1.0,6.57,14.186931143000002,-7.616931143000002,-10.830000000000002,-3.213068857,0,0,0,False,False,False,7.616931143000002
2018,NM-2,-12.3,6.57,1.0,6.57,14.167948769,-7.597948769,-5.729999999999999,1.867948769,0,0,1,False,False,False,7.597948769
2018,CA-24,18.1,6.57,1.0,6.57,-0.9889959300000015,7.558995930000002,24.67,17.11100407,1,1,1,False,False,False,7.558995930000002
2018,TX-11,-60.8,6.57,1.0,6.57,-0.8997236599999994,7.46972366,-54.23,-61.69972366,0,0,0,False,False,False,7.46972366
2018,IL-7,76.10000000000001,6.57,1.0,6.57,-0.869841170000015,7.439841170000015,82.67000000000002,75.23015883,1,1,1,False,False,False,7.439841170000015
2018,WA-4,-24.9,6.57,1.0,6.57,-0.7354954400000011,7.305495440000001,-18.33,-25.63549544,0,0,0,False,False,False,7.305495440000001
2018,WA-7,67.80000000000001,6.57,1.0,6.57,-0.6776911000000183,7.247691100000019,74.37,67.1223089,1,1,1,False,False,False,7.247691100000019
2018,GA-12,-18.3,6.57,1.0,6.57,-0.6558947999999987,7.225894799999999,-11.73,-18.9558948,0,0,0,False,False,False,7.225894799999999
2018,WA-10,9.3,6.57,1.0,6.57,13.788031099999998,-7.2180310999999975,15.87,23.0880311,1,1,1,False,False,False,7.2180310999999975
2018,NJ-6,13.5,6.57,1.0,6.57,13.765082849999999,-7.195082849999999,20.07,27.26508285,1,1,1,False,False,False,7.195082849999999
2018,CA-17,51.3,6.57,1.0,6.57,-0.6052727299999958,7.175272729999996,57.87,50.69472727,1,1,1,False,False,False,7.175272729999996
2018,NY-24,1.5,6.57,1.0,6.57,-0.5924342648,7.1624342648,8.07,0.9075657352,1,1,1,False,False,False,7.1624342648
2018,TX-35,31.5,6.57,1.0,6.57,13.703460659999998,-7.133460659999997,38.07,45.20346066,1,1,1,False,False,False,7.133460659999997
2018,CA-50,-17.1,6.57,1.0,6.57,13.669031215,-7.099031215,-10.53,-3.430968785,0,0,0,False,False,False,7.099031215
2018,AR-4,-35.0,6.57,1.0,6.57,-0.5094391200000032,7.0794391200000035,-28.43,-35.50943912,0,0,0,False,False,False,7.0794391200000035
2018,ME-1,12.7,6.57,1.0,6.57,13.613758390000001,-7.043758390000001,19.270000000000003,26.31375839,1,1,1,False,False,False,7.043758390000001
2018,TN-4,-43.3,6.57,1.0,6.57,13.505333599999997,-6.935333599999996,-36.73,-29.7946664,0,0,0,False,False,False,6.935333599999996
2018,FL-19,-24.200000000000003,6.57,1.0,6.57,-0.3457249099999977,6.915724909999998,-17.630000000000003,-24.54572491,0,0,0,False,False,False,6.915724909999998
2018,ME-2,-12.4,6.57,1.0,6.57,13.432444708,-6.862444708,-5.83,1.032444708,0,0,1,False,False,False,6.862444708
2018,KY-1,-50.6,6.57,1.0,6.57,13.42388374,-6.853883740000001,-44.03,-37.17611626,0,0,0,False,False,False,6.853883740000001
2018,NC-9,-13.7,6.57,1.0,6.57,13.379891906,-6.809891905999999,-7.129999999999999,-0.320108094,0,0,0,False,False,False,6.809891905999999
2018,AL-5,-35.5,6.57,1.0,6.57,13.374578490000001,-6.804578490000001,-28.93,-22.12542151,0,0,0,False,False,False,6.804578490000001
2018,MD-5,29.9,6.57,1.0,6.57,13.305493590000005,-6.735493590000004,36.47,43.20549359,1,1,1,False,False,False,6.735493590000004
2018,AZ-3,27.799999999999997,6.57,1.0,6.57,-0.06907607999999854,6.639076079999999,34.37,27.73092392,1,1,1,False,False,False,6.639076079999999
2018,VA-9,-43.6,6.57,1.0,6.57,13.192679570000003,-6.6226795700000025,-37.03,-30.40732043,0,0,0,False,False,False,6.6226795700000025
2018,MI-11,-6.5,6.57,1.0,6.57,13.182511592000001,-6.612511592000001,0.0700000000000002,6.682511592,0,1,1,True,True,False,6.612511592000001
2018,TX-18,54.4,6.57,1.0,6.57,0.032220119999998076,6.537779880000002,60.97,54.43222012,1,1,1,False,False,False,6.537779880000002
2018,NY-13,84.80000000000001,6.57,1.0,6.57,0.05379257999999254,6.516207420000008,91.37,84.85379258,1,1,1,False,False,False,6.516207420000008
2018,MO-6,-33.5,6.57,1.0,6.57,0.057632550000001004,6.512367449999999,-26.93,-33.44236745,0,0,0,False,False,False,6.512367449999999
2018,NH-2,0.2999999999999998,6.57,1.0,6.57,13.05978978,-6.489789779999999,6.87,13.35978978,1,1,1,False,False,False,6.489789779999999
2018,OH-5,-27.200000000000003,6.57,1.0,6.57,0.0810332200000019,6.488966779999998,-20.630000000000003,-27.11896678,0,0,0,False,False,False,6.488966779999998
2018,CA-35,38.7,6.57,1.0,6.57,0.09643546999999586,6.473564530000004,45.27,38.79643547,1,1,1,False,False,False,6.473564530000004
2018,WI-1,-12.4,6.57,1.0,6.57,0.10921901000000034,6.46078099,-5.83,-12.29078099,0,0,0,False,False,False,6.46078099
2018,MD-2,22.299999999999997,6.57,1.0,6.57,13.001339900000005,-6.431339900000005,28.869999999999997,35.3013399,1,1,1,False,False,False,6.431339900000005
2018,TN-8,-37.7,6.57,1.0,6.57,0.1413618200000002,6.42863818,-31.130000000000003,-37.55863818,0,0,0,False,False,False,6.42863818
2018,CA-38,37.5,6.57,1.0,6.57,0.20355567000000008,6.36644433,44.07,37.70355567,1,1,1,False,False,False,6.36644433
2018,CA-47,29.5,6.57,1.0,6.57,0.21099729999999894,6.359002700000001,36.07,29.7109973,1,1,1,False,False,False,6.359002700000001
2018,MI-3,-11.5,6.57,1.0,6.57,0.2616657,6.3083343,-4.93,-11.2383343,0,0,0,False,False,False,6.3083343
2018,IN-5,-13.9,6.57,1.0,6.57,0.37663607,6.19336393,-7.33,-13.52336393,0,0,0,False,False,False,6.19336393
2018,TX-13,-65.1,6.57,1.0,6.57,0.4817208199999925,6.088279180000008,-58.529999999999994,-64.61827918,0,0,0,False,False,False,6.088279180000008
2018,MI-8,-8.8,6.57,1.0,6.57,12.634387707,-6.064387707,-2.2300000000000004,3.834387707,0,0,1,False,False,False,6.064387707
2018,KY-3,12.9,6.57,1.0,6.57,12.599425949999999,-6.0294259499999985,19.47,25.49942595,1,1,1,False,False,False,6.0294259499999985
2018,TX-34,19.4,6.57,1.0,6.57,0.5779126000000012,5.992087399999999,25.97,19.9779126,1,1,1,False,False,False,5.992087399999999
2018,MS-1,-35.1,6.57,1.0,6.57,0.5812891899999997,5.988710810000001,-28.53,-34.51871081,0,0,0,False,False,False,5.988710810000001
2018,TX-19,-51.1,6.57,1.0,6.57,0.6472436100000039,5.922756389999996,-44.53,-50.45275639,0,0,0,False,False,False,5.922756389999996
2018,MD-3,28.4,6.57,1.0,6.57,12.447104620000005,-5.877104620000004,34.97,40.84710462,1,1,1,False,False,False,5.877104620000004
2018,CA-32,36.8,6.57,1.0,6.57,0.7566991099999996,5.813300890000001,43.37,37.55669911,1,1,1,False,False,False,5.813300890000001
2018,CA-7,9.3,6.57,1.0,6.57,0.7899448499999995,5.780055150000001,15.87,10.08994485,1,1,1,False,False,False,5.780055150000001
2018,IL-8,19.6,6.57,1.0,6.57,12.349453909999998,-5.779453909999997,26.17,31.94945391,1,1,1,False,False,False,5.779453909999997
2018,CA-45,3.3000000000000003,6.57,1.0,6.57,0.8020148119999999,5.767985188000001,9.87,4.102014812,1,1,1,False,False,False,5.767985188000001
2018,NJ-9,29.1,6.57,1.0,6.57,12.302882009999998,-5.732882009999997,35.67,41.40288201,1,1,1,False,False,False,5.732882009999997
2018,CA-33,39.2,6.57,1.0,6.57,0.8568944599999995,5.713105540000001,45.77,40.05689446,1,1,1,False,False,False,5.713105540000001
2018,AZ-8,-23.200000000000003,6.57,1.0,6.57,12.272226580000003,-5.702226580000003,-16.630000000000003,-10.92777342,0,0,0,False,False,False,5.702226580000003
2018,NH-1,-3.7,6.57,1.0,6.57,12.251431251,-5.681431250999999,2.87,8.551431251,0,1,1,True,True,False,5.681431250999999
2018,WI-7,-22.5,6.57,1.0,6.57,0.8936315199999996,5.676368480000001,-15.93,-21.60636848,0,0,0,False,False,False,5.676368480000001
2018,OK-1,-30.8,6.57,1.0,6.57,12.201108340000001,-5.631108340000001,-24.23,-18.59889166,0,0,0,False,False,False,5.631108340000001
2018,NV-3,-3.1,6.57,1.0,6.57,12.162858180999999,-5.592858180999999,3.47,9.062858181,0,1,1,True,True,False,5.592858180999999
2018,MN-8,-17.7,6.57,1.0,6.57,12.157864301,-5.587864301,-11.13,-5.542135699,0,0,0,False,False,False,5.587864301
2018,PA-2,45.9,6.57,1.0,6.57,12.133884209999998,-5.563884209999998,52.47,58.03388421,1,1,1,False,False,False,5.563884209999998
2018,MS-3,-26.6,6.57,1.0,6.57,1.0149165700000005,5.55508343,-20.03,-25.58508343,0,0,0,False,False,False,5.55508343
2018,IL-16,-19.3,6.57,1.0,6.57,1.0511971100000004,5.51880289,-12.73,-18.24880289,0,0,0,False,False,False,5.51880289
2018,CA-42,-14.1,6.57,1.0,6.57,1.1013624699999998,5.4686375300000005,-7.529999999999999,-12.99863753,0,0,0,False,False,False,5.4686375300000005
2018,CA-1,-21.8,6.57,1.0,6.57,12.026822225,-5.456822225,-15.23,-9.773177775,0,0,0,False,False,False,5.456822225
2018,TX-31,-14.8,6.57,1.0,6.57,11.891679574000001,-5.321679574000001,-8.229999999999999,-2.908320426,0,0,0,False,False,False,5.321679574000001
2018,AR-3,-33.5,6.57,1.0,6.57,1.3874919499999976,5.182508050000003,-26.93,-32.11250805,0,0,0,False,False,False,5.182508050000003
2018,MO-7,-47.8,6.57,1.0,6.57,11.655222549999998,-5.0852225499999975,-41.23,-36.14477745,0,0,0,False,False,False,5.0852225499999975
2018,CT-3,13.4,6.57,1.0,6.57,11.594171829999999,-5.0241718299999985,19.97,24.99417183,1,1,1,False,False,False,5.0241718299999985
2018,CA-11,46.7,6.57,1.0,6.57,1.5648423399999984,5.005157660000002,53.27,48.26484234,1,1,1,False,False,False,5.005157660000002
2018,GA-9,-60.6,6.57,1.0,6.57,1.590098310000002,4.979901689999998,-54.03,-59.00990169,0,0,0,False,False,False,4.979901689999998
2018,MI-7,-19.1,6.57,1.0,6.57,11.508323731,-4.9383237310000005,-12.53,-7.591676269,0,0,0,False,False,False,4.9383237310000005
2018,MI-4,-26.9,6.57,1.0,6.57,1.6517979299999972,4.918202070000003,-20.33,-25.24820207,0,0,0,False,False,False,4.918202070000003
2018,MD-7,53.5,6.57,1.0,6.57,1.6845415700000004,4.88545843,60.07,55.18454157,1,1,1,False,False,False,4.88545843
2018,IN-6,-42.4,6.57,1.0,6.57,11.44346243,-4.87346243,-35.83,-30.95653757,0,0,0,False,False,False,4.87346243
2018,AZ-6,-12.1,6.57,1.0,6.57,1.7139292800000003,4.85607072,-5.529999999999999,-10.38607072,0,0,0,False,False,False,4.85607072
2018,SC-7,-21.0,6.57,1.0,6.57,1.7488081999999991,4.821191800000001,-14.43,-19.2511918,0,0,0,False,False,False,4.821191800000001
2018,FL-8,-22.8,6.57,1.0,6.57,1.803791669999999,4.766208330000001,-16.23,-20.99620833,0,0,0,False,False,False,4.766208330000001
2018,CA-36,6.700000000000001,6.57,1.0,6.57,11.33311949,-4.763119489999999,13.27,18.03311949,1,1,1,False,False,False,4.763119489999999
2018,GA-10,-27.6,6.57,1.0,6.57,1.8160635500000026,4.753936449999998,-21.03,-25.78393645,0,0,0,False,False,False,4.753936449999998
2018,OH-2,-18.200000000000003,6.57,1.0,6.57,1.8426029000000028,4.7273970999999975,-11.630000000000004,-16.3573971,0,0,0,False,False,False,4.7273970999999975
2018,IL-1,51.9,6.57,1.0,6.57,1.844886289999998,4.725113710000002,58.47,53.74488629,1,1,1,False,False,False,4.725113710000002
2018,CA-14,56.6,6.57,1.0,6.57,1.8451115499999986,4.724888450000002,63.17,58.44511155,1,1,1,False,False,False,4.724888450000002
2018,VA-8,50.5,6.57,1.0,6.57,1.9215699599999994,4.648430040000001,57.07,52.42156996,1,1,1,False,False,False,4.648430040000001
2018,TX-12,-32.3,6.57,1.0,6.57,1.9217005399999962,4.648299460000004,-25.729999999999997,-30.37829946,0,0,0,False,False,False,4.648299460000004
2018,NY-12,67.7,6.57,1.0,6.57,1.9419283999999948,4.6280716000000055,74.27000000000001,69.6419284,1,1,1,False,False,False,4.6280716000000055
2018,TX-14,-21.9,6.57,1.0,6.57,1.9748737900000002,4.59512621,-15.330000000000002,-19.92512621,0,0,0,False,False,False,4.59512621
2018,NY-23,-16.900000000000002,6.57,1.0,6.57,11.155618328000003,-4.5856183280000025,-10.330000000000002,-5.744381672,0,0,0,False,False,False,4.5856183280000025
2018,TX-27,-25.700000000000003,6.57,1.0,6.57,1.9854291500000016,4.584570849999999,-19.130000000000003,-23.71457085,0,0,0,False,False,False,4.584570849999999
2018,CA-46,36.3,6.57,1.0,6.57,1.9920035700000014,4.577996429999999,42.87,38.29200357,1,1,1,False,False,False,4.577996429999999
2018,GA-14,-55.0,6.57,1.0,6.57,1.9963956699999983,4.573604330000002,-48.43,-53.00360433,0,0,0,False,False,False,4.573604330000002
2018,OR-5,2.1,6.57,1.0,6.57,11.09500431,-4.52500431,8.67,13.19500431,1,1,1,False,False,False,4.52500431
2018,AL-2,-34.0,6.57,1.0,6.57,11.037528179999999,-4.467528179999999,-27.43,-22.96247182,0,0,0,False,False,False,4.467528179999999
2018,PA-7,-1.0,6.57,1.0,6.57,11.01895457,-4.44895457,5.57,10.01895457,0,1,1,True,True,False,4.44895457
2018,GA-1,-17.6,6.57,1.0,6.57,2.122684030000002,4.447315969999998,-11.03,-15.47731597,0,0,0,False,False,False,4.447315969999998
2018,IL-14,-6.0,6.57,1.0,6.57,11.003718048,-4.433718047999999,0.5700000000000003,5.003718048,0,1,1,True,True,False,4.433718047999999
2018,OH-3,36.3,6.57,1.0,6.57,10.941939860000005,-4.371939860000005,42.87,47.24193986,1,1,1,False,False,False,4.371939860000005
2018,OR-1,20.7,6.57,1.0,6.57,10.890451730000002,-4.320451730000002,27.27,31.59045173,1,1,1,False,False,False,4.320451730000002
2018,IL-6,4.9,6.57,1.0,6.57,2.250510705,4.319489295,11.47,7.150510705,1,1,1,False,False,False,4.319489295
2018,AZ-1,-3.2,6.57,1.0,6.57,10.887653379,-4.317653378999999,3.37,7.687653379,0,1,1,True,True,False,4.317653378999999
