cycle,house_environment_multiplier,baseline_partisan_bucket,districts,mean_baseline_margin_dem,mean_actual_margin_dem,mean_actual_residual_from_baseline,mean_environment_adjustment_dem,mean_environment_residual_error_dem,actual_dem_seats,baseline_dem_seats,forecast_dem_seats,baseline_seat_error,forecast_seat_error,baseline_winner_accuracy,forecast_winner_accuracy,margin_mae
2018,0.5,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,3.2849999999999997,-5.274607695341667,36,36,36,0,0,1.0,1.0,9.31465826021389
2018,0.5,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,3.2850000000000015,-2.519882959230768,91,91,91,0,0,1.0,1.0,4.397489384945056
2018,0.7,R+20 or more,124,-36.221774193548384,-29.58604141761129,6.635732775937097,4.599000000000003,-2.0367327759370966,2,0,0,-2,-2,0.9838709677419355,0.9838709677419355,5.711368371098389
2018,0.7,R+10 to R+20,68,-15.242647058823529,-8.068592741775,7.1740543170485305,4.598999999999999,-2.57505431704853,8,0,0,-8,-8,0.8823529411764706,0.8823529411764706,4.702973262842646
2018,0.7,R+5 to R+10,20,-7.7,2.1673222070000002,9.867322206999999,4.599000000000001,-5.268322206999999,13,0,0,-13,-13,0.35,0.35,6.2400968891
2018,0.7,R+0 to R+5,20,-2.4550000000000005,7.092378074850001,9.54737807485,4.599000000000001,-4.94837807485,17,0,19,-17,2,0.15,0.8,8.03967214135
2018,0.7,D+0 to D+5,17,2.3411764705882354,10.992219085705884,8.651042615117646,4.599,-4.052042615117647,16,17,17,1,1,0.9411764705882353,0.9411764705882353,6.382548549117646
2018,0.7,D+5 to D+10,17,7.488235294117647,17.819437601529415,10.331202307411766,4.599,-5.732202307411764,17,17,17,0,0,1.0,1.0,7.21023670317647
2018,0.7,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,4.598999999999999,-3.960607695341667,36,36,36,0,0,1.0,1.0,8.627916745769445
2018,0.7,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,4.599000000000001,-1.2058829592307683,91,91,91,0,0,1.0,1.0,4.092103398791209
2018,0.73,R+20 or more,124,-36.221774193548384,-29.58604141761129,6.635732775937097,4.796100000000001,-1.8396327759370972,2,0,0,-2,-2,0.9838709677419355,0.9838709677419355,5.67886685222742
2018,0.73,R+10 to R+20,68,-15.242647058823529,-8.068592741775,7.1740543170485305,4.796100000000002,-2.37795431704853,8,0,0,-8,-8,0.8823529411764706,0.8823529411764706,4.633408556960294
2018,0.73,R+5 to R+10,20,-7.7,2.1673222070000002,9.867322206999999,4.796099999999999,-5.071222207,13,0,0,-13,-13,0.35,0.35,6.1021268891
2018,0.73,R+0 to R+5,20,-2.4550000000000005,7.092378074850001,9.54737807485,4.796099999999999,-4.751278074849999,17,0,20,-17,3,0.15,0.85,7.918357234550001
2018,0.73,D+0 to D+5,17,2.3411764705882354,10.992219085705884,8.651042615117646,4.7961,-3.854942615117647,16,17,17,1,1,0.9411764705882353,0.9411764705882353,6.34776619617647
2018,0.73,D+5 to D+10,17,7.488235294117647,17.819437601529415,10.331202307411766,4.7961,-5.535102307411765,17,17,17,0,0,1.0,1.0,7.129077879647059
2018,0.73,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,4.796099999999999,-3.763507695341668,36,36,36,0,0,1.0,1.0,8.540316745769443
2018,0.73,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,4.796100000000002,-1.0087829592307689,91,91,91,0,0,1.0,1.0,4.069050473956045
2018,0.8,R+20 or more,124,-36.221774193548384,-29.58604141761129,6.635732775937097,5.255999999999999,-1.3797327759370963,2,0,0,-2,-2,0.9838709677419355,0.9838709677419355,5.6262270523887095
2018,0.8,R+10 to R+20,68,-15.242647058823529,-8.068592741775,7.1740543170485305,5.2559999999999985,-1.9180543170485298,8,0,0,-8,-8,0.8823529411764706,0.8823529411764706,4.47109090990147
2018,0.8,R+5 to R+10,20,-7.7,2.1673222070000002,9.867322206999999,5.256,-4.611322206999999,13,0,0,-13,-13,0.35,0.35,5.799173677399999
2018,0.8,R+0 to R+5,20,-2.4550000000000005,7.092378074850001,9.54737807485,5.256,-4.29137807485,17,0,20,-17,3,0.15,0.85,7.64241723455
2018,0.8,D+0 to D+5,17,2.3411764705882354,10.992219085705884,8.651042615117646,5.256,-3.3950426151176467,16,17,17,1,1,0.9411764705882353,0.9411764705882353,6.266607372647059
2018,0.8,D+5 to D+10,17,7.488235294117647,17.819437601529415,10.331202307411766,5.256,-5.075202307411764,17,17,17,0,0,1.0,1.0,6.939707291411764
2018,0.8,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,5.256,-3.3036076953416664,36,36,36,0,0,1.0,1.0,8.336611201325
2018,0.8,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,5.255999999999999,-0.5488829592307684,91,91,91,0,0,1.0,1.0,4.042579443626376
2018,0.9,R+20 or more,124,-36.221774193548384,-29.58604141761129,6.635732775937097,5.912999999999999,-0.7227327759370967,2,0,0,-2,-2,0.9838709677419355,0.9838709677419355,5.610248698356452
2018,0.9,R+10 to R+20,68,-15.242647058823529,-8.068592741775,7.1740543170485305,5.913000000000001,-1.26105431704853,8,0,0,-8,-8,0.8823529411764706,0.8823529411764706,4.283328885019118
2018,0.9,R+5 to R+10,20,-7.7,2.1673222070000002,9.867322206999999,5.912999999999999,-3.9543222069999997,13,0,3,-13,-10,0.35,0.5,5.4706736774
2018,0.9,R+0 to R+5,20,-2.4550000000000005,7.092378074850001,9.54737807485,5.912999999999999,-3.6343780748499994,17,0,20,-17,3,0.15,0.85,7.26389533645
2018,0.9,D+0 to D+5,17,2.3411764705882354,10.992219085705884,8.651042615117646,5.913,-2.7380426151176462,16,17,17,1,1,0.9411764705882353,0.9411764705882353,6.213282035470588
2018,0.9,D+5 to D+10,17,7.488235294117647,17.819437601529415,10.331202307411766,5.913,-4.418202307411764,17,17,17,0,0,1.0,1.0,6.669177879647059
2018,0.9,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,5.913000000000001,-2.646607695341667,36,36,36,0,0,1.0,1.0,8.09595043021389
2018,0.9,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,5.912999999999999,0.1081170407692317,91,91,91,0,0,1.0,1.0,4.061568173736264
2018,1.0,R+20 or more,124,-36.221774193548384,-29.58604141761129,6.635732775937097,6.57,-0.06573277593709653,2,0,0,-2,-2,0.9838709677419355,0.9838709677419355,5.648120276420968
2018,1.0,R+10 to R+20,68,-15.242647058823529,-8.068592741775,7.1740543170485305,6.57,-0.6040543170485297,8,0,0,-8,-8,0.8823529411764706,0.8823529411764706,4.241332837372058
2018,1.0,R+5 to R+10,20,-7.7,2.1673222070000002,9.867322206999999,6.5699999999999985,-3.2973222069999992,13,0,6,-13,-7,0.35,0.65,5.1421736774
2018,1.0,R+0 to R+5,20,-2.4550000000000005,7.092378074850001,9.54737807485,6.5699999999999985,-2.9773780748499994,17,0,20,-17,3,0.15,0.85,6.99044641135
2018,1.0,D+0 to D+5,17,2.3411764705882354,10.992219085705884,8.651042615117646,6.57,-2.0810426151176467,16,17,17,1,1,0.9411764705882353,0.9411764705882353,6.174634976647059
2018,1.0,D+5 to D+10,17,7.488235294117647,17.819437601529415,10.331202307411766,6.57,-3.761202307411764,17,17,17,0,0,1.0,1.0,6.398648467882353
2018,1.0,D+10 to D+20,36,15.044444444444444,23.60405213978611,8.559607695341667,6.569999999999999,-1.9896076953416666,36,36,36,0,0,1.0,1.0,7.891027369658335
2018,1.0,D+20 or more,91,43.18571428571428,48.99059724494504,5.804882959230769,6.570000000000003,0.7651170407692317,91,91,91,0,0,1.0,1.0,4.1269484506593415
2020,0.0,R+20 or more,121,-35.99421487603307,-35.05343648644628,0.9407783895867774,0.0,-0.9407783895867774,0,0,0,0,0,1.0,1.0,3.8122110076033064
2020,0.0,R+10 to R+20,65,-15.176923076923076,-12.444710178015384,2.7322128989076924,0.0,-2.7322128989076924,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.618214717676923
2020,0.0,R+5 to R+10,20,-7.699999999999998,-1.4674187574035495,6.23258124259645,0.0,-6.23258124259645,10,0,0,-10,-10,0.5,0.5,7.44424640799645
2020,0.0,R+0 to R+5,19,-2.3789473684210534,3.418767032578948,5.7977144009999995,0.0,-5.7977144009999995,16,0,0,-16,-16,0.15789473684210525,0.15789473684210525,7.3761843722631575
2020,0.0,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244705,0.0,-4.696074031244705,14,17,17,3,3,0.8235294117647058,0.8235294117647058,6.32301611369647
2020,0.0,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588234,0.0,-6.993547357588234,16,17,17,1,1,0.9411764705882353,0.9411764705882353,7.9749208482941185
2020,0.0,D+10 to D+20,39,15.243589743589743,17.88533818481795,2.6417484412282053,0.0,-2.6417484412282053,36,39,39,3,3,0.9230769230769231,0.9230769230769231,6.444583586464103
2020,0.0,D+20 or more,109,43.87247706422018,44.21287795559633,0.3404008913761464,0.0,-0.3404008913761464,109,109,109,0,0,1.0,1.0,5.479632578532111
2020,0.5,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,3.0600000000000005,2.1192216104132227,0,0,0,0,0,1.0,1.0,4.1046739345454535
2020,0.5,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,3.0599999999999996,0.3277871010923075,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.065295656138461
2020,0.5,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,3.0600000000000005,-3.1725812425964497,10,0,0,-10,-10,0.5,0.5,5.664668507096449
2020,0.5,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,3.0600000000000005,-2.7377144009999994,16,0,10,-16,-6,0.15789473684210525,0.47368421052631576,5.3705125639473685
2020,0.5,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,3.06,-1.6360740312447055,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.574148221814118
2020,0.5,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,3.06,-3.933547357588235,16,17,17,1,1,0.9411764705882353,0.9411764705882353,5.893844082411765
2020,0.5,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,3.0600000000000005,0.41825155877179443,36,39,39,3,3,0.9230769230769231,0.9230769230769231,5.488179732105128
2020,0.5,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,3.06,2.719599108623854,109,109,109,0,0,1.0,1.0,5.550232193394495
2020,0.7,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,4.283999999999999,3.3432216104132224,0,0,0,0,0,1.0,1.0,4.74339387553719
2020,0.7,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,4.284,1.5517871010923072,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.142011254753846
2020,0.7,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,4.284000000000001,-1.9485812425964504,10,0,0,-10,-10,0.5,0.5,5.29540139389645
2020,0.7,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,4.284000000000001,-1.5137144009999999,16,0,17,-16,1,0.15789473684210525,0.8421052631578947,4.688127325105263
2020,0.7,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,4.284,-0.41207403124470626,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.424468114167058
2020,0.7,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,4.284,-2.709547357588235,16,17,17,1,1,0.9411764705882353,0.9411764705882353,5.177090667117647
2020,0.7,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,4.283999999999998,1.6422515587717943,36,39,39,3,3,0.9230769230769231,0.9230769230769231,5.4908042454384605
2020,0.7,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,4.283999999999999,3.9435991086238538,109,109,109,0,0,1.0,1.0,5.932023916880737
2020,0.73,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,4.467599999999998,3.5268216104132226,0,0,0,0,0,1.0,1.0,4.857754127107437
2020,0.73,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,4.4676,1.7353871010923072,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.170274151738462
2020,0.73,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,4.467600000000001,-1.7649812425964497,10,0,0,-10,-10,0.5,0.5,5.2403213938964495
2020,0.73,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,4.467600000000001,-1.3301144010000003,16,0,18,-16,2,0.15789473684210525,0.7894736842105263,4.601158904052632
2020,0.73,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,4.4676,-0.2284740312447058,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.413668114167059
2020,0.73,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,4.4676,-2.525947357588235,16,17,17,1,1,0.9411764705882353,0.9411764705882353,5.101490667117647
2020,0.73,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,4.467600000000001,1.8258515587717943,36,39,39,3,3,0.9230769230769231,0.9230769230769231,5.5130250577461535
2020,0.73,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,4.467599999999999,4.127199108623854,109,109,109,0,0,1.0,1.0,6.009975464036697
2020,0.8,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,4.896000000000001,3.955221610413224,0,0,0,0,0,1.0,1.0,5.132280454876033
2020,0.8,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,4.896000000000001,2.163787101092308,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.259321638353846
2020,0.8,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,4.896000000000001,-1.3365812425964492,10,0,0,-10,-10,0.5,0.5,5.1118013938964495
2020,0.8,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,4.896000000000001,-0.9017144009999996,16,0,19,-16,3,0.15789473684210525,0.8421052631578947,4.41541855436842
2020,0.8,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,4.896000000000001,0.1999259687552952,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.4190364549905885
2020,0.8,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,4.896000000000001,-2.097547357588234,16,17,17,1,1,0.9411764705882353,0.9411764705882353,4.925090667117647
2020,0.8,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,4.8960000000000035,2.2542515587717955,36,39,39,3,3,0.9230769230769231,0.9230769230769231,5.599281776207693
2020,0.8,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,4.895999999999999,4.555599108623854,109,109,109,0,0,1.0,1.0,6.199088647522935
2020,0.9,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,5.508000000000001,4.567221610413222,0,0,0,0,0,1.0,1.0,5.537844078181818
2020,0.9,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,5.508000000000001,2.775787101092307,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.451285959923076
2020,0.9,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,5.507999999999999,-0.72458124259645,10,0,1,-10,-9,0.5,0.55,4.928201393896451
2020,0.9,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,5.507999999999999,-0.28971440099999973,16,0,19,-16,3,0.15789473684210525,0.8421052631578947,4.189944870157895
2020,0.9,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,5.508,0.811925968755294,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.517165689343529
2020,0.9,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,5.508,-1.4855473575882348,16,17,17,1,1,0.9411764705882353,0.9411764705882353,4.775298101235295
2020,0.9,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,5.508000000000002,2.8662515587717943,36,39,39,3,3,0.9230769230769231,0.9230769230769231,5.775936770566667
2020,0.9,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,5.508000000000003,5.167599108623852,109,109,109,0,0,1.0,1.0,6.517108072844035
2020,1.0,R+20 or more,121,-35.99421487603306,-35.05343648644628,0.9407783895867774,6.120000000000001,5.179221610413222,0,0,0,0,0,1.0,1.0,5.988837948595041
2020,1.0,R+10 to R+20,65,-15.176923076923078,-12.444710178015386,2.7322128989076924,6.119999999999999,3.3877871010923077,2,0,0,-2,-2,0.9692307692307692,0.9692307692307692,5.717989288692308
2020,1.0,R+5 to R+10,20,-7.7,-1.46741875740355,6.23258124259645,6.120000000000001,-0.11258124259644994,10,0,4,-10,-6,0.5,0.6,4.74460139389645
2020,1.0,R+0 to R+5,19,-2.378947368421053,3.418767032578947,5.797714401,6.120000000000001,0.3222855989999999,16,0,19,-16,3,0.15789473684210525,0.8421052631578947,4.027675546684211
2020,1.0,D+0 to D+5,17,2.3411764705882354,7.037250501832942,4.696074031244706,6.12,1.423925968755294,14,17,17,3,3,0.8235294117647058,0.8235294117647058,4.625165689343529
2020,1.0,D+5 to D+10,17,7.470588235294118,14.464135592882354,6.993547357588235,6.12,-0.8735473575882348,16,17,17,1,1,0.9411764705882353,0.9411764705882353,4.6672981012352945
2020,1.0,D+10 to D+20,39,15.243589743589746,17.88533818481795,2.6417484412282057,6.120000000000001,3.4782515587717953,36,39,39,3,3,0.9230769230769231,0.9230769230769231,6.001986189028205
2020,1.0,D+20 or more,109,43.872477064220185,44.21287795559633,0.3404008913761464,6.12,5.779599108623856,109,109,109,0,0,1.0,1.0,6.892680276880735
