cycle,house_environment_multiplier,district_id,change_direction,change_correct,selected_baseline_margin_dem,district_environment_adjustment_dem,forecast_margin_dem,actual_dem_margin,actual_dem_win
2018,0.73,NH-1,R baseline to D forecast,True,-3.7,4.7961,1.0961,8.551431251,1
2018,0.73,NJ-11,R baseline to D forecast,True,-3.0,4.7961,1.7961,14.63714637,1
2018,0.73,NJ-5,R baseline to D forecast,True,-3.2,4.7961,1.5961,13.68053462,1
2018,0.73,NJ-7,R baseline to D forecast,True,-1.0,4.7961,3.7961,5.019489251,1
2018,0.73,NV-3,R baseline to D forecast,True,-3.1,4.7961,1.6961,9.062858181,1
2018,0.73,NY-18,R baseline to D forecast,True,-4.0,4.7961,0.7961,11.92856291,1
2018,0.73,OR-4,R baseline to D forecast,True,-2.0,4.7961,2.7961,15.0970922,1
2018,0.73,PA-17,R baseline to D forecast,True,-4.7,4.7961,0.0960999999999998,12.51462779,1
2018,0.73,PA-7,R baseline to D forecast,True,-1.0,4.7961,3.7961,10.01895457,1
2018,0.73,TX-32,R baseline to D forecast,True,-0.2000000000000001,4.7961,4.5961,6.518394892,1
2018,0.73,TX-7,R baseline to D forecast,True,-0.7000000000000002,4.7961,4.0961,5.056218981,1
2018,0.8,FL-25,R baseline to D forecast,False,-3.9,5.256,1.356,-20.90676314,0
2018,0.8,NE-2,R baseline to D forecast,False,-4.300000000000001,5.256,0.9559999999999996,-1.990059762,0
2018,0.8,PA-1,R baseline to D forecast,False,-0.1,5.256,5.156000000000001,-2.519117763,0
2018,0.8,AZ-1,R baseline to D forecast,True,-3.2,5.256,2.056,7.687653379,1
2018,0.8,CA-48,R baseline to D forecast,True,-0.4000000000000001,5.256,4.856,7.103984583,1
2018,0.8,GA-6,R baseline to D forecast,True,-3.6,5.256,1.656,1.029549068,1
2018,0.8,IL-17,R baseline to D forecast,True,-2.8,5.256,2.4560000000000004,24.18682998,1
2018,0.8,KS-3,R baseline to D forecast,True,-0.9000000000000001,5.256,4.356,9.662552113,1
2018,0.8,MN-2,R baseline to D forecast,True,-3.3,5.256,1.9560000000000004,5.507622023,1
2018,0.8,NH-1,R baseline to D forecast,True,-3.7,5.256,1.556,8.551431251,1
2018,0.8,NJ-11,R baseline to D forecast,True,-3.0,5.256,2.256,14.63714637,1
2018,0.8,NJ-5,R baseline to D forecast,True,-3.2,5.256,2.056,13.68053462,1
2018,0.8,NJ-7,R baseline to D forecast,True,-1.0,5.256,4.256,5.019489251,1
2018,0.8,NV-3,R baseline to D forecast,True,-3.1,5.256,2.156,9.062858181,1
2018,0.8,NY-18,R baseline to D forecast,True,-4.0,5.256,1.2560000000000002,11.92856291,1
2018,0.8,OR-4,R baseline to D forecast,True,-2.0,5.256,3.256,15.0970922,1
2018,0.8,PA-17,R baseline to D forecast,True,-4.7,5.256,0.556,12.51462779,1
2018,0.8,PA-7,R baseline to D forecast,True,-1.0,5.256,4.256,10.01895457,1
2018,0.8,TX-32,R baseline to D forecast,True,-0.2000000000000001,5.256,5.056,6.518394892,1
2018,0.8,TX-7,R baseline to D forecast,True,-0.7000000000000002,5.256,4.556,5.056218981,1
2018,0.9,FL-25,R baseline to D forecast,False,-3.9,5.913,2.013,-20.90676314,0
2018,0.9,NE-2,R baseline to D forecast,False,-4.300000000000001,5.913,1.6129999999999995,-1.990059762,0
2018,0.9,PA-1,R baseline to D forecast,False,-0.1,5.913,5.813000000000001,-2.519117763,0
2018,0.9,AZ-1,R baseline to D forecast,True,-3.2,5.913,2.713,7.687653379,1
2018,0.9,CA-48,R baseline to D forecast,True,-0.4000000000000001,5.913,5.513,7.103984583,1
2018,0.9,GA-6,R baseline to D forecast,True,-3.6,5.913,2.313,1.029549068,1
2018,0.9,IA-1,R baseline to D forecast,True,-5.6,5.913,0.3130000000000006,5.056201626,1
2018,0.9,IA-3,R baseline to D forecast,True,-5.6,5.913,0.3130000000000006,2.163984494,1
2018,0.9,IL-17,R baseline to D forecast,True,-2.8,5.913,3.1130000000000004,24.18682998,1
2018,0.9,KS-3,R baseline to D forecast,True,-0.9000000000000001,5.913,5.013,9.662552113,1
2018,0.9,MN-2,R baseline to D forecast,True,-3.3,5.913,2.6130000000000004,5.507622023,1
2018,0.9,NH-1,R baseline to D forecast,True,-3.7,5.913,2.213,8.551431251,1
2018,0.9,NJ-11,R baseline to D forecast,True,-3.0,5.913,2.9130000000000003,14.63714637,1
2018,0.9,NJ-5,R baseline to D forecast,True,-3.2,5.913,2.713,13.68053462,1
2018,0.9,NJ-7,R baseline to D forecast,True,-1.0,5.913,4.913,5.019489251,1
2018,0.9,NV-3,R baseline to D forecast,True,-3.1,5.913,2.813,9.062858181,1
2018,0.9,NY-18,R baseline to D forecast,True,-4.0,5.913,1.9130000000000005,11.92856291,1
2018,0.9,OR-4,R baseline to D forecast,True,-2.0,5.913,3.913,15.0970922,1
2018,0.9,PA-17,R baseline to D forecast,True,-4.7,5.913,1.213,12.51462779,1
2018,0.9,PA-7,R baseline to D forecast,True,-1.0,5.913,4.913,10.01895457,1
2018,0.9,TX-32,R baseline to D forecast,True,-0.2000000000000001,5.913,5.713,6.518394892,1
2018,0.9,TX-7,R baseline to D forecast,True,-0.7000000000000002,5.913,5.213,5.056218981,1
2018,0.9,VA-2,R baseline to D forecast,True,-5.5,5.913,0.4130000000000002,2.235918069,1
2018,1.0,FL-25,R baseline to D forecast,False,-3.9,6.57,2.67,-20.90676314,0
2018,1.0,NE-2,R baseline to D forecast,False,-4.300000000000001,6.57,2.2699999999999996,-1.990059762,0
2018,1.0,PA-1,R baseline to D forecast,False,-0.1,6.57,6.470000000000001,-2.519117763,0
2018,1.0,AZ-1,R baseline to D forecast,True,-3.2,6.57,3.37,7.687653379,1
2018,1.0,CA-48,R baseline to D forecast,True,-0.4000000000000001,6.57,6.17,7.103984583,1
2018,1.0,GA-6,R baseline to D forecast,True,-3.6,6.57,2.97,1.029549068,1
2018,1.0,IA-1,R baseline to D forecast,True,-5.6,6.57,0.9700000000000006,5.056201626,1
2018,1.0,IA-2,R baseline to D forecast,True,-6.199999999999999,6.57,0.370000000000001,12.1947634,1
2018,1.0,IA-3,R baseline to D forecast,True,-5.6,6.57,0.9700000000000006,2.163984494,1
2018,1.0,IL-14,R baseline to D forecast,True,-6.0,6.57,0.5700000000000003,5.003718048,1
2018,1.0,IL-17,R baseline to D forecast,True,-2.8,6.57,3.770000000000001,24.18682998,1
2018,1.0,KS-3,R baseline to D forecast,True,-0.9000000000000001,6.57,5.67,9.662552113,1
2018,1.0,MI-11,R baseline to D forecast,True,-6.5,6.57,0.0700000000000002,6.682511592,1
2018,1.0,MN-2,R baseline to D forecast,True,-3.3,6.57,3.2700000000000005,5.507622023,1
2018,1.0,NH-1,R baseline to D forecast,True,-3.7,6.57,2.87,8.551431251,1
2018,1.0,NJ-11,R baseline to D forecast,True,-3.0,6.57,3.5700000000000003,14.63714637,1
2018,1.0,NJ-5,R baseline to D forecast,True,-3.2,6.57,3.37,13.68053462,1
2018,1.0,NJ-7,R baseline to D forecast,True,-1.0,6.57,5.57,5.019489251,1
2018,1.0,NV-3,R baseline to D forecast,True,-3.1,6.57,3.47,9.062858181,1
2018,1.0,NY-18,R baseline to D forecast,True,-4.0,6.57,2.5700000000000003,11.92856291,1
2018,1.0,OR-4,R baseline to D forecast,True,-2.0,6.57,4.57,15.0970922,1
2018,1.0,PA-17,R baseline to D forecast,True,-4.7,6.57,1.87,12.51462779,1
2018,1.0,PA-7,R baseline to D forecast,True,-1.0,6.57,5.57,10.01895457,1
2018,1.0,TX-32,R baseline to D forecast,True,-0.2000000000000001,6.57,6.37,6.518394892,1
2018,1.0,TX-7,R baseline to D forecast,True,-0.7000000000000002,6.57,5.87,5.056218981,1
2018,1.0,VA-2,R baseline to D forecast,True,-5.5,6.57,1.0700000000000005,2.235918069,1
2020,0.5,CA-48,R baseline to D forecast,False,-0.4000000000000001,3.06,2.66,-2.119969628,0
2020,0.5,PA-1,R baseline to D forecast,False,-0.1,3.06,2.96,-13.11563375,0
2020,0.5,IL-17,R baseline to D forecast,True,-2.8,3.06,0.2600000000000002,4.050751096,1
2020,0.5,KS-3,R baseline to D forecast,True,-0.9000000000000001,3.06,2.16,10.05706377,1
2020,0.5,NJ-11,R baseline to D forecast,True,-3.0,3.06,0.06,6.607340381,1
2020,0.5,NJ-7,R baseline to D forecast,True,-1.0,3.06,2.06,1.223882179,1
2020,0.5,OR-4,R baseline to D forecast,True,-2.0,3.06,1.06,5.317240568,1
2020,0.5,PA-7,R baseline to D forecast,True,-1.0,3.06,2.06,3.732733322,1
2020,0.5,TX-32,R baseline to D forecast,True,-0.2000000000000001,3.06,2.86,6.015647959,1
2020,0.5,TX-7,R baseline to D forecast,True,-0.7000000000000002,3.06,2.36,3.334659769,1
2020,0.7,CA-48,R baseline to D forecast,False,-0.4000000000000001,4.284,3.883999999999999,-2.119969628,0
2020,0.7,PA-1,R baseline to D forecast,False,-0.1,4.284,4.183999999999999,-13.11563375,0
2020,0.7,AZ-1,R baseline to D forecast,True,-3.2,4.284,1.0839999999999996,3.220347337,1
2020,0.7,GA-6,R baseline to D forecast,True,-3.6,4.284,0.6839999999999997,9.177948346,1
2020,0.7,IL-17,R baseline to D forecast,True,-2.8,4.284,1.484,4.050751096,1
2020,0.7,KS-3,R baseline to D forecast,True,-0.9000000000000001,4.284,3.3839999999999995,10.05706377,1
2020,0.7,MN-2,R baseline to D forecast,True,-3.3,4.284,0.984,2.25670888,1
2020,0.7,NH-1,R baseline to D forecast,True,-3.7,4.284,0.5839999999999996,5.103316769,1
2020,0.7,NJ-11,R baseline to D forecast,True,-3.0,4.284,1.2839999999999998,6.607340381,1
2020,0.7,NJ-5,R baseline to D forecast,True,-3.2,4.284,1.0839999999999996,7.516358383,1
2020,0.7,NJ-7,R baseline to D forecast,True,-1.0,4.284,3.284,1.223882179,1
2020,0.7,NV-3,R baseline to D forecast,True,-3.1,4.284,1.1839999999999995,2.982849693,1
2020,0.7,NY-18,R baseline to D forecast,True,-4.0,4.284,0.2839999999999998,11.86102392,1
2020,0.7,OR-4,R baseline to D forecast,True,-2.0,4.284,2.284,5.317240568,1
2020,0.7,PA-7,R baseline to D forecast,True,-1.0,4.284,3.284,3.732733322,1
2020,0.7,TX-32,R baseline to D forecast,True,-0.2000000000000001,4.284,4.084,6.015647959,1
2020,0.7,TX-7,R baseline to D forecast,True,-0.7000000000000002,4.284,3.5839999999999996,3.334659769,1
2020,0.73,CA-48,R baseline to D forecast,False,-0.4000000000000001,4.4676,4.0676,-2.119969628,0
2020,0.73,NE-2,R baseline to D forecast,False,-4.300000000000001,4.4676,0.1675999999999993,-4.559861349,0
2020,0.73,PA-1,R baseline to D forecast,False,-0.1,4.4676,4.3675999999999995,-13.11563375,0
2020,0.73,AZ-1,R baseline to D forecast,True,-3.2,4.4676,1.2675999999999998,3.220347337,1
2020,0.73,GA-6,R baseline to D forecast,True,-3.6,4.4676,0.8675999999999999,9.177948346,1
2020,0.73,IL-17,R baseline to D forecast,True,-2.8,4.4676,1.6676000000000002,4.050751096,1
2020,0.73,KS-3,R baseline to D forecast,True,-0.9000000000000001,4.4676,3.5675999999999997,10.05706377,1
2020,0.73,MN-2,R baseline to D forecast,True,-3.3,4.4676,1.1676000000000002,2.25670888,1
2020,0.73,NH-1,R baseline to D forecast,True,-3.7,4.4676,0.7675999999999998,5.103316769,1
2020,0.73,NJ-11,R baseline to D forecast,True,-3.0,4.4676,1.4676,6.607340381,1
2020,0.73,NJ-5,R baseline to D forecast,True,-3.2,4.4676,1.2675999999999998,7.516358383,1
2020,0.73,NJ-7,R baseline to D forecast,True,-1.0,4.4676,3.4676,1.223882179,1
2020,0.73,NV-3,R baseline to D forecast,True,-3.1,4.4676,1.3676,2.982849693,1
2020,0.73,NY-18,R baseline to D forecast,True,-4.0,4.4676,0.4676,11.86102392,1
2020,0.73,OR-4,R baseline to D forecast,True,-2.0,4.4676,2.4676,5.317240568,1
2020,0.73,PA-7,R baseline to D forecast,True,-1.0,4.4676,3.4676,3.732733322,1
2020,0.73,TX-32,R baseline to D forecast,True,-0.2000000000000001,4.4676,4.2676,6.015647959,1
2020,0.73,TX-7,R baseline to D forecast,True,-0.7000000000000002,4.4676,3.7676,3.334659769,1
2020,0.8,CA-48,R baseline to D forecast,False,-0.4000000000000001,4.896000000000001,4.496,-2.119969628,0
2020,0.8,NE-2,R baseline to D forecast,False,-4.300000000000001,4.896000000000001,0.5960000000000001,-4.559861349,0
2020,0.8,PA-1,R baseline to D forecast,False,-0.1,4.896000000000001,4.796000000000001,-13.11563375,0
2020,0.8,AZ-1,R baseline to D forecast,True,-3.2,4.896000000000001,1.6960000000000006,3.220347337,1
2020,0.8,GA-6,R baseline to D forecast,True,-3.6,4.896000000000001,1.2960000000000007,9.177948346,1
2020,0.8,IL-17,R baseline to D forecast,True,-2.8,4.896000000000001,2.096000000000001,4.050751096,1
2020,0.8,KS-3,R baseline to D forecast,True,-0.9000000000000001,4.896000000000001,3.996,10.05706377,1
2020,0.8,MN-2,R baseline to D forecast,True,-3.3,4.896000000000001,1.596000000000001,2.25670888,1
2020,0.8,NH-1,R baseline to D forecast,True,-3.7,4.896000000000001,1.1960000000000006,5.103316769,1
2020,0.8,NJ-11,R baseline to D forecast,True,-3.0,4.896000000000001,1.8960000000000008,6.607340381,1
2020,0.8,NJ-5,R baseline to D forecast,True,-3.2,4.896000000000001,1.6960000000000006,7.516358383,1
2020,0.8,NJ-7,R baseline to D forecast,True,-1.0,4.896000000000001,3.896000000000001,1.223882179,1
2020,0.8,NV-3,R baseline to D forecast,True,-3.1,4.896000000000001,1.7960000000000007,2.982849693,1
2020,0.8,NY-18,R baseline to D forecast,True,-4.0,4.896000000000001,0.8960000000000008,11.86102392,1
2020,0.8,OR-4,R baseline to D forecast,True,-2.0,4.896000000000001,2.896000000000001,5.317240568,1
2020,0.8,PA-17,R baseline to D forecast,True,-4.7,4.896000000000001,0.1960000000000006,2.294165974,1
2020,0.8,PA-7,R baseline to D forecast,True,-1.0,4.896000000000001,3.896000000000001,3.732733322,1
2020,0.8,TX-32,R baseline to D forecast,True,-0.2000000000000001,4.896000000000001,4.696000000000001,6.015647959,1
2020,0.8,TX-7,R baseline to D forecast,True,-0.7000000000000002,4.896000000000001,4.196000000000001,3.334659769,1
2020,0.9,CA-48,R baseline to D forecast,False,-0.4000000000000001,5.508,5.108,-2.119969628,0
2020,0.9,NE-2,R baseline to D forecast,False,-4.300000000000001,5.508,1.2079999999999993,-4.559861349,0
2020,0.9,PA-1,R baseline to D forecast,False,-0.1,5.508,5.4079999999999995,-13.11563375,0
2020,0.9,AZ-1,R baseline to D forecast,True,-3.2,5.508,2.308,3.220347337,1
2020,0.9,GA-6,R baseline to D forecast,True,-3.6,5.508,1.908,9.177948346,1
2020,0.9,IL-17,R baseline to D forecast,True,-2.8,5.508,2.708,4.050751096,1
2020,0.9,KS-3,R baseline to D forecast,True,-0.9000000000000001,5.508,4.608,10.05706377,1
2020,0.9,MN-2,R baseline to D forecast,True,-3.3,5.508,2.208,2.25670888,1
2020,0.9,NH-1,R baseline to D forecast,True,-3.7,5.508,1.808,5.103316769,1
2020,0.9,NJ-11,R baseline to D forecast,True,-3.0,5.508,2.508,6.607340381,1
2020,0.9,NJ-5,R baseline to D forecast,True,-3.2,5.508,2.308,7.516358383,1
2020,0.9,NJ-7,R baseline to D forecast,True,-1.0,5.508,4.508,1.223882179,1
2020,0.9,NV-3,R baseline to D forecast,True,-3.1,5.508,2.408,2.982849693,1
2020,0.9,NY-18,R baseline to D forecast,True,-4.0,5.508,1.508,11.86102392,1
2020,0.9,OR-4,R baseline to D forecast,True,-2.0,5.508,3.508,5.317240568,1
2020,0.9,PA-17,R baseline to D forecast,True,-4.7,5.508,0.8079999999999998,2.294165974,1
2020,0.9,PA-7,R baseline to D forecast,True,-1.0,5.508,4.508,3.732733322,1
2020,0.9,TX-32,R baseline to D forecast,True,-0.2000000000000001,5.508,5.308,6.015647959,1
2020,0.9,TX-7,R baseline to D forecast,True,-0.7000000000000002,5.508,4.808,3.334659769,1
2020,0.9,VA-2,R baseline to D forecast,True,-5.5,5.508,0.008,5.746134224,1
2020,1.0,CA-48,R baseline to D forecast,False,-0.4000000000000001,6.12,5.72,-2.119969628,0
2020,1.0,IA-1,R baseline to D forecast,False,-5.6,6.12,0.5200000000000005,-2.533427994,0
2020,1.0,NE-2,R baseline to D forecast,False,-4.300000000000001,6.12,1.8199999999999992,-4.559861349,0
2020,1.0,PA-1,R baseline to D forecast,False,-0.1,6.12,6.02,-13.11563375,0
2020,1.0,AZ-1,R baseline to D forecast,True,-3.2,6.12,2.92,3.220347337,1
2020,1.0,GA-6,R baseline to D forecast,True,-3.6,6.12,2.52,9.177948346,1
2020,1.0,IA-3,R baseline to D forecast,True,-5.6,6.12,0.5200000000000005,1.347184216,1
2020,1.0,IL-14,R baseline to D forecast,True,-6.0,6.12,0.1200000000000001,1.339975863,1
2020,1.0,IL-17,R baseline to D forecast,True,-2.8,6.12,3.3200000000000003,4.050751096,1
2020,1.0,KS-3,R baseline to D forecast,True,-0.9000000000000001,6.12,5.22,10.05706377,1
2020,1.0,MN-2,R baseline to D forecast,True,-3.3,6.12,2.8200000000000003,2.25670888,1
2020,1.0,NH-1,R baseline to D forecast,True,-3.7,6.12,2.42,5.103316769,1
2020,1.0,NJ-11,R baseline to D forecast,True,-3.0,6.12,3.12,6.607340381,1
2020,1.0,NJ-5,R baseline to D forecast,True,-3.2,6.12,2.92,7.516358383,1
2020,1.0,NJ-7,R baseline to D forecast,True,-1.0,6.12,5.12,1.223882179,1
2020,1.0,NV-3,R baseline to D forecast,True,-3.1,6.12,3.02,2.982849693,1
2020,1.0,NY-18,R baseline to D forecast,True,-4.0,6.12,2.12,11.86102392,1
2020,1.0,OR-4,R baseline to D forecast,True,-2.0,6.12,4.12,5.317240568,1
2020,1.0,PA-17,R baseline to D forecast,True,-4.7,6.12,1.42,2.294165974,1
2020,1.0,PA-7,R baseline to D forecast,True,-1.0,6.12,5.12,3.732733322,1
2020,1.0,TX-32,R baseline to D forecast,True,-0.2000000000000001,6.12,5.92,6.015647959,1
2020,1.0,TX-7,R baseline to D forecast,True,-0.7000000000000002,6.12,5.42,3.334659769,1
2020,1.0,VA-2,R baseline to D forecast,True,-5.5,6.12,0.6200000000000001,5.746134224,1
