cycle,house_environment_multiplier,competitiveness_bucket,districts,mean_baseline_margin_dem,mean_actual_margin_dem,mean_actual_residual_from_baseline,mean_environment_adjustment_dem,mean_environment_residual_error_dem,actual_dem_seats,baseline_dem_seats,forecast_dem_seats,baseline_seat_error,forecast_seat_error,baseline_winner_accuracy,forecast_winner_accuracy,margin_mae
2018,0.8,Competitive: 5-10,36,-0.46388888888888896,9.755139035749998,10.219027924638889,5.256,-4.9630279246388875,30,17,17,-13,-13,0.6388888888888888,0.6388888888888888,6.494288210583333
2018,0.8,Likely: 10-20,105,-4.808571428571429,2.8206995111485713,7.629270939720001,5.256,-2.3732709397200002,44,36,36,-8,-8,0.9238095238095239,0.9238095238095239,5.755393400400001
2018,0.8,Safe: 20+,215,-2.6120930232558144,3.671977737238139,6.284070760493953,5.256,-1.028070760493953,93,91,91,-2,-2,0.9906976744186047,0.9906976744186047,4.955938994726512
2018,0.9,Tossup: within 2.5,18,0.3722222222222222,9.111095386611112,8.738873164388886,5.913,-2.8258731643888884,16,10,18,-6,2,0.5555555555555556,0.8888888888888888,5.819428924388888
2018,0.9,Highly competitive: 2.5-5,19,-0.8421052631578949,8.669240473421052,9.511345736578948,5.912999999999999,-3.598345736578947,17,7,19,-10,2,0.47368421052631576,0.8947368421052632,7.692314773315789
2018,0.9,Competitive: 5-10,36,-0.46388888888888896,9.755139035749998,10.219027924638889,5.913000000000001,-4.306027924638888,30,17,20,-13,-10,0.6388888888888888,0.7222222222222222,6.165788210583334
2018,0.9,Likely: 10-20,105,-4.808571428571429,2.8206995111485713,7.629270939720001,5.912999999999999,-1.7162709397200002,44,36,36,-8,-8,0.9238095238095239,0.9238095238095239,5.557540015142857
2018,0.9,Safe: 20+,215,-2.6120930232558144,3.671977737238139,6.284070760493953,5.912999999999999,-0.37107076049395316,93,91,91,-2,-2,0.9906976744186047,0.9906976744186047,4.95476066235442
2018,1.0,Tossup: within 2.5,18,0.3722222222222222,9.111095386611112,8.738873164388886,6.569999999999999,-2.1688731643888888,16,10,18,-6,2,0.5555555555555556,0.8888888888888888,5.661596785388889
2018,1.0,Highly competitive: 2.5-5,19,-0.8421052631578949,8.669240473421052,9.511345736578948,6.569999999999999,-2.941345736578947,17,7,19,-10,2,0.47368421052631576,0.8947368421052632,7.519420036473683
2018,1.0,Competitive: 5-10,36,-0.46388888888888896,9.755139035749998,10.219027924638889,6.569999999999999,-3.6490279246388884,30,17,23,-13,-7,0.6388888888888888,0.8055555555555556,5.837288210583333
2018,1.0,Likely: 10-20,105,-4.808571428571429,2.8206995111485713,7.629270939720001,6.57,-1.0592709397200004,44,36,36,-8,-8,0.9238095238095239,0.9238095238095239,5.4663403825714285
2018,1.0,Safe: 20+,215,-2.6120930232558144,3.671977737238139,6.284070760493953,6.570000000000001,0.2859292395060471,93,91,91,-2,-2,0.9906976744186047,0.9906976744186047,5.004275457145117
2020,0.0,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,0.0,-4.352162090499999,14,10,10,-4,-4,0.5555555555555556,0.5555555555555556,7.003980365055556
2020,0.0,Highly competitive: 2.5-5,18,-0.6722222222222222,5.530606362286667,6.202828584508889,0.0,-6.202828584508889,16,7,7,-9,-9,0.3888888888888889,0.3888888888888889,6.753729468602222
2020,0.0,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803583,0.0,-6.679661966803583,26,17,17,-9,-9,0.6944444444444444,0.6944444444444444,7.816235651525805
2020,0.0,Likely: 10-20,105,-3.828571428571429,-1.1267035546390474,2.701867873932381,0.0,-2.701867873932381,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.900922053781905
2020,0.0,Safe: 20+,230,1.8556521739130427,2.5119038360869563,0.656251662173913,0.0,-0.656251662173913,109,109,109,0,0,1.0,1.0,4.602423839043479
2020,0.5,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,3.0600000000000005,-1.2921620904999993,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,5.440549956611111
2020,0.5,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,3.0600000000000005,-3.142828584508889,16,7,9,-9,-7,0.3888888888888889,0.5,4.548353292602222
2020,0.5,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,3.0600000000000005,-3.6196619668035828,26,17,17,-9,-9,0.6944444444444444,0.6944444444444444,5.929850567136917
2020,0.5,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,3.06,0.3581321260676188,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.174260250734284
2020,0.5,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,3.0600000000000005,2.4037483378260873,109,109,109,0,0,1.0,1.0,4.7897428485217395
2020,0.7,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,4.284000000000001,-0.06816209049999997,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,5.060254426722222
2020,0.7,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,4.284000000000001,-1.918828584508889,16,7,16,-9,0,0.3888888888888889,0.8888888888888888,4.066988746491111
2020,0.7,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,4.283999999999999,-2.395661966803583,26,17,17,-9,-9,0.6944444444444444,0.6944444444444444,5.353018565136917
2020,0.7,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,4.284,1.582132126067618,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.234114266715238
2020,0.7,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,4.283999999999999,3.627748337826087,109,109,109,0,0,1.0,1.0,5.306701156
2020,0.73,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,4.467600000000001,0.11543790950000024,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,5.019454426722223
2020,0.73,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,4.467600000000001,-1.735228584508889,16,7,17,-9,1,0.3888888888888889,0.8333333333333334,4.005788746491111
2020,0.73,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,4.467600000000001,-2.2120619668035832,26,17,17,-9,-9,0.6944444444444444,0.6944444444444444,5.281618565136917
2020,0.73,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,4.467599999999999,1.7657321260676189,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.261612361800951
2020,0.73,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,4.467599999999998,3.8113483378260873,109,109,109,0,0,1.0,1.0,5.403806847652174
2020,0.8,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,4.896000000000001,0.543837909500001,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,4.971265268388889
2020,0.8,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,4.896000000000001,-1.306828584508888,16,7,18,-9,2,0.3888888888888889,0.8888888888888888,3.86298874649111
2020,0.8,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,4.896000000000003,-1.7836619668035825,26,17,17,-9,-9,0.6944444444444444,0.6944444444444444,5.115018565136917
2020,0.8,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,4.896000000000001,2.194132126067619,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.352855206086667
2020,0.8,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,4.896,4.239748337826088,109,109,109,0,0,1.0,1.0,5.63785477226087
2020,0.9,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,5.507999999999999,1.1558379095000004,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,5.029942878611111
2020,0.9,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,5.507999999999999,-0.6948285845088888,16,7,18,-9,2,0.3888888888888889,0.8888888888888888,3.6589887464911115
2020,0.9,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,5.508000000000001,-1.1716619668035828,26,17,18,-9,-8,0.6944444444444444,0.7222222222222222,4.925283186803584
2020,0.9,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,5.508000000000002,2.8061321260676184,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.543133545915238
2020,0.9,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,5.508000000000002,4.851748337826088,109,109,109,0,0,1.0,1.0,6.00193005826087
2020,1.0,Tossup: within 2.5,18,0.3722222222222222,4.724384312722222,4.352162090499999,6.120000000000001,1.7678379095000003,14,10,18,-4,4,0.5555555555555556,0.7777777777777778,5.097942878611112
2020,1.0,Highly competitive: 2.5-5,18,-0.6722222222222223,5.530606362286666,6.202828584508889,6.120000000000001,-0.08282858450888891,16,7,18,-9,2,0.3888888888888889,0.8888888888888888,3.5217044606022223
2020,1.0,Competitive: 5-10,36,-0.4722222222222221,6.207439744581361,6.679661966803582,6.120000000000001,-0.5596619668035833,26,17,21,-9,-5,0.6944444444444444,0.75,4.755283186803583
2020,1.0,Likely: 10-20,105,-3.828571428571429,-1.1267035546390478,2.701867873932381,6.12,3.4181321260676194,38,39,39,1,1,0.9523809523809523,0.9523809523809523,5.798025390581905
2020,1.0,Safe: 20+,230,1.8556521739130436,2.511903836086957,0.6562516621739131,6.120000000000001,5.463748337826086,109,109,109,0,0,1.0,1.0,6.41718061721739
