race_id,party_code,mit_candidate_name,fec_candidate_name,fec_candidate_id,incumbent_challenger_status,match_method,match_score,second_best_score,candidate_count_considered,match_reason
DE-AL,R,LEE MURPHY,"MURPHY, LEE",H8DE01044,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
DE-AL,D,LISA BLUNT ROCHESTER,"BLUNT ROCHESTER, LISA",H6DE00206,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
DC-AL,D,ELEANOR HOLMES NORTON,"NORTON, ELEANOR HOLMES",H0DC00058,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-1,R,MATT GAETZ,"GAETZ, MATT",H6FL01119,I,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
FL-3,R,KAT CAMMACK,"CAMMACK, KAT",H0FL03175,O,high_confidence_automatic,100.0,2.0,14,last_exact+first_match+token_overlap+scope_same_race
FL-4,D,DONNA DEEGAN,"DEEGAN, DONNA",H0FL04157,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-5,R,GARY ADLER,"ADLER, GARY",H0FL05170,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
FL-6,D,CLINT CURTIS,"CURTIS, CLINT",H0FL06103,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
FL-6,R,MICHAEL WALTZ,"WALTZ, MICHAEL",H8FL06148,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-7,R,LEO VALENTIN,"VALENTIN, LEO",H0FL07143,C,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
FL-8,R,BILL POSEY,"POSEY, BILL",H8FL15107,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
FL-9,D,DARREN SOTO,"SOTO, DARREN",H6FL09179,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-10,R,VENNIA FRANCOIS,"FRANCOIS, VENNIA V.",H8FL07088,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-11,R,DANIEL WEBSTER,"WEBSTER, DANIEL",H0FL08208,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-12,R,GUS M BILIRAKIS,"BILIRAKIS, GUS M",H6FL09070,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-13,R,ANNA PAULINA LUNA,"PAULINA LUNA, ANNA",H0FL13158,C,high_confidence_automatic,100.0,2.0,7,last_exact+first_match+token_overlap+scope_same_race
FL-14,D,KATHY CASTOR,"CASTOR, KATHY",H6FL11126,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-15,D,ALAN COHN,"COHN, ALAN",H4FL15155,O,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
FL-15,R,SCOTT FRANKLIN,"FRANKLIN, SCOTT MR.",H0FL15104,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-17,D,ALLEN ELLISON,"ELLISON, ALLEN",H0FL17159,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-19,D,CINDY LYN BANYAI,"BANYAI, CINDY LYN",H0FL19106,O,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-20,D,ALCEE L HASTINGS,"HASTINGS, ALCEE L",H2FL23021,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-21,R,LAURA LOOMER,"LOOMER, LAURA",H0FL21078,C,high_confidence_automatic,100.0,2.0,10,last_exact+first_match+token_overlap+scope_same_race
FL-23,D,DEBBIE WASSERMAN SCHULTZ,"WASSERMAN SCHULTZ, DEBBIE",H4FL20023,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
FL-24,D,FREDERICA S WILSON,"WILSON, FREDERICA S",H0FL17068,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-24,R,LAVERN SPICER,"SPICER, LAVERN",H0FL24205,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-25,R,MARIO DIAZ-BALART,"DIAZ-BALART, MARIO",H2FL25018,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-26,R,CARLOS GIMENEZ,"GIMENEZ, CARLOS",H0FL26036,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
FL-26,D,DEBBIE MUCARSEL-POWELL,"MUCARSEL-POWELL, DEBBIE",H8FL26039,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
FL-27,R,MARIA ELVIRA SALAZAR,"SALAZAR, MARIA ELVIRA",H8FL27185,C,high_confidence_automatic,100.0,2.0,7,last_exact+first_match+token_overlap+scope_same_race
GA-1,D,JOYCE MARIE GRIGGS,"GRIGGS, JOYCE MARIE",H0GA01029,,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
GA-4,D,"HENRY C \""HANK\"" JOHNSON JR","JOHNSON, HENRY C. 'HANK",H6GA04129,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
GA-5,R,ANGELA STANTON-KING,"STANTON KING, ANGELA",H0GA05277,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
GA-7,D,CAROLYN BOURDEAUX,"BOURDEAUX, CAROLYN",H8GA07201,O,high_confidence_automatic,100.0,2.0,8,last_exact+first_match+token_overlap+scope_same_race
GA-9,R,ANDREW CLYDE,"CLYDE, ANDREW",H0GA09246,O,high_confidence_automatic,100.0,2.0,11,last_exact+first_match+token_overlap+scope_same_race
GA-10,D,TABITHA JOHNSON-GREEN,"JOHNSON-GREEN, TABITHA",H8GA10197,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
GA-11,R,BARRY LOUDERMILK,"LOUDERMILK, BARRY",H4GA11061,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
GA-11,D,DANA BARRETT,"BARRETT, DANA",H0GA11036,C,high_confidence_automatic,100.0,0.0,4,last_exact+first_match+token_overlap+scope_same_race
GA-13,R,BECKY E HITES,"HITES, BECKY E",H0GA13131,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
GA-14,D,KEVIN VAN AUSDAL,"VAN AUSDAL, KEVIN",H0GA14097,O,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
GA-14,R,MARJORIE TAYLOR GREENE,"GREENE, MARJORIE TAYLOR MRS.",H0GA06192,O,high_confidence_automatic,100.0,2.0,11,last_exact+first_match+token_overlap+scope_same_race
HI-1,R,RON CURTIS,"CURTIS, RON",H0HI01298,C,high_confidence_automatic,100.0,0.0,5,last_exact+first_match+token_overlap+scope_same_race
ID-1,D,RUDY SOTO,"SOTO, RUDY",H0ID01311,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-1,R,PHILANISE WHITE,"WHITE, PHILANISE",H0IL01194,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-3,D,MARIE NEWMAN,"NEWMAN, MARIE",H8IL03102,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
IL-3,R,MIKE FRICILONE,"FRICILONE, MIKE",H0IL03117,C,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-5,D,MIKE QUIGLEY,"QUIGLEY, MIKE",H0IL05096,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-6,R,JEANNE IVES,"IVES, JEANNE",H0IL06060,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-6,D,SEAN CASTEN,"CASTEN, SEAN",H8IL06139,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-7,R,CRAIG CAMERON,"CAMERON, CRAIG",H8IL17045,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-7,D,DANNY K DAVIS,"DAVIS, DANNY K",H4IL07037,I,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
IL-9,D,JANICE D SCHAKOWSKY,"SCHAKOWSKY, JANICE D",H8IL09067,I,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-9,R,SARGIS SANGARI,"SANGARI, SARGIS",H8IL09190,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-10,D,BRADLEY SCOTT SCHNEIDER,"SCHNEIDER, BRADLEY SCOTT",H2IL10068,I,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-10,R,VALERIE RAMIREZ MUKHERJEE,"MUKHERJEE, VALERIE RAMIREZ",H0IL10351,C,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-11,R,RICK LAIB,"LAIB, RICK",H0IL11110,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-13,D,BETSY DIRKSEN LONDRIGAN,"LONDRIGAN, BETSY DIRKSEN",H8IL13150,C,high_confidence_automatic,100.0,2.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-14,R,JIM OBERWEIS,"OBERWEIS, JIM",H8IL14083,C,high_confidence_automatic,100.0,2.0,9,last_exact+first_match+token_overlap+scope_same_race
IL-14,D,LAUREN UNDERWOOD,"UNDERWOOD, LAUREN",H8IL14174,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-15,D,ERIKA C WEAVER,"WEAVER, ERIKA C",H0IL15194,O,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
IL-15,R,MARY MILLER,"MILLER, MARY",H0IL15129,O,high_confidence_automatic,100.0,2.0,11,last_exact+first_match+token_overlap+scope_same_race
IL-16,R,ADAM KINZINGER,"KINZINGER, ADAM",H0IL11052,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IL-16,D,DANI BRZOZOWSKI,"BRZOZOWSKI, DANI",H0IL16184,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IL-17,D,CHERI BUSTOS,"BUSTOS, CHERI",H2IL17071,I,high_confidence_automatic,100.0,0.0,3,last_exact+first_match+token_overlap+scope_same_race
IL-17,R,ESTHER JOY KING,"KING, ESTHER JOY",H0IL17083,C,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
IL-18,D,GEORGE PETRILLI,"PETRILLI, GEORGE",H0IL18073,C,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IN-1,D,FRANK J MRVAN,"MRVAN, FRANK J.",H0IN01150,O,high_confidence_automatic,100.0,2.0,16,last_exact+first_match+token_overlap+scope_same_race
IN-4,R,JAMES R BAIRD,"BAIRD, JAMES R DR.",H8IN04199,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IN-5,D,CHRISTINA HALE,"HALE, CHRISTINA",H0IN05219,O,high_confidence_automatic,100.0,2.0,5,last_exact+first_match+token_overlap+scope_same_race
IN-5,R,VICTORIA SPARTZ,"SPARTZ, VICTORIA",H0IN05326,O,high_confidence_automatic,100.0,2.0,17,last_exact+first_match+token_overlap+scope_same_race
IN-7,D,ANDRE CARSON,"CARSON, ANDRE",H8IN07184,I,high_confidence_automatic,100.0,0.0,2,last_exact+first_match+token_overlap+scope_same_race
IN-7,R,SUSAN MARIE SMITH,"SMITH, SUSAN MARIE",H0IN07256,C,high_confidence_automatic,100.0,0.0,7,last_exact+first_match+token_overlap+scope_same_race
IN-9,D,ANDY RUFF,"RUFF, ANDY",H0IN09179,C,high_confidence_automatic,100.0,2.0,6,last_exact+first_match+token_overlap+scope_same_race
IN-9,R,TREY HOLLINGSWORTH,"HOLLINGSWORTH, TREY",H6IN09176,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IA-1,D,ABBY FINKENAUER,"FINKENAUER, ABBY",H8IA01094,I,high_confidence_automatic,100.0,,1,last_exact+first_match+token_overlap+scope_same_race
IA-3,R,DAVID YOUNG,"YOUNG, DAVID",H4IA03115,C,high_confidence_automatic,100.0,2.0,4,last_exact+first_match+token_overlap+scope_same_race
KS-1,D,KALI BARNETT,"BARNETT, KALI",H0KS01172,O,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
KS-2,R,JAKE LATURNER,"LATURNER, JAKE",H0KS02188,C,high_confidence_automatic,100.0,2.0,3,last_exact+first_match+token_overlap+scope_same_race
